date,Western Digital,isPartial
2015-08-18,64,False
2015-08-19,55,False
2015-08-20,54,False
2015-08-21,49,False
2015-08-22,58,False
2015-08-23,45,False
2015-08-24,60,False
2015-08-25,61,False
2015-08-26,52,False
2015-08-27,47,False
2015-08-28,60,False
2015-08-29,52,False
2015-08-30,45,False
2015-08-31,51,False
2015-09-01,48,False
2015-09-02,60,False
2015-09-03,46,False
2015-09-04,60,False
2015-09-05,46,False
2015-09-06,49,False
2015-09-07,59,False
2015-09-08,59,False
2015-09-09,49,False
2015-09-10,48,False
2015-09-11,53,False
2015-09-12,51,False
2015-09-13,47,False
2015-09-14,48,False
2015-09-15,46,False
2015-09-16,54,False
2015-09-17,54,False
2015-09-18,42,False
2015-09-19,43,False
2015-09-20,45,False
2015-09-21,58,False
2015-09-22,50,False
2015-09-23,59,False
2015-09-24,46,False
2015-09-25,54,False
2015-09-26,48,False
2015-09-27,45,False
2015-09-28,49,False
2015-09-29,51,False
2015-09-30,61,False
2015-10-01,64,False
2015-10-02,52,False
2015-10-03,53,False
2015-10-04,38,False
2015-10-05,52,False
2015-10-06,49,False
2015-10-07,50,False
2015-10-08,51,False
2015-10-09,44,False
2015-10-10,50,False
2015-10-11,42,False
2015-10-12,56,False
2015-10-13,58,False
2015-10-14,59,False
2015-10-15,55,False
2015-10-16,50,False
2015-10-17,51,False
2015-10-18,53,False
2015-10-19,51,False
2015-10-20,59,False
2015-10-21,100,False
2015-10-22,83,False
2015-10-23,60,False
2015-10-24,47,False
2015-10-25,53,False
2015-10-26,65,False
2015-10-27,58,False
2015-10-28,56,False
2015-10-29,57,False
2015-10-30,66,False
2015-10-31,50,False
2015-11-01,46,False
2015-11-02,50,False
2015-11-03,52,False
2015-11-04,57,False
2015-11-05,49,False
2015-11-06,55,False
2015-11-07,47,False
2015-11-08,52,False
2015-11-09,50,False
2015-11-10,59,False
2015-11-11,47,False
2015-11-12,54,False
2015-11-13,57,False
2015-11-14,54,False
2015-11-15,45,False
2015-11-16,56,False
2015-11-17,45,False
2015-11-18,49,False
2015-11-19,53,False
2015-11-20,58,False
2015-11-21,46,False
2015-11-22,45,False
2015-11-23,64,False
2015-11-24,53,False
2015-11-25,55,False
2015-11-26,62,False
2015-11-27,86,False
2015-11-28,57,False
2015-11-29,56,False
2015-11-30,75,False
2015-12-01,63,False
2015-12-02,58,False
2015-12-03,49,False
2015-12-04,52,False
2015-12-05,61,False
2015-12-06,50,False
2015-12-07,50,False
2015-12-08,63,False
2015-12-09,56,False
2015-12-10,57,False
2015-12-11,51,False
2015-12-12,52,False
2015-12-13,64,False
2015-12-14,53,False
2015-12-15,58,False
2015-12-16,53,False
2015-12-17,51,False
2015-12-18,55,False
2015-12-19,47,False
2015-12-20,57,False
2015-12-21,52,False
2015-12-22,58,False
2015-12-23,57,False
2015-12-24,44,False
2015-12-25,51,False
2015-12-26,61,False
2015-12-27,65,False
2015-12-28,75,False
2015-12-29,60,False
2015-12-30,61,False
2015-12-31,51,False
2016-01-01,57,False
2016-01-02,48,False
2016-01-03,49,False
2016-01-04,49,False
2016-01-05,55,False
2016-01-06,51,False
2016-01-07,52,False
2016-01-08,47,False
2016-01-09,44,False
2016-01-10,44,False
2016-01-11,58,False
2016-01-12,46,False
2016-01-13,46,False
2016-01-14,52,False
2016-01-15,42,False
2016-01-16,40,False
2016-01-17,40,False
2016-01-18,57,False
2016-01-19,50,False
2016-01-20,44,False
2016-01-21,49,False
