date,Western Digital,isPartial
2013-06-29,65,False
2013-06-30,64,False
2013-07-01,69,False
2013-07-02,66,False
2013-07-03,70,False
2013-07-04,61,False
2013-07-05,63,False
2013-07-06,65,False
2013-07-07,61,False
2013-07-08,66,False
2013-07-09,63,False
2013-07-10,66,False
2013-07-11,64,False
2013-07-12,65,False
2013-07-13,63,False
2013-07-14,58,False
2013-07-15,74,False
2013-07-16,70,False
2013-07-17,69,False
2013-07-18,67,False
2013-07-19,65,False
2013-07-20,71,False
2013-07-21,64,False
2013-07-22,66,False
2013-07-23,67,False
2013-07-24,70,False
2013-07-25,64,False
2013-07-26,65,False
2013-07-27,60,False
2013-07-28,66,False
2013-07-29,67,False
2013-07-30,71,False
2013-07-31,72,False
2013-08-01,65,False
2013-08-02,72,False
2013-08-03,65,False
2013-08-04,62,False
2013-08-05,67,False
2013-08-06,68,False
2013-08-07,64,False
2013-08-08,73,False
2013-08-09,60,False
2013-08-10,68,False
2013-08-11,63,False
2013-08-12,61,False
2013-08-13,68,False
2013-08-14,72,False
2013-08-15,66,False
2013-08-16,72,False
2013-08-17,69,False
2013-08-18,70,False
2013-08-19,69,False
2013-08-20,74,False
2013-08-21,75,False
2013-08-22,71,False
2013-08-23,72,False
2013-08-24,66,False
2013-08-25,67,False
2013-08-26,75,False
2013-08-27,76,False
2013-08-28,70,False
2013-08-29,71,False
2013-08-30,67,False
2013-08-31,67,False
2013-09-01,66,False
2013-09-02,69,False
2013-09-03,75,False
2013-09-04,64,False
2013-09-05,63,False
2013-09-06,71,False
2013-09-07,73,False
2013-09-08,66,False
2013-09-09,72,False
2013-09-10,65,False
2013-09-11,68,False
2013-09-12,74,False
2013-09-13,71,False
2013-09-14,60,False
2013-09-15,64,False
2013-09-16,65,False
2013-09-17,69,False
2013-09-18,71,False
2013-09-19,68,False
2013-09-20,67,False
2013-09-21,60,False
2013-09-22,65,False
2013-09-23,68,False
2013-09-24,74,False
2013-09-25,65,False
2013-09-26,73,False
2013-09-27,56,False
2013-09-28,60,False
2013-09-29,70,False
2013-09-30,65,False
2013-10-01,72,False
2013-10-02,69,False
2013-10-03,72,False
2013-10-04,69,False
2013-10-05,74,False
2013-10-06,69,False
2013-10-07,70,False
2013-10-08,73,False
2013-10-09,77,False
2013-10-10,67,False
2013-10-11,67,False
2013-10-12,70,False
2013-10-13,69,False
2013-10-14,72,False
2013-10-15,74,False
2013-10-16,66,False
2013-10-17,67,False
2013-10-18,71,False
2013-10-19,69,False
2013-10-20,67,False
2013-10-21,77,False
2013-10-22,74,False
2013-10-23,72,False
2013-10-24,66,False
2013-10-25,68,False
2013-10-26,67,False
2013-10-27,76,False
2013-10-28,75,False
2013-10-29,75,False
2013-10-30,68,False
2013-10-31,75,False
2013-11-01,84,False
2013-11-02,71,False
2013-11-03,67,False
2013-11-04,82,False
2013-11-05,79,False
2013-11-06,82,False
2013-11-07,74,False
2013-11-08,75,False
2013-11-09,75,False
2013-11-10,66,False
2013-11-11,75,False
2013-11-12,87,False
2013-11-13,73,False
2013-11-14,71,False
2013-11-15,72,False
2013-11-16,78,False
2013-11-17,71,False
2013-11-18,80,False
2013-11-19,69,False
2013-11-20,79,False
2013-11-21,80,False
2013-11-22,77,False
2013-11-23,80,False
2013-11-24,75,False
2013-11-25,78,False
2013-11-26,79,False
2013-11-27,75,False
2013-11-28,81,False
2013-11-29,96,False
2013-11-30,83,False
2013-12-01,77,False
2013-12-02,85,False
2013-12-03,74,False
2013-12-04,73,False
2013-12-05,76,False
2013-12-06,64,False
2013-12-07,84,False
2013-12-08,75,False
2013-12-09,80,False
2013-12-10,70,False
2013-12-11,80,False
2013-12-12,78,False
2013-12-13,72,False
2013-12-14,73,False
2013-12-15,77,False
2013-12-16,81,False
2013-12-17,81,False
2013-12-18,82,False
2013-12-19,70,False
2013-12-20,72,False
2013-12-21,80,False
2013-12-22,68,False
2013-12-23,77,False
2013-12-24,79,False
2013-12-25,74,False
2013-12-26,97,False
2013-12-27,96,False
2013-12-28,100,False
2013-12-29,96,False
2013-12-30,84,False
2013-12-31,78,False
2014-01-01,75,False
2014-01-02,84,False
2014-01-03,87,False
2014-01-04,95,False
2014-01-05,83,False
2014-01-06,81,False
2014-01-07,76,False
2014-01-08,78,False
2014-01-09,78,False
2014-01-10,73,False
2014-01-11,76,False
2014-01-12,76,False
2014-01-13,75,False
2014-01-14,75,False
2014-01-15,77,False
2014-01-16,71,False
2014-01-17,72,False
2014-01-18,75,False
2014-01-19,72,False
2014-01-20,77,False
2014-01-21,74,False
2014-01-22,77,False
2014-01-23,73,False
2014-01-24,70,False
2014-01-25,69,False
2014-01-26,76,False
2014-01-27,76,False
2014-01-28,70,False
2014-01-29,69,False
2014-01-30,77,False
2014-01-31,70,False
2014-02-01,70,False
2014-02-02,74,False
2014-02-03,65,False
2014-02-04,70,False
2014-02-05,73,False
2014-02-06,66,False
2014-02-07,65,False
2014-02-08,67,False
2014-02-09,65,False
2014-02-10,66,False
2014-02-11,68,False
2014-02-12,67,False
2014-02-13,64,False
2014-02-14,62,False
2014-02-15,69,False
2014-02-16,60,False
2014-02-17,66,False
2014-02-18,67,False
2014-02-19,65,False
