date,Western Digital,isPartial
2017-01-19,76,False
2017-01-20,81,False
2017-01-21,59,False
2017-01-22,78,False
2017-01-23,97,False
2017-01-24,75,False
2017-01-25,92,False
2017-01-26,82,False
2017-01-27,80,False
2017-01-28,71,False
2017-01-29,67,False
2017-01-30,79,False
2017-01-31,80,False
2017-02-01,83,False
2017-02-02,71,False
2017-02-03,82,False
2017-02-04,67,False
2017-02-05,72,False
2017-02-06,87,False
2017-02-07,89,False
2017-02-08,100,False
2017-02-09,75,False
2017-02-10,70,False
2017-02-11,74,False
2017-02-12,71,False
2017-02-13,89,False
2017-02-14,77,False
2017-02-15,85,False
2017-02-16,81,False
2017-02-17,65,False
2017-02-18,61,False
2017-02-19,67,False
2017-02-20,75,False
2017-02-21,82,False
2017-02-22,76,False
2017-02-23,76,False
2017-02-24,89,False
2017-02-25,64,False
2017-02-26,63,False
2017-02-27,65,False
2017-02-28,81,False
2017-03-01,65,False
2017-03-02,87,False
2017-03-03,74,False
2017-03-04,67,False
2017-03-05,66,False
2017-03-06,77,False
2017-03-07,77,False
2017-03-08,76,False
2017-03-09,72,False
2017-03-10,69,False
2017-03-11,76,False
2017-03-12,68,False
2017-03-13,84,False
2017-03-14,85,False
2017-03-15,62,False
2017-03-16,73,False
2017-03-17,83,False
2017-03-18,80,False
2017-03-19,60,False
2017-03-20,70,False
2017-03-21,69,False
2017-03-22,71,False
2017-03-23,68,False
2017-03-24,65,False
2017-03-25,56,False
2017-03-26,76,False
2017-03-27,78,False
2017-03-28,67,False
2017-03-29,82,False
2017-03-30,74,False
2017-03-31,66,False
2017-04-01,55,False
2017-04-02,75,False
2017-04-03,85,False
2017-04-04,82,False
2017-04-05,80,False
2017-04-06,79,False
2017-04-07,63,False
2017-04-08,52,False
2017-04-09,54,False
2017-04-10,60,False
2017-04-11,73,False
2017-04-12,66,False
2017-04-13,84,False
2017-04-14,72,False
2017-04-15,52,False
2017-04-16,57,False
2017-04-17,68,False
2017-04-18,76,False
2017-04-19,77,False
2017-04-20,78,False
2017-04-21,70,False
2017-04-22,63,False
2017-04-23,54,False
2017-04-24,85,False
2017-04-25,81,False
2017-04-26,70,False
2017-04-27,77,False
2017-04-28,75,False
2017-04-29,64,False
2017-04-30,54,False
2017-05-01,82,False
2017-05-02,72,False
2017-05-03,75,False
2017-05-04,77,False
2017-05-05,70,False
2017-05-06,52,False
2017-05-07,51,False
2017-05-08,66,False
2017-05-09,83,False
2017-05-10,68,False
2017-05-11,77,False
2017-05-12,78,False
2017-05-13,79,False
2017-05-14,56,False
2017-05-15,77,False
2017-05-16,74,False
2017-05-17,70,False
2017-05-18,71,False
2017-05-19,69,False
2017-05-20,56,False
2017-05-21,54,False
2017-05-22,72,False
2017-05-23,67,False
2017-05-24,69,False
2017-05-25,66,False
2017-05-26,63,False
2017-05-27,58,False
2017-05-28,50,False
2017-05-29,70,False
2017-05-30,70,False
2017-05-31,71,False
2017-06-01,62,False
2017-06-02,61,False
2017-06-03,57,False
2017-06-04,64,False
2017-06-05,60,False
2017-06-06,69,False
2017-06-07,67,False
2017-06-08,66,False
2017-06-09,60,False
2017-06-10,56,False
2017-06-11,57,False
2017-06-12,78,False
2017-06-13,78,False
2017-06-14,68,False
2017-06-15,75,False
2017-06-16,68,False
2017-06-17,61,False
2017-06-18,58,False
2017-06-19,65,False
2017-06-20,54,False
2017-06-21,62,False
2017-06-22,72,False
2017-06-23,61,False
2017-06-24,65,False
2017-06-25,39,False
2017-06-26,65,False
2017-06-27,70,False
2017-06-28,84,False
2017-06-29,83,False
2017-06-30,73,False
2017-07-01,62,False
2017-07-02,44,False
2017-07-03,68,False
2017-07-04,78,False
2017-07-05,58,False
2017-07-06,66,False
2017-07-07,74,False
2017-07-08,68,False
2017-07-09,59,False
2017-07-10,77,False
2017-07-11,63,False
2017-07-12,78,False
2017-07-13,58,False
2017-07-14,67,False
2017-07-15,55,False
2017-07-16,48,False
2017-07-17,62,False
2017-07-18,70,False
2017-07-19,76,False
2017-07-20,72,False
2017-07-21,72,False
2017-07-22,54,False
2017-07-23,58,False
2017-07-24,66,False
2017-07-25,83,False
2017-07-26,83,False
2017-07-27,89,False
2017-07-28,71,False
2017-07-29,52,False
2017-07-30,54,False
2017-07-31,82,False
2017-08-01,85,False
2017-08-02,78,False
2017-08-03,89,False
2017-08-04,69,False
2017-08-05,64,False
2017-08-06,77,False
2017-08-07,52,False
2017-08-08,85,False
2017-08-09,60,False
2017-08-10,74,False
2017-08-11,69,False
2017-08-12,65,False
2017-08-13,50,False
2017-08-14,76,False
2017-08-15,69,False
2017-08-16,71,False
2017-08-17,74,False
2017-08-18,69,False
2017-08-19,51,False
2017-08-20,49,False
2017-08-21,67,False
2017-08-22,74,False
2017-08-23,77,False
2017-08-24,65,False
2017-08-25,62,False
2017-08-26,57,False
2017-08-27,56,False
2017-08-28,81,False
2017-08-29,85,False
