date,NetEase,isPartial
2017-10-06,15,False
2017-10-07,6,False
2017-10-08,6,False
2017-10-09,12,False
2017-10-10,7,False
2017-10-11,12,False
2017-10-12,22,False
2017-10-13,30,False
2017-10-14,0,False
2017-10-15,17,False
2017-10-16,12,False
2017-10-17,19,False
2017-10-18,10,False
2017-10-19,20,False
2017-10-20,28,False
2017-10-21,6,False
2017-10-22,22,False
2017-10-23,19,False
2017-10-24,19,False
2017-10-25,7,False
2017-10-26,10,False
2017-10-27,15,False
2017-10-28,17,False
2017-10-29,5,False
2017-10-30,14,False
2017-10-31,15,False
2017-11-01,22,False
2017-11-02,24,False
2017-11-03,25,False
2017-11-04,11,False
2017-11-05,13,False
2017-11-06,45,False
2017-11-07,26,False
2017-11-08,21,False
2017-11-09,24,False
2017-11-10,30,False
2017-11-11,8,False
2017-11-12,16,False
2017-11-13,9,False
2017-11-14,33,False
2017-11-15,33,False
2017-11-16,40,False
2017-11-17,34,False
2017-11-18,19,False
2017-11-19,13,False
2017-11-20,40,False
2017-11-21,31,False
2017-11-22,21,False
2017-11-23,29,False
2017-11-24,27,False
2017-11-25,24,False
2017-11-26,19,False
2017-11-27,23,False
2017-11-28,35,False
2017-11-29,33,False
2017-11-30,33,False
2017-12-01,20,False
2017-12-02,11,False
2017-12-03,19,False
2017-12-04,19,False
2017-12-05,26,False
2017-12-06,29,False
2017-12-07,24,False
2017-12-08,30,False
2017-12-09,19,False
2017-12-10,35,False
2017-12-11,47,False
2017-12-12,16,False
2017-12-13,42,False
2017-12-14,39,False
2017-12-15,22,False
2017-12-16,27,False
2017-12-17,33,False
2017-12-18,36,False
2017-12-19,29,False
2017-12-20,25,False
2017-12-21,41,False
2017-12-22,21,False
2017-12-23,20,False
2017-12-24,6,False
2017-12-25,9,False
2017-12-26,21,False
2017-12-27,8,False
2017-12-28,18,False
2017-12-29,16,False
2017-12-30,31,False
2017-12-31,30,False
2018-01-01,27,False
2018-01-02,34,False
2018-01-03,26,False
2018-01-04,36,False
2018-01-05,41,False
2018-01-06,24,False
2018-01-07,26,False
2018-01-08,23,False
2018-01-09,14,False
2018-01-10,16,False
2018-01-11,35,False
2018-01-12,43,False
2018-01-13,13,False
2018-01-14,34,False
2018-01-15,19,False
2018-01-16,34,False
2018-01-17,34,False
2018-01-18,37,False
2018-01-19,45,False
2018-01-20,21,False
2018-01-21,26,False
2018-01-22,27,False
2018-01-23,39,False
2018-01-24,30,False
2018-01-25,32,False
2018-01-26,28,False
2018-01-27,29,False
2018-01-28,21,False
2018-01-29,41,False
2018-01-30,27,False
2018-01-31,30,False
2018-02-01,21,False
2018-02-02,23,False
2018-02-03,37,False
2018-02-04,15,False
2018-02-05,21,False
2018-02-06,16,False
2018-02-07,36,False
2018-02-08,69,False
2018-02-09,29,False
2018-02-10,37,False
2018-02-11,18,False
2018-02-12,19,False
2018-02-13,33,False
2018-02-14,33,False
2018-02-15,31,False
2018-02-16,17,False
2018-02-17,13,False
2018-02-18,16,False
2018-02-19,23,False
2018-02-20,23,False
2018-02-21,18,False
2018-02-22,16,False
2018-02-23,31,False
2018-02-24,26,False
2018-02-25,18,False
2018-02-26,18,False
2018-02-27,18,False
2018-02-28,33,False
2018-03-01,36,False
2018-03-02,30,False
2018-03-03,10,False
2018-03-04,15,False
2018-03-05,24,False
2018-03-06,33,False
2018-03-07,36,False
2018-03-08,39,False
2018-03-09,43,False
2018-03-10,57,False
2018-03-11,46,False
2018-03-12,51,False
2018-03-13,79,False
2018-03-14,47,False
2018-03-15,30,False
2018-03-16,38,False
2018-03-17,23,False
2018-03-18,25,False
2018-03-19,18,False
2018-03-20,20,False
2018-03-21,30,False
2018-03-22,46,False
2018-03-23,26,False
2018-03-24,32,False
2018-03-25,26,False
2018-03-26,28,False
2018-03-27,32,False
2018-03-28,38,False
2018-03-29,24,False
2018-03-30,26,False
2018-03-31,24,False
2018-04-01,30,False
2018-04-02,17,False
2018-04-03,34,False
2018-04-04,40,False
2018-04-05,23,False
2018-04-06,75,False
2018-04-07,80,False
2018-04-08,42,False
2018-04-09,45,False
2018-04-10,40,False
2018-04-11,43,False
2018-04-12,30,False
2018-04-13,38,False
2018-04-14,27,False
2018-04-15,16,False
2018-04-16,29,False
2018-04-17,25,False
2018-04-18,32,False
2018-04-19,26,False
2018-04-20,29,False
2018-04-21,19,False
2018-04-22,21,False
2018-04-23,16,False
2018-04-24,25,False
2018-04-25,32,False
2018-04-26,28,False
2018-04-27,15,False
2018-04-28,27,False
2018-04-29,27,False
2018-04-30,31,False
2018-05-01,17,False
2018-05-02,23,False
2018-05-03,30,False
2018-05-04,19,False
2018-05-05,29,False
2018-05-06,16,False
2018-05-07,25,False
2018-05-08,18,False
2018-05-09,25,False
2018-05-10,28,False
2018-05-11,38,False
2018-05-12,24,False
2018-05-13,24,False
2018-05-14,34,False
2018-05-15,23,False
2018-05-16,60,False
2018-05-17,49,False
2018-05-18,26,False
2018-05-19,24,False
2018-05-20,35,False
