date,Cisco,isPartial
2017-05-29,63,False
2017-05-30,78,False
2017-05-31,86,False
2017-06-01,88,False
2017-06-02,79,False
2017-06-03,33,False
2017-06-04,29,False
2017-06-05,76,False
2017-06-06,85,False
2017-06-07,89,False
2017-06-08,87,False
2017-06-09,75,False
2017-06-10,34,False
2017-06-11,29,False
2017-06-12,84,False
2017-06-13,86,False
2017-06-14,84,False
2017-06-15,79,False
2017-06-16,74,False
2017-06-17,30,False
2017-06-18,31,False
2017-06-19,82,False
2017-06-20,87,False
2017-06-21,84,False
2017-06-22,86,False
2017-06-23,74,False
2017-06-24,33,False
2017-06-25,30,False
2017-06-26,77,False
2017-06-27,87,False
2017-06-28,83,False
2017-06-29,79,False
2017-06-30,69,False
2017-07-01,30,False
2017-07-02,30,False
2017-07-03,69,False
2017-07-04,71,False
2017-07-05,82,False
2017-07-06,82,False
2017-07-07,74,False
2017-07-08,31,False
2017-07-09,34,False
2017-07-10,78,False
2017-07-11,81,False
2017-07-12,84,False
2017-07-13,84,False
2017-07-14,75,False
2017-07-15,32,False
2017-07-16,29,False
2017-07-17,78,False
2017-07-18,86,False
2017-07-19,87,False
2017-07-20,82,False
2017-07-21,71,False
2017-07-22,33,False
2017-07-23,31,False
2017-07-24,79,False
2017-07-25,88,False
2017-07-26,85,False
2017-07-27,85,False
2017-07-28,70,False
2017-07-29,33,False
2017-07-30,29,False
2017-07-31,78,False
2017-08-01,79,False
2017-08-02,83,False
2017-08-03,80,False
2017-08-04,72,False
2017-08-05,33,False
2017-08-06,31,False
2017-08-07,77,False
2017-08-08,86,False
2017-08-09,85,False
2017-08-10,84,False
2017-08-11,68,False
2017-08-12,33,False
2017-08-13,26,False
2017-08-14,71,False
2017-08-15,80,False
2017-08-16,86,False
2017-08-17,90,False
2017-08-18,70,False
2017-08-19,33,False
2017-08-20,29,False
2017-08-21,75,False
2017-08-22,81,False
2017-08-23,78,False
2017-08-24,82,False
2017-08-25,72,False
2017-08-26,29,False
2017-08-27,30,False
2017-08-28,74,False
2017-08-29,87,False
2017-08-30,81,False
2017-08-31,78,False
2017-09-01,72,False
2017-09-02,29,False
2017-09-03,31,False
2017-09-04,62,False
2017-09-05,81,False
2017-09-06,86,False
2017-09-07,82,False
2017-09-08,72,False
2017-09-09,30,False
2017-09-10,30,False
2017-09-11,81,False
2017-09-12,86,False
2017-09-13,87,False
2017-09-14,87,False
2017-09-15,79,False
2017-09-16,32,False
2017-09-17,32,False
2017-09-18,78,False
2017-09-19,84,False
2017-09-20,89,False
2017-09-21,83,False
2017-09-22,80,False
2017-09-23,35,False
2017-09-24,31,False
2017-09-25,82,False
2017-09-26,86,False
2017-09-27,87,False
2017-09-28,87,False
2017-09-29,72,False
2017-09-30,32,False
2017-10-01,31,False
2017-10-02,77,False
2017-10-03,82,False
2017-10-04,88,False
2017-10-05,83,False
2017-10-06,76,False
2017-10-07,37,False
2017-10-08,39,False
2017-10-09,77,False
2017-10-10,89,False
2017-10-11,92,False
2017-10-12,93,False
2017-10-13,77,False
2017-10-14,32,False
2017-10-15,33,False
2017-10-16,91,False
2017-10-17,100,False
2017-10-18,93,False
2017-10-19,89,False
2017-10-20,82,False
2017-10-21,41,False
2017-10-22,37,False
2017-10-23,92,False
2017-10-24,94,False
2017-10-25,94,False
2017-10-26,92,False
2017-10-27,83,False
2017-10-28,39,False
2017-10-29,38,False
2017-10-30,87,False
2017-10-31,86,False
2017-11-01,83,False
2017-11-02,90,False
2017-11-03,74,False
2017-11-04,33,False
2017-11-05,34,False
2017-11-06,79,False
2017-11-07,92,False
2017-11-08,85,False
2017-11-09,92,False
2017-11-10,79,False
2017-11-11,39,False
2017-11-12,35,False
2017-11-13,82,False
2017-11-14,90,False
2017-11-15,88,False
2017-11-16,95,False
2017-11-17,78,False
2017-11-18,35,False
2017-11-19,33,False
2017-11-20,85,False
2017-11-21,88,False
2017-11-22,83,False
2017-11-23,70,False
2017-11-24,58,False
2017-11-25,33,False
2017-11-26,32,False
2017-11-27,78,False
2017-11-28,88,False
2017-11-29,86,False
2017-11-30,86,False
2017-12-01,70,False
2017-12-02,32,False
2017-12-03,34,False
2017-12-04,80,False
2017-12-05,89,False
2017-12-06,88,False
2017-12-07,97,False
2017-12-08,69,False
2017-12-09,33,False
2017-12-10,32,False
2017-12-11,79,False
2017-12-12,82,False
2017-12-13,85,False
2017-12-14,81,False
2017-12-15,70,False
2017-12-16,32,False
2017-12-17,29,False
2017-12-18,78,False
2017-12-19,81,False
2017-12-20,74,False
2017-12-21,73,False
2017-12-22,54,False
2017-12-23,26,False
2017-12-24,25,False
2017-12-25,33,False
2017-12-26,44,False
2017-12-27,51,False
2017-12-28,53,False
2017-12-29,43,False
2017-12-30,25,False
2017-12-31,23,False
2018-01-01,27,False
2018-01-02,59,False
2018-01-03,71,False
2018-01-04,76,False
2018-01-05,66,False
2018-01-06,29,False
2018-01-07,32,False
2018-01-08,76,False
2018-01-09,81,False
2018-01-10,83,False
2018-01-11,85,False
2018-01-12,74,False
2018-01-13,30,False
2018-01-14,29,False
2018-01-15,70,False
2018-01-16,84,False
2018-01-17,80,False
2018-01-18,86,False
2018-01-19,78,False
2018-01-20,34,False
2018-01-21,31,False
2018-01-22,82,False
2018-01-23,88,False
2018-01-24,84,False
2018-01-25,86,False
2018-01-26,77,False
2018-01-27,32,False
2018-01-28,30,False
2018-01-29,77,False
2018-01-30,94,False
2018-01-31,86,False
2018-02-01,90,False
2018-02-02,79,False
2018-02-03,36,False
2018-02-04,34,False
2018-02-05,80,False
2018-02-06,95,False
2018-02-07,86,False
2018-02-08,90,False
2018-02-09,75,False
2018-02-10,32,False
2018-02-11,31,False
2018-02-12,82,False
2018-02-13,87,False
