date,Cisco,isPartial
2015-08-18,97,False
2015-08-19,88,False
2015-08-20,84,False
2015-08-21,80,False
2015-08-22,37,False
2015-08-23,34,False
2015-08-24,84,False
2015-08-25,85,False
2015-08-26,82,False
2015-08-27,88,False
2015-08-28,76,False
2015-08-29,39,False
2015-08-30,37,False
2015-08-31,79,False
2015-09-01,87,False
2015-09-02,88,False
2015-09-03,88,False
2015-09-04,76,False
2015-09-05,38,False
2015-09-06,36,False
2015-09-07,64,False
2015-09-08,88,False
2015-09-09,92,False
2015-09-10,90,False
2015-09-11,78,False
2015-09-12,38,False
2015-09-13,35,False
2015-09-14,85,False
2015-09-15,94,False
2015-09-16,91,False
2015-09-17,89,False
2015-09-18,81,False
2015-09-19,38,False
2015-09-20,37,False
2015-09-21,86,False
2015-09-22,85,False
2015-09-23,89,False
2015-09-24,86,False
2015-09-25,76,False
2015-09-26,37,False
2015-09-27,34,False
2015-09-28,80,False
2015-09-29,88,False
2015-09-30,88,False
2015-10-01,86,False
2015-10-02,78,False
2015-10-03,37,False
2015-10-04,33,False
2015-10-05,84,False
2015-10-06,94,False
2015-10-07,92,False
2015-10-08,91,False
2015-10-09,80,False
2015-10-10,41,False
2015-10-11,39,False
2015-10-12,85,False
2015-10-13,91,False
2015-10-14,100,False
2015-10-15,96,False
2015-10-16,82,False
2015-10-17,41,False
2015-10-18,39,False
2015-10-19,87,False
2015-10-20,93,False
2015-10-21,90,False
2015-10-22,86,False
2015-10-23,83,False
2015-10-24,38,False
2015-10-25,39,False
2015-10-26,87,False
2015-10-27,92,False
2015-10-28,91,False
2015-10-29,91,False
2015-10-30,83,False
2015-10-31,38,False
2015-11-01,37,False
2015-11-02,87,False
2015-11-03,91,False
2015-11-04,89,False
2015-11-05,92,False
2015-11-06,79,False
2015-11-07,42,False
2015-11-08,37,False
2015-11-09,87,False
2015-11-10,88,False
2015-11-11,83,False
2015-11-12,85,False
2015-11-13,80,False
2015-11-14,38,False
2015-11-15,36,False
2015-11-16,83,False
2015-11-17,91,False
2015-11-18,93,False
2015-11-19,89,False
2015-11-20,85,False
2015-11-21,37,False
2015-11-22,38,False
2015-11-23,80,False
2015-11-24,89,False
2015-11-25,83,False
2015-11-26,69,False
2015-11-27,63,False
2015-11-28,33,False
2015-11-29,35,False
2015-11-30,77,False
2015-12-01,86,False
2015-12-02,87,False
2015-12-03,88,False
2015-12-04,73,False
2015-12-05,39,False
2015-12-06,38,False
2015-12-07,79,False
2015-12-08,87,False
2015-12-09,89,False
2015-12-10,89,False
2015-12-11,79,False
2015-12-12,37,False
2015-12-13,38,False
2015-12-14,82,False
2015-12-15,87,False
2015-12-16,82,False
2015-12-17,83,False
2015-12-18,69,False
2015-12-19,35,False
2015-12-20,32,False
2015-12-21,73,False
2015-12-22,72,False
2015-12-23,67,False
2015-12-24,46,False
2015-12-25,28,False
2015-12-26,29,False
2015-12-27,28,False
2015-12-28,54,False
2015-12-29,57,False
2015-12-30,56,False
2015-12-31,41,False
2016-01-01,24,False
2016-01-02,26,False
2016-01-03,27,False
2016-01-04,64,False
2016-01-05,77,False
2016-01-06,74,False
2016-01-07,77,False
2016-01-08,70,False
2016-01-09,33,False
2016-01-10,31,False
2016-01-11,71,False
2016-01-12,82,False
2016-01-13,79,False
2016-01-14,80,False
2016-01-15,68,False
2016-01-16,34,False
2016-01-17,30,False
2016-01-18,72,False
2016-01-19,87,False
2016-01-20,88,False
2016-01-21,82,False
2016-01-22,77,False
2016-01-23,33,False
2016-01-24,34,False
2016-01-25,78,False
2016-01-26,82,False
2016-01-27,88,False
2016-01-28,88,False
2016-01-29,79,False
2016-01-30,36,False
2016-01-31,33,False
2016-02-01,81,False
2016-02-02,86,False
2016-02-03,90,False
2016-02-04,89,False
2016-02-05,73,False
2016-02-06,37,False
2016-02-07,37,False
2016-02-08,77,False
2016-02-09,86,False
2016-02-10,84,False
2016-02-11,87,False
2016-02-12,80,False
2016-02-13,36,False
2016-02-14,35,False
2016-02-15,75,False
2016-02-16,84,False
2016-02-17,89,False
2016-02-18,85,False
2016-02-19,73,False
2016-02-20,41,False
2016-02-21,38,False
2016-02-22,83,False
2016-02-23,86,False
2016-02-24,88,False
2016-02-25,86,False
2016-02-26,77,False
2016-02-27,38,False
2016-02-28,34,False
2016-02-29,79,False
2016-03-01,90,False
2016-03-02,89,False
2016-03-03,89,False
2016-03-04,76,False
2016-03-05,35,False
2016-03-06,35,False
2016-03-07,81,False
2016-03-08,83,False
2016-03-09,87,False
2016-03-10,86,False
2016-03-11,76,False
2016-03-12,34,False
2016-03-13,35,False
2016-03-14,80,False
2016-03-15,81,False
2016-03-16,88,False
2016-03-17,82,False
2016-03-18,75,False
2016-03-19,37,False
2016-03-20,35,False
2016-03-21,75,False
2016-03-22,86,False
2016-03-23,81,False
2016-03-24,73,False
2016-03-25,54,False
2016-03-26,30,False
2016-03-27,30,False
2016-03-28,64,False
2016-03-29,80,False
2016-03-30,77,False
2016-03-31,81,False
2016-04-01,73,False
2016-04-02,33,False
2016-04-03,35,False
2016-04-04,74,False
2016-04-05,82,False
2016-04-06,85,False
2016-04-07,85,False
2016-04-08,68,False
2016-04-09,33,False
2016-04-10,34,False
2016-04-11,87,False
2016-04-12,86,False
2016-04-13,83,False
2016-04-14,83,False
2016-04-15,74,False
2016-04-16,35,False
2016-04-17,32,False
2016-04-18,81,False
2016-04-19,85,False
2016-04-20,83,False
2016-04-21,83,False
2016-04-22,76,False
2016-04-23,32,False
2016-04-24,32,False
2016-04-25,75,False
2016-04-26,83,False
2016-04-27,81,False
2016-04-28,85,False
2016-04-29,69,False
2016-04-30,31,False
2016-05-01,30,False
2016-05-02,68,False
2016-05-03,75,False
2016-05-04,79,False
