date,Cisco,isPartial
2015-12-26,27,False
2015-12-27,28,False
2015-12-28,54,False
2015-12-29,57,False
2015-12-30,51,False
2015-12-31,40,False
2016-01-01,24,False
2016-01-02,29,False
2016-01-03,27,False
2016-01-04,63,False
2016-01-05,77,False
2016-01-06,71,False
2016-01-07,74,False
2016-01-08,69,False
2016-01-09,32,False
2016-01-10,30,False
2016-01-11,72,False
2016-01-12,78,False
2016-01-13,81,False
2016-01-14,76,False
2016-01-15,67,False
2016-01-16,33,False
2016-01-17,32,False
2016-01-18,72,False
2016-01-19,83,False
2016-01-20,79,False
2016-01-21,83,False
2016-01-22,68,False
2016-01-23,35,False
2016-01-24,32,False
2016-01-25,74,False
2016-01-26,77,False
2016-01-27,83,False
2016-01-28,88,False
2016-01-29,71,False
2016-01-30,36,False
2016-01-31,32,False
2016-02-01,78,False
2016-02-02,87,False
2016-02-03,83,False
2016-02-04,86,False
2016-02-05,74,False
2016-02-06,34,False
2016-02-07,33,False
2016-02-08,80,False
2016-02-09,83,False
2016-02-10,86,False
2016-02-11,84,False
2016-02-12,79,False
2016-02-13,32,False
2016-02-14,33,False
2016-02-15,73,False
2016-02-16,81,False
2016-02-17,86,False
2016-02-18,82,False
2016-02-19,75,False
2016-02-20,36,False
2016-02-21,36,False
2016-02-22,79,False
2016-02-23,82,False
2016-02-24,83,False
2016-02-25,83,False
2016-02-26,74,False
2016-02-27,38,False
2016-02-28,34,False
2016-02-29,76,False
2016-03-01,81,False
2016-03-02,86,False
2016-03-03,84,False
2016-03-04,74,False
2016-03-05,36,False
2016-03-06,32,False
2016-03-07,78,False
2016-03-08,83,False
2016-03-09,83,False
2016-03-10,79,False
2016-03-11,75,False
2016-03-12,36,False
2016-03-13,34,False
2016-03-14,76,False
2016-03-15,87,False
2016-03-16,84,False
2016-03-17,83,False
2016-03-18,75,False
2016-03-19,32,False
2016-03-20,31,False
2016-03-21,73,False
2016-03-22,82,False
2016-03-23,76,False
2016-03-24,72,False
2016-03-25,51,False
2016-03-26,32,False
2016-03-27,30,False
2016-03-28,62,False
2016-03-29,76,False
2016-03-30,80,False
2016-03-31,77,False
2016-04-01,68,False
2016-04-02,28,False
2016-04-03,35,False
2016-04-04,75,False
2016-04-05,82,False
2016-04-06,81,False
2016-04-07,80,False
2016-04-08,71,False
2016-04-09,31,False
2016-04-10,32,False
2016-04-11,79,False
2016-04-12,76,False
2016-04-13,78,False
2016-04-14,81,False
2016-04-15,69,False
2016-04-16,33,False
2016-04-17,32,False
2016-04-18,76,False
2016-04-19,79,False
2016-04-20,85,False
2016-04-21,79,False
2016-04-22,72,False
2016-04-23,35,False
2016-04-24,32,False
2016-04-25,75,False
2016-04-26,82,False
2016-04-27,81,False
2016-04-28,81,False
2016-04-29,67,False
2016-04-30,31,False
2016-05-01,30,False
2016-05-02,64,False
2016-05-03,77,False
2016-05-04,83,False
2016-05-05,74,False
2016-05-06,68,False
2016-05-07,29,False
2016-05-08,30,False
2016-05-09,74,False
2016-05-10,79,False
2016-05-11,86,False
2016-05-12,83,False
2016-05-13,69,False
2016-05-14,33,False
2016-05-15,32,False
2016-05-16,68,False
2016-05-17,83,False
2016-05-18,83,False
2016-05-19,80,False
2016-05-20,71,False
2016-05-21,31,False
2016-05-22,31,False
2016-05-23,76,False
2016-05-24,81,False
2016-05-25,78,False
2016-05-26,78,False
2016-05-27,66,False
2016-05-28,29,False
2016-05-29,28,False
2016-05-30,60,False
2016-05-31,76,False
2016-06-01,78,False
2016-06-02,77,False
2016-06-03,76,False
2016-06-04,33,False
2016-06-05,30,False
2016-06-06,72,False
2016-06-07,85,False
2016-06-08,80,False
2016-06-09,76,False
2016-06-10,68,False
2016-06-11,31,False
2016-06-12,29,False
2016-06-13,73,False
2016-06-14,75,False
2016-06-15,79,False
2016-06-16,73,False
2016-06-17,66,False
2016-06-18,31,False
2016-06-19,28,False
2016-06-20,71,False
2016-06-21,78,False
2016-06-22,76,False
2016-06-23,76,False
2016-06-24,67,False
2016-06-25,31,False
2016-06-26,29,False
2016-06-27,73,False
2016-06-28,77,False
2016-06-29,77,False
2016-06-30,74,False
2016-07-01,64,False
2016-07-02,29,False
2016-07-03,25,False
2016-07-04,56,False
2016-07-05,68,False
2016-07-06,68,False
2016-07-07,71,False
2016-07-08,67,False
2016-07-09,28,False
2016-07-10,28,False
2016-07-11,74,False
2016-07-12,78,False
2016-07-13,77,False
2016-07-14,76,False
2016-07-15,65,False
2016-07-16,29,False
2016-07-17,30,False
2016-07-18,72,False
2016-07-19,71,False
2016-07-20,78,False
2016-07-21,77,False
2016-07-22,67,False
2016-07-23,32,False
2016-07-24,28,False
2016-07-25,71,False
2016-07-26,76,False
2016-07-27,74,False
2016-07-28,73,False
2016-07-29,65,False
2016-07-30,28,False
2016-07-31,29,False
2016-08-01,64,False
2016-08-02,75,False
2016-08-03,74,False
2016-08-04,72,False
2016-08-05,65,False
2016-08-06,30,False
2016-08-07,26,False
2016-08-08,70,False
2016-08-09,74,False
2016-08-10,73,False
2016-08-11,73,False
2016-08-12,60,False
