date,Alexion,isPartial
2011-05-11,48,False
2011-05-12,0,False
2011-05-13,10,False
2011-05-14,24,False
2011-05-15,23,False
2011-05-16,55,False
2011-05-17,57,False
2011-05-18,56,False
2011-05-19,29,False
2011-05-20,20,False
2011-05-21,12,False
2011-05-22,12,False
2011-05-23,9,False
2011-05-24,75,False
2011-05-25,19,False
2011-05-26,29,False
2011-05-27,20,False
2011-05-28,86,False
2011-05-29,12,False
2011-05-30,100,False
2011-05-31,95,False
2011-06-01,57,False
2011-06-02,50,False
2011-06-03,30,False
2011-06-04,50,False
2011-06-05,24,False
2011-06-06,57,False
2011-06-07,19,False
2011-06-08,28,False
2011-06-09,48,False
2011-06-10,40,False
2011-06-11,0,False
2011-06-12,0,False
2011-06-13,58,False
2011-06-14,37,False
2011-06-15,47,False
2011-06-16,10,False
2011-06-17,20,False
2011-06-18,24,False
2011-06-19,0,False
2011-06-20,28,False
2011-06-21,19,False
2011-06-22,48,False
2011-06-23,20,False
2011-06-24,31,False
2011-06-25,0,False
2011-06-26,0,False
2011-06-27,29,False
2011-06-28,38,False
2011-06-29,67,False
2011-06-30,38,False
2011-07-01,20,False
2011-07-02,0,False
2011-07-03,0,False
2011-07-04,40,False
2011-07-05,38,False
2011-07-06,48,False
2011-07-07,19,False
2011-07-08,30,False
2011-07-09,0,False
2011-07-10,0,False
2011-07-11,9,False
2011-07-12,9,False
2011-07-13,0,False
2011-07-14,40,False
2011-07-15,31,False
2011-07-16,0,False
2011-07-17,49,False
2011-07-18,48,False
2011-07-19,28,False
2011-07-20,29,False
2011-07-21,39,False
2011-07-22,20,False
2011-07-23,12,False
2011-07-24,0,False
2011-07-25,9,False
2011-07-26,28,False
2011-07-27,10,False
2011-07-28,38,False
2011-07-29,10,False
2011-07-30,36,False
2011-07-31,12,False
2011-08-01,10,False
2011-08-02,48,False
2011-08-03,29,False
2011-08-04,39,False
2011-08-05,20,False
2011-08-06,24,False
2011-08-07,12,False
2011-08-08,37,False
2011-08-09,9,False
2011-08-10,9,False
2011-08-11,9,False
2011-08-12,20,False
2011-08-13,12,False
2011-08-14,0,False
2011-08-15,20,False
2011-08-16,38,False
2011-08-17,38,False
2011-08-18,65,False
2011-08-19,20,False
2011-08-20,24,False
2011-08-21,12,False
2011-08-22,28,False
2011-08-23,54,False
2011-08-24,37,False
2011-08-25,27,False
2011-08-26,19,False
2011-08-27,23,False
2011-08-28,23,False
2011-08-29,18,False
2011-08-30,9,False
2011-08-31,37,False
2011-09-01,0,False
2011-09-02,66,False
2011-09-03,0,False
2011-09-04,0,False
2011-09-05,0,False
2011-09-06,17,False
2011-09-07,53,False
2011-09-08,35,False
2011-09-09,19,False
2011-09-10,33,False
2011-09-11,21,False
2011-09-12,26,False
2011-09-13,17,False
2011-09-14,17,False
2011-09-15,36,False
2011-09-16,65,False
2011-09-17,11,False
2011-09-18,32,False
2011-09-19,52,False
2011-09-20,43,False
2011-09-21,26,False
2011-09-22,35,False
2011-09-23,28,False
2011-09-24,11,False
2011-09-25,11,False
2011-09-26,17,False
2011-09-27,43,False
2011-09-28,9,False
2011-09-29,26,False
2011-09-30,55,False
2011-10-01,22,False
2011-10-02,0,False
2011-10-03,35,False
2011-10-04,17,False
2011-10-05,9,False
2011-10-06,35,False
2011-10-07,44,False
2011-10-08,11,False
2011-10-09,0,False
2011-10-10,25,False
2011-10-11,32,False
2011-10-12,25,False
2011-10-13,43,False
2011-10-14,18,False
2011-10-15,0,False
2011-10-16,0,False
2011-10-17,25,False
2011-10-18,25,False
2011-10-19,17,False
2011-10-20,26,False
2011-10-21,18,False
2011-10-22,0,False
2011-10-23,0,False
2011-10-24,8,False
2011-10-25,8,False
2011-10-26,0,False
