date,Alexion,isPartial
2015-08-18,19,False
2015-08-19,53,False
2015-08-20,82,False
2015-08-21,50,False
2015-08-22,40,False
2015-08-23,5,False
2015-08-24,42,False
2015-08-25,99,False
2015-08-26,47,False
2015-08-27,48,False
2015-08-28,35,False
2015-08-29,28,False
2015-08-30,5,False
2015-08-31,41,False
2015-09-01,69,False
2015-09-02,61,False
2015-09-03,52,False
2015-09-04,73,False
2015-09-05,6,False
2015-09-06,22,False
2015-09-07,19,False
2015-09-08,69,False
2015-09-09,41,False
2015-09-10,65,False
2015-09-11,72,False
2015-09-12,21,False
2015-09-13,27,False
2015-09-14,41,False
2015-09-15,37,False
2015-09-16,36,False
2015-09-17,41,False
2015-09-18,29,False
2015-09-19,11,False
2015-09-20,26,False
2015-09-21,45,False
2015-09-22,68,False
2015-09-23,46,False
2015-09-24,85,False
2015-09-25,73,False
2015-09-26,16,False
2015-09-27,60,False
2015-09-28,57,False
2015-09-29,58,False
2015-09-30,100,False
2015-10-01,78,False
2015-10-02,38,False
2015-10-03,16,False
2015-10-04,16,False
2015-10-05,67,False
2015-10-06,45,False
2015-10-07,45,False
2015-10-08,54,False
2015-10-09,37,False
2015-10-10,21,False
2015-10-11,11,False
2015-10-12,41,False
2015-10-13,53,False
2015-10-14,62,False
2015-10-15,41,False
2015-10-16,51,False
2015-10-17,26,False
2015-10-18,26,False
2015-10-19,44,False
2015-10-20,74,False
2015-10-21,58,False
2015-10-22,63,False
2015-10-23,52,False
2015-10-24,16,False
2015-10-25,15,False
2015-10-26,92,False
2015-10-27,44,False
2015-10-28,39,False
2015-10-29,100,False
2015-10-30,33,False
2015-10-31,27,False
2015-11-01,21,False
2015-11-02,50,False
2015-11-03,58,False
2015-11-04,70,False
2015-11-05,71,False
2015-11-06,79,False
2015-11-07,42,False
2015-11-08,31,False
2015-11-09,57,False
2015-11-10,62,False
2015-11-11,37,False
2015-11-12,50,False
2015-11-13,42,False
2015-11-14,5,False
2015-11-15,15,False
2015-11-16,35,False
2015-11-17,57,False
2015-11-18,35,False
2015-11-19,50,False
2015-11-20,47,False
2015-11-21,5,False
2015-11-22,15,False
2015-11-23,49,False
2015-11-24,44,False
2015-11-25,49,False
2015-11-26,37,False
2015-11-27,28,False
2015-11-28,26,False
2015-11-29,31,False
2015-11-30,60,False
2015-12-01,35,False
2015-12-02,27,False
2015-12-03,50,False
2015-12-04,32,False
2015-12-05,27,False
2015-12-06,16,False
2015-12-07,22,False
2015-12-08,68,False
2015-12-09,49,False
2015-12-10,63,False
2015-12-11,42,False
2015-12-12,21,False
2015-12-13,10,False
2015-12-14,35,False
2015-12-15,46,False
2015-12-16,23,False
2015-12-17,52,False
2015-12-18,35,False
2015-12-19,6,False
2015-12-20,16,False
2015-12-21,24,False
2015-12-22,39,False
2015-12-23,36,False
2015-12-24,23,False
2015-12-25,12,False
2015-12-26,17,False
