date,Alexion,isPartial
2013-02-19,24,False
2013-02-20,41,False
2013-02-21,36,False
2013-02-22,28,False
2013-02-23,11,False
2013-02-24,11,False
2013-02-25,12,False
2013-02-26,26,False
2013-02-27,19,False
2013-02-28,27,False
2013-03-01,32,False
2013-03-02,8,False
2013-03-03,14,False
2013-03-04,26,False
2013-03-05,26,False
2013-03-06,50,False
2013-03-07,27,False
2013-03-08,25,False
2013-03-09,14,False
2013-03-10,11,False
2013-03-11,33,False
2013-03-12,19,False
2013-03-13,21,False
2013-03-14,19,False
2013-03-15,15,False
2013-03-16,11,False
2013-03-17,11,False
2013-03-18,28,False
2013-03-19,28,False
2013-03-20,12,False
2013-03-21,17,False
2013-03-22,12,False
2013-03-23,6,False
2013-03-24,8,False
2013-03-25,19,False
2013-03-26,9,False
2013-03-27,41,False
2013-03-28,40,False
2013-03-29,43,False
2013-03-30,6,False
2013-03-31,18,False
2013-04-01,27,False
2013-04-02,37,False
2013-04-03,47,False
2013-04-04,21,False
2013-04-05,29,False
2013-04-06,11,False
2013-04-07,25,False
2013-04-08,23,False
2013-04-09,35,False
2013-04-10,28,False
2013-04-11,31,False
2013-04-12,22,False
2013-04-13,9,False
2013-04-14,17,False
2013-04-15,26,False
2013-04-16,37,False
2013-04-17,24,False
2013-04-18,17,False
2013-04-19,22,False
2013-04-20,23,False
2013-04-21,0,False
2013-04-22,28,False
2013-04-23,28,False
2013-04-24,21,False
2013-04-25,32,False
2013-04-26,47,False
2013-04-27,17,False
2013-04-28,20,False
2013-04-29,35,False
2013-04-30,43,False
2013-05-01,26,False
2013-05-02,36,False
2013-05-03,45,False
2013-05-04,60,False
2013-05-05,17,False
2013-05-06,31,False
2013-05-07,54,False
2013-05-08,21,False
2013-05-09,22,False
2013-05-10,40,False
2013-05-11,9,False
2013-05-12,8,False
2013-05-13,16,False
2013-05-14,30,False
2013-05-15,32,False
2013-05-16,30,False
2013-05-17,27,False
2013-05-18,6,False
2013-05-19,6,False
2013-05-20,14,False
2013-05-21,60,False
2013-05-22,21,False
2013-05-23,38,False
2013-05-24,29,False
2013-05-25,11,False
2013-05-26,20,False
2013-05-27,14,False
2013-05-28,25,False
2013-05-29,37,False
2013-05-30,12,False
2013-05-31,22,False
2013-06-01,11,False
2013-06-02,14,False
2013-06-03,32,False
2013-06-04,18,False
2013-06-05,12,False
2013-06-06,26,False
2013-06-07,19,False
2013-06-08,6,False
2013-06-09,25,False
2013-06-10,9,False
2013-06-11,14,False
2013-06-12,37,False
2013-06-13,23,False
2013-06-14,25,False
2013-06-15,6,False
2013-06-16,0,False
2013-06-17,28,False
2013-06-18,35,False
2013-06-19,33,False
2013-06-20,24,False
2013-06-21,30,False
2013-06-22,15,False
2013-06-23,11,False
2013-06-24,35,False
2013-06-25,35,False
2013-06-26,30,False
2013-06-27,43,False
2013-06-28,27,False
2013-06-29,6,False
2013-06-30,12,False
2013-07-01,38,False
2013-07-02,28,False
2013-07-03,24,False
2013-07-04,10,False
2013-07-05,15,False
2013-07-06,15,False
2013-07-07,9,False
2013-07-08,47,False
2013-07-09,43,False
2013-07-10,24,False
2013-07-11,41,False
2013-07-12,76,False
2013-07-13,56,False
2013-07-14,38,False
2013-07-15,100,False
2013-07-16,69,False
2013-07-17,68,False
2013-07-18,37,False
2013-07-19,30,False
2013-07-20,9,False
2013-07-21,15,False
2013-07-22,24,False
2013-07-23,28,False
2013-07-24,26,False
2013-07-25,49,False
2013-07-26,80,False
2013-07-27,15,False
2013-07-28,9,False
2013-07-29,33,False
2013-07-30,54,False
2013-07-31,47,False
2013-08-01,56,False
2013-08-02,45,False
2013-08-03,15,False
2013-08-04,15,False
2013-08-05,45,False
2013-08-06,33,False
2013-08-07,26,False
2013-08-08,39,False
2013-08-09,30,False
2013-08-10,6,False
2013-08-11,26,False
2013-08-12,31,False
2013-08-13,42,False
2013-08-14,34,False
2013-08-15,50,False
2013-08-16,40,False
2013-08-17,20,False
2013-08-18,8,False
2013-08-19,23,False
2013-08-20,37,False
2013-08-21,33,False
2013-08-22,14,False
2013-08-23,39,False
2013-08-24,14,False
2013-08-25,11,False
2013-08-26,39,False
2013-08-27,29,False
2013-08-28,21,False
2013-08-29,35,False
2013-08-30,14,False
2013-08-31,23,False
2013-09-01,11,False
2013-09-02,21,False
2013-09-03,34,False
2013-09-04,37,False
2013-09-05,37,False
