date,Alexion,isPartial
2017-05-29,13,False
2017-05-30,13,False
2017-05-31,13,False
2017-06-01,8,False
2017-06-02,16,False
2017-06-03,4,False
2017-06-04,7,False
2017-06-05,13,False
2017-06-06,10,False
2017-06-07,14,False
2017-06-08,15,False
2017-06-09,11,False
2017-06-10,6,False
2017-06-11,10,False
2017-06-12,18,False
2017-06-13,14,False
2017-06-14,22,False
2017-06-15,20,False
2017-06-16,7,False
2017-06-17,3,False
2017-06-18,4,False
2017-06-19,20,False
2017-06-20,12,False
2017-06-21,13,False
2017-06-22,18,False
2017-06-23,14,False
2017-06-24,8,False
2017-06-25,5,False
2017-06-26,10,False
2017-06-27,9,False
2017-06-28,11,False
2017-06-29,10,False
2017-06-30,12,False
2017-07-01,4,False
2017-07-02,1,False
2017-07-03,8,False
2017-07-04,6,False
2017-07-05,14,False
2017-07-06,23,False
2017-07-07,9,False
2017-07-08,5,False
2017-07-09,4,False
2017-07-10,11,False
2017-07-11,17,False
2017-07-12,14,False
2017-07-13,14,False
2017-07-14,11,False
2017-07-15,4,False
2017-07-16,3,False
2017-07-17,8,False
2017-07-18,11,False
2017-07-19,10,False
2017-07-20,12,False
2017-07-21,7,False
2017-07-22,9,False
2017-07-23,5,False
2017-07-24,12,False
2017-07-25,13,False
2017-07-26,14,False
2017-07-27,42,False
2017-07-28,15,False
2017-07-29,4,False
2017-07-30,3,False
2017-07-31,9,False
2017-08-01,16,False
2017-08-02,10,False
2017-08-03,10,False
2017-08-04,12,False
2017-08-05,1,False
2017-08-06,2,False
2017-08-07,13,False
2017-08-08,10,False
2017-08-09,11,False
2017-08-10,16,False
2017-08-11,9,False
2017-08-12,3,False
2017-08-13,2,False
2017-08-14,15,False
2017-08-15,17,False
2017-08-16,11,False
2017-08-17,12,False
2017-08-18,13,False
2017-08-19,1,False
2017-08-20,5,False
2017-08-21,5,False
2017-08-22,8,False
2017-08-23,13,False
2017-08-24,14,False
2017-08-25,8,False
2017-08-26,1,False
2017-08-27,6,False
2017-08-28,4,False
2017-08-29,14,False
2017-08-30,7,False
2017-08-31,12,False
2017-09-01,8,False
2017-09-02,5,False
2017-09-03,2,False
2017-09-04,9,False
2017-09-05,10,False
2017-09-06,12,False
2017-09-07,10,False
2017-09-08,12,False
2017-09-09,2,False
2017-09-10,2,False
2017-09-11,13,False
2017-09-12,100,False
2017-09-13,34,False
2017-09-14,23,False
2017-09-15,14,False
2017-09-16,4,False
2017-09-17,6,False
2017-09-18,16,False
2017-09-19,16,False
2017-09-20,12,False
2017-09-21,12,False
2017-09-22,11,False
2017-09-23,2,False
2017-09-24,0,False
2017-09-25,7,False
2017-09-26,11,False
2017-09-27,10,False
2017-09-28,14,False
2017-09-29,9,False
2017-09-30,2,False
2017-10-01,2,False
2017-10-02,15,False
2017-10-03,9,False
2017-10-04,12,False
2017-10-05,13,False
2017-10-06,8,False
2017-10-07,4,False
2017-10-08,5,False
2017-10-09,9,False
2017-10-10,7,False
2017-10-11,11,False
2017-10-12,9,False
2017-10-13,12,False
2017-10-14,1,False
2017-10-15,2,False
2017-10-16,6,False
2017-10-17,21,False
2017-10-18,5,False
2017-10-19,8,False
2017-10-20,14,False
2017-10-21,5,False
2017-10-22,7,False
2017-10-23,15,False
2017-10-24,17,False
2017-10-25,28,False
2017-10-26,19,False
2017-10-27,10,False
2017-10-28,4,False
2017-10-29,6,False
2017-10-30,10,False
2017-10-31,9,False
2017-11-01,14,False
2017-11-02,14,False
2017-11-03,8,False
2017-11-04,1,False
2017-11-05,5,False
2017-11-06,10,False
2017-11-07,16,False
2017-11-08,12,False
2017-11-09,12,False
2017-11-10,9,False
2017-11-11,5,False
2017-11-12,2,False
2017-11-13,12,False
2017-11-14,7,False
2017-11-15,16,False
2017-11-16,13,False
2017-11-17,9,False
2017-11-18,5,False
2017-11-19,6,False
2017-11-20,10,False
2017-11-21,5,False
2017-11-22,10,False
2017-11-23,7,False
2017-11-24,7,False
2017-11-25,1,False
2017-11-26,3,False
2017-11-27,13,False
2017-11-28,10,False
2017-11-29,11,False
2017-11-30,15,False
2017-12-01,13,False
2017-12-02,2,False
2017-12-03,3,False
2017-12-04,13,False
2017-12-05,21,False
2017-12-06,12,False
2017-12-07,13,False
2017-12-08,16,False
2017-12-09,6,False
2017-12-10,5,False
2017-12-11,8,False
2017-12-12,10,False
2017-12-13,11,False
2017-12-14,13,False
2017-12-15,9,False
2017-12-16,4,False
2017-12-17,2,False
2017-12-18,9,False
2017-12-19,14,False
2017-12-20,15,False
2017-12-21,10,False
2017-12-22,8,False
2017-12-23,7,False
2017-12-24,3,False
2017-12-25,4,False
2017-12-26,3,False
2017-12-27,6,False
2017-12-28,5,False
2017-12-29,7,False
2017-12-30,4,False
2017-12-31,6,False
2018-01-01,5,False
2018-01-02,13,False
2018-01-03,14,False
2018-01-04,11,False
2018-01-05,13,False
2018-01-06,6,False
2018-01-07,6,False
2018-01-08,10,False
2018-01-09,12,False
2018-01-10,17,False
2018-01-11,12,False
2018-01-12,10,False
2018-01-13,6,False
2018-01-14,7,False
2018-01-15,8,False
2018-01-16,12,False
2018-01-17,8,False
2018-01-18,5,False
2018-01-19,17,False
2018-01-20,8,False
2018-01-21,4,False
2018-01-22,11,False
2018-01-23,12,False
2018-01-24,12,False
2018-01-25,12,False
2018-01-26,13,False
2018-01-27,14,False
2018-01-28,2,False
2018-01-29,15,False
2018-01-30,17,False
2018-01-31,5,False
2018-02-01,14,False
2018-02-02,10,False
2018-02-03,6,False
2018-02-04,4,False
2018-02-05,18,False
2018-02-06,22,False
2018-02-07,14,False
2018-02-08,20,False
2018-02-09,6,False
2018-02-10,3,False
2018-02-11,4,False
2018-02-12,17,False
2018-02-13,17,False
