date,Alexion,isPartial
2014-07-24,65,False
2014-07-25,61,False
2014-07-26,8,False
2014-07-27,16,False
2014-07-28,26,False
2014-07-29,58,False
2014-07-30,52,False
2014-07-31,65,False
2014-08-01,54,False
2014-08-02,8,False
2014-08-03,16,False
2014-08-04,83,False
2014-08-05,45,False
2014-08-06,71,False
2014-08-07,37,False
2014-08-08,67,False
2014-08-09,23,False
2014-08-10,30,False
2014-08-11,32,False
2014-08-12,38,False
2014-08-13,44,False
2014-08-14,52,False
2014-08-15,35,False
2014-08-16,23,False
2014-08-17,23,False
2014-08-18,76,False
2014-08-19,38,False
2014-08-20,57,False
2014-08-21,50,False
2014-08-22,52,False
2014-08-23,15,False
2014-08-24,7,False
2014-08-25,50,False
2014-08-26,67,False
2014-08-27,56,False
2014-08-28,82,False
2014-08-29,52,False
2014-08-30,22,False
2014-08-31,15,False
2014-09-01,25,False
2014-09-02,18,False
2014-09-03,24,False
2014-09-04,55,False
2014-09-05,32,False
2014-09-06,29,False
2014-09-07,22,False
2014-09-08,60,False
2014-09-09,24,False
2014-09-10,48,False
2014-09-11,42,False
2014-09-12,50,False
2014-09-13,29,False
2014-09-14,14,False
2014-09-15,59,False
2014-09-16,66,False
2014-09-17,60,False
2014-09-18,85,False
2014-09-19,50,False
2014-09-20,7,False
2014-09-21,0,False
2014-09-22,36,False
2014-09-23,54,False
2014-09-24,48,False
2014-09-25,78,False
2014-09-26,25,False
2014-09-27,14,False
2014-09-28,22,False
2014-09-29,60,False
2014-09-30,41,False
2014-10-01,78,False
2014-10-02,37,False
2014-10-03,32,False
2014-10-04,29,False
2014-10-05,21,False
2014-10-06,54,False
2014-10-07,41,False
2014-10-08,54,False
2014-10-09,84,False
2014-10-10,75,False
2014-10-11,14,False
2014-10-12,35,False
2014-10-13,35,False
2014-10-14,53,False
2014-10-15,93,False
2014-10-16,53,False
2014-10-17,37,False
2014-10-18,7,False
2014-10-19,14,False
2014-10-20,46,False
2014-10-21,58,False
2014-10-22,64,False
2014-10-23,36,False
2014-10-24,69,False
2014-10-25,14,False
2014-10-26,27,False
2014-10-27,58,False
2014-10-28,69,False
2014-10-29,41,False
2014-10-30,60,False
2014-10-31,13,False
2014-11-01,28,False
2014-11-02,21,False
2014-11-03,41,False
2014-11-04,46,False
2014-11-05,52,False
2014-11-06,41,False
2014-11-07,49,False
2014-11-08,7,False
2014-11-09,41,False
2014-11-10,70,False
2014-11-11,58,False
2014-11-12,35,False
2014-11-13,74,False
2014-11-14,54,False
2014-11-15,13,False
2014-11-16,7,False
2014-11-17,68,False
2014-11-18,37,False
2014-11-19,66,False
2014-11-20,53,False
2014-11-21,48,False
2014-11-22,27,False
2014-11-23,26,False
2014-11-24,40,False
2014-11-25,51,False
2014-11-26,58,False
2014-11-27,24,False
2014-11-28,24,False
2014-11-29,47,False
2014-11-30,7,False
2014-12-01,67,False
2014-12-02,79,False
2014-12-03,46,False
2014-12-04,76,False
2014-12-05,61,False
2014-12-06,28,False
2014-12-07,27,False
2014-12-08,35,False
2014-12-09,40,False
2014-12-10,63,False
2014-12-11,70,False
2014-12-12,49,False
2014-12-13,7,False
2014-12-14,41,False
2014-12-15,52,False
2014-12-16,100,False
2014-12-17,70,False
2014-12-18,55,False
2014-12-19,31,False
2014-12-20,14,False
2014-12-21,14,False
2014-12-22,31,False
2014-12-23,32,False
2014-12-24,21,False
2014-12-25,0,False
2014-12-26,7,False
2014-12-27,14,False
2014-12-28,14,False
2014-12-29,43,False
2014-12-30,19,False
2014-12-31,21,False
2015-01-01,22,False
2015-01-02,13,False
2015-01-03,20,False
2015-01-04,13,False
2015-01-05,29,False
2015-01-06,51,False
2015-01-07,56,False
2015-01-08,45,False
2015-01-09,69,False
2015-01-10,7,False
2015-01-11,32,False
2015-01-12,49,False
2015-01-13,55,False
2015-01-14,39,False
2015-01-15,66,False
2015-01-16,40,False
2015-01-17,13,False
2015-01-18,32,False
2015-01-19,39,False
2015-01-20,60,False
2015-01-21,54,False
2015-01-22,88,False
2015-01-23,17,False
2015-01-24,13,False
2015-01-25,6,False
2015-01-26,38,False
2015-01-27,43,False
2015-01-28,60,False
2015-01-29,94,False
2015-01-30,74,False
2015-01-31,19,False
2015-02-01,57,False
2015-02-02,76,False
2015-02-03,65,False
2015-02-04,86,False
2015-02-05,44,False
2015-02-06,85,False
2015-02-07,13,False
2015-02-08,25,False
2015-02-09,76,False
2015-02-10,75,False
2015-02-11,49,False
2015-02-12,66,False
2015-02-13,40,False
2015-02-14,33,False
2015-02-15,26,False
2015-02-16,17,False
2015-02-17,51,False
2015-02-18,39,False
2015-02-19,45,False
2015-02-20,29,False
2015-02-21,32,False
2015-02-22,19,False
2015-02-23,54,False
2015-02-24,54,False
2015-02-25,48,False
2015-02-26,55,False
2015-02-27,39,False
2015-02-28,13,False
2015-03-01,50,False
2015-03-02,53,False
2015-03-03,43,False
2015-03-04,71,False
2015-03-05,65,False
2015-03-06,40,False
2015-03-07,32,False
2015-03-08,26,False
2015-03-09,70,False
2015-03-10,54,False
2015-03-11,43,False
2015-03-12,60,False
2015-03-13,22,False
2015-03-14,25,False
2015-03-15,12,False
2015-03-16,76,False
2015-03-17,71,False
2015-03-18,38,False
2015-03-19,38,False
2015-03-20,45,False
2015-03-21,32,False
2015-03-22,62,False
2015-03-23,38,False
2015-03-24,32,False
2015-03-25,80,False
2015-03-26,94,False
2015-03-27,34,False
2015-03-28,27,False
2015-03-29,26,False
2015-03-30,87,False
2015-03-31,82,False
2015-04-01,55,False
2015-04-02,35,False
2015-04-03,31,False
2015-04-04,33,False
2015-04-05,7,False
2015-04-06,23,False
2015-04-07,43,False
2015-04-08,38,False
2015-04-09,33,False
2015-04-10,57,False
