date,Alexion,isPartial
2012-10-12,38,False
2012-10-13,9,False
2012-10-14,26,False
2012-10-15,57,False
2012-10-16,50,False
2012-10-17,28,False
2012-10-18,50,False
2012-10-19,30,False
2012-10-20,0,False
2012-10-21,0,False
2012-10-22,50,False
2012-10-23,21,False
2012-10-24,57,False
2012-10-25,37,False
2012-10-26,23,False
2012-10-27,0,False
2012-10-28,8,False
2012-10-29,49,False
2012-10-30,14,False
2012-10-31,44,False
2012-11-01,38,False
2012-11-02,31,False
2012-11-03,0,False
2012-11-04,0,False
2012-11-05,28,False
2012-11-06,28,False
2012-11-07,42,False
2012-11-08,64,False
2012-11-09,23,False
2012-11-10,0,False
2012-11-11,17,False
2012-11-12,100,False
2012-11-13,28,False
2012-11-14,50,False
2012-11-15,44,False
2012-11-16,15,False
2012-11-17,8,False
2012-11-18,25,False
2012-11-19,42,False
2012-11-20,28,False
2012-11-21,14,False
2012-11-22,15,False
2012-11-23,45,False
2012-11-24,8,False
2012-11-25,8,False
2012-11-26,35,False
2012-11-27,28,False
2012-11-28,20,False
2012-11-29,7,False
2012-11-30,36,False
2012-12-01,25,False
2012-12-02,0,False
2012-12-03,27,False
2012-12-04,48,False
2012-12-05,41,False
2012-12-06,36,False
2012-12-07,22,False
2012-12-08,25,False
2012-12-09,8,False
2012-12-10,41,False
2012-12-11,27,False
2012-12-12,28,False
2012-12-13,56,False
2012-12-14,29,False
2012-12-15,25,False
2012-12-16,25,False
2012-12-17,42,False
2012-12-18,7,False
2012-12-19,43,False
2012-12-20,29,False
2012-12-21,8,False
2012-12-22,0,False
2012-12-23,18,False
2012-12-24,0,False
2012-12-25,0,False
2012-12-26,0,False
2012-12-27,7,False
2012-12-28,23,False
2012-12-29,17,False
2012-12-30,9,False
2012-12-31,0,False
2013-01-01,9,False
2013-01-02,57,False
2013-01-03,70,False
2013-01-04,43,False
2013-01-05,24,False
2013-01-06,16,False
2013-01-07,41,False
2013-01-08,27,False
2013-01-09,34,False
2013-01-10,7,False
2013-01-11,56,False
2013-01-12,16,False
2013-01-13,16,False
2013-01-14,33,False
2013-01-15,46,False
2013-01-16,26,False
2013-01-17,26,False
2013-01-18,41,False
2013-01-19,16,False
2013-01-20,8,False
2013-01-21,26,False
2013-01-22,26,False
2013-01-23,40,False
2013-01-24,27,False
2013-01-25,41,False
2013-01-26,16,False
2013-01-27,23,False
2013-01-28,32,False
2013-01-29,26,False
2013-01-30,59,False
2013-01-31,40,False
2013-02-01,14,False
2013-02-02,47,False
2013-02-03,15,False
2013-02-04,46,False
2013-02-05,71,False
2013-02-06,26,False
2013-02-07,34,False
2013-02-08,27,False
2013-02-09,8,False
2013-02-10,8,False
2013-02-11,33,False
2013-02-12,68,False
2013-02-13,33,False
2013-02-14,40,False
2013-02-15,55,False
2013-02-16,39,False
2013-02-17,23,False
2013-02-18,39,False
2013-02-19,52,False
2013-02-20,19,False
2013-02-21,46,False
2013-02-22,21,False
2013-02-23,15,False
2013-02-24,0,False
2013-02-25,32,False
2013-02-26,39,False
2013-02-27,6,False
2013-02-28,20,False
2013-03-01,34,False
2013-03-02,8,False
2013-03-03,15,False
2013-03-04,39,False
2013-03-05,19,False
2013-03-06,64,False
2013-03-07,33,False
2013-03-08,27,False
2013-03-09,8,False
2013-03-10,15,False
2013-03-11,32,False
2013-03-12,31,False
