date,Alexion,isPartial
2014-07-26,0,False
2014-07-27,12,False
2014-07-28,62,False
2014-07-29,57,False
2014-07-30,36,False
2014-07-31,31,False
2014-08-01,27,False
2014-08-02,25,False
2014-08-03,19,False
2014-08-04,46,False
2014-08-05,40,False
2014-08-06,66,False
2014-08-07,29,False
2014-08-08,33,False
2014-08-09,6,False
2014-08-10,24,False
2014-08-11,15,False
2014-08-12,45,False
2014-08-13,46,False
2014-08-14,36,False
2014-08-15,38,False
2014-08-16,6,False
2014-08-17,18,False
2014-08-18,51,False
2014-08-19,35,False
2014-08-20,35,False
2014-08-21,56,False
2014-08-22,37,False
2014-08-23,30,False
2014-08-24,12,False
2014-08-25,29,False
2014-08-26,30,False
2014-08-27,58,False
2014-08-28,40,False
2014-08-29,36,False
2014-08-30,12,False
2014-08-31,23,False
2014-09-01,29,False
2014-09-02,62,False
2014-09-03,43,False
2014-09-04,29,False
2014-09-05,15,False
2014-09-06,6,False
2014-09-07,11,False
2014-09-08,38,False
2014-09-09,28,False
2014-09-10,38,False
2014-09-11,58,False
2014-09-12,40,False
2014-09-13,12,False
2014-09-14,11,False
2014-09-15,57,False
2014-09-16,34,False
2014-09-17,62,False
2014-09-18,63,False
2014-09-19,15,False
2014-09-20,17,False
2014-09-21,11,False
2014-09-22,33,False
2014-09-23,67,False
2014-09-24,38,False
2014-09-25,49,False
2014-09-26,35,False
2014-09-27,6,False
2014-09-28,0,False
2014-09-29,47,False
2014-09-30,62,False
2014-10-01,57,False
2014-10-02,93,False
2014-10-03,51,False
2014-10-04,6,False
2014-10-05,28,False
2014-10-06,47,False
2014-10-07,52,False
2014-10-08,52,False
2014-10-09,72,False
2014-10-10,45,False
2014-10-11,57,False
2014-10-12,28,False
2014-10-13,42,False
2014-10-14,56,False
2014-10-15,37,False
2014-10-16,67,False
2014-10-17,39,False
2014-10-18,17,False
2014-10-19,6,False
2014-10-20,14,False
2014-10-21,33,False
2014-10-22,33,False
2014-10-23,47,False
2014-10-24,35,False
2014-10-25,23,False
2014-10-26,22,False
2014-10-27,37,False
2014-10-28,51,False
2014-10-29,37,False
2014-10-30,29,False
2014-10-31,35,False
2014-11-01,17,False
2014-11-02,22,False
2014-11-03,37,False
2014-11-04,37,False
2014-11-05,50,False
2014-11-06,28,False
2014-11-07,54,False
2014-11-08,22,False
2014-11-09,11,False
2014-11-10,42,False
2014-11-11,46,False
2014-11-12,27,False
2014-11-13,32,False
2014-11-14,52,False
2014-11-15,22,False
2014-11-16,11,False
2014-11-17,59,False
2014-11-18,55,False
2014-11-19,48,False
2014-11-20,51,False
2014-11-21,34,False
2014-11-22,11,False
2014-11-23,11,False
2014-11-24,45,False
2014-11-25,36,False
2014-11-26,23,False
2014-11-27,33,False
2014-11-28,24,False
2014-11-29,16,False
2014-11-30,16,False
2014-12-01,31,False
