date,Hologic,isPartial
2014-03-16,0,False
2014-03-17,20,False
2014-03-18,59,False
2014-03-19,30,False
2014-03-20,15,False
2014-03-21,26,False
2014-03-22,12,False
2014-03-23,28,False
2014-03-24,49,False
2014-03-25,68,False
2014-03-26,74,False
2014-03-27,25,False
2014-03-28,15,False
2014-03-29,6,False
2014-03-30,17,False
2014-03-31,35,False
2014-04-01,35,False
2014-04-02,35,False
2014-04-03,45,False
2014-04-04,21,False
2014-04-05,6,False
2014-04-06,12,False
2014-04-07,49,False
2014-04-08,54,False
2014-04-09,80,False
2014-04-10,40,False
2014-04-11,31,False
2014-04-12,12,False
2014-04-13,18,False
2014-04-14,55,False
2014-04-15,30,False
2014-04-16,15,False
2014-04-17,32,False
2014-04-18,35,False
2014-04-19,0,False
2014-04-20,6,False
2014-04-21,38,False
2014-04-22,39,False
2014-04-23,20,False
2014-04-24,40,False
2014-04-25,73,False
2014-04-26,6,False
2014-04-27,12,False
2014-04-28,59,False
2014-04-29,54,False
2014-04-30,20,False
2014-05-01,44,False
2014-05-02,59,False
2014-05-03,18,False
2014-05-04,12,False
2014-05-05,25,False
2014-05-06,44,False
2014-05-07,54,False
2014-05-08,40,False
2014-05-09,42,False
2014-05-10,6,False
2014-05-11,0,False
2014-05-12,83,False
2014-05-13,54,False
2014-05-14,30,False
2014-05-15,30,False
2014-05-16,46,False
2014-05-17,6,False
2014-05-18,6,False
2014-05-19,25,False
2014-05-20,25,False
2014-05-21,38,False
2014-05-22,22,False
2014-05-23,12,False
2014-05-24,13,False
2014-05-25,0,False
2014-05-26,11,False
2014-05-27,37,False
2014-05-28,33,False
2014-05-29,22,False
2014-05-30,17,False
2014-05-31,13,False
2014-06-01,7,False
2014-06-02,38,False
2014-06-03,43,False
2014-06-04,16,False
2014-06-05,28,False
2014-06-06,53,False
2014-06-07,0,False
2014-06-08,7,False
2014-06-09,17,False
2014-06-10,40,False
2014-06-11,44,False
2014-06-12,17,False
2014-06-13,40,False
2014-06-14,20,False
2014-06-15,20,False
2014-06-16,44,False
2014-06-17,66,False
2014-06-18,50,False
2014-06-19,68,False
2014-06-20,12,False
2014-06-21,28,False
2014-06-22,14,False
2014-06-23,50,False
2014-06-24,38,False
2014-06-25,55,False
2014-06-26,68,False
2014-06-27,59,False
2014-06-28,48,False
2014-06-29,14,False
2014-06-30,33,False
2014-07-01,34,False
2014-07-02,34,False
2014-07-03,23,False
2014-07-04,24,False
2014-07-05,7,False
2014-07-06,21,False
2014-07-07,51,False
2014-07-08,22,False
2014-07-09,23,False
2014-07-10,68,False
2014-07-11,23,False
2014-07-12,40,False
2014-07-13,7,False
2014-07-14,44,False
2014-07-15,28,False
2014-07-16,52,False
2014-07-17,40,False
2014-07-18,29,False
2014-07-19,14,False
2014-07-20,14,False
2014-07-21,22,False
2014-07-22,22,False
2014-07-23,52,False
2014-07-24,45,False
2014-07-25,60,False
2014-07-26,14,False
2014-07-27,14,False
2014-07-28,28,False
2014-07-29,40,False
2014-07-30,57,False
2014-07-31,68,False
2014-08-01,59,False
2014-08-02,14,False
2014-08-03,0,False
2014-08-04,39,False
2014-08-05,45,False
2014-08-06,56,False
2014-08-07,41,False
2014-08-08,24,False
2014-08-09,0,False
2014-08-10,13,False
2014-08-11,39,False
2014-08-12,33,False
2014-08-13,38,False
2014-08-14,23,False
2014-08-15,48,False
2014-08-16,0,False
2014-08-17,13,False
2014-08-18,61,False
2014-08-19,22,False
2014-08-20,39,False
2014-08-21,22,False
2014-08-22,40,False
2014-08-23,13,False
2014-08-24,0,False
2014-08-25,44,False
2014-08-26,27,False
2014-08-27,43,False
2014-08-28,44,False
2014-08-29,40,False
2014-08-30,13,False
2014-08-31,13,False
2014-09-01,16,False
2014-09-02,47,False
2014-09-03,42,False
2014-09-04,37,False
2014-09-05,28,False
2014-09-06,13,False
2014-09-07,13,False
2014-09-08,42,False
2014-09-09,26,False
2014-09-10,37,False
2014-09-11,58,False
2014-09-12,38,False
2014-09-13,6,False
2014-09-14,6,False
2014-09-15,52,False
2014-09-16,58,False
2014-09-17,27,False
2014-09-18,48,False
2014-09-19,38,False
2014-09-20,19,False
2014-09-21,6,False
2014-09-22,62,False
2014-09-23,62,False
2014-09-24,68,False
2014-09-25,37,False
2014-09-26,55,False
2014-09-27,19,False
2014-09-28,25,False
2014-09-29,57,False
2014-09-30,52,False
2014-10-01,100,False
2014-10-02,43,False
2014-10-03,51,False
2014-10-04,13,False
2014-10-05,31,False
2014-10-06,26,False
2014-10-07,52,False
2014-10-08,52,False
2014-10-09,58,False
2014-10-10,33,False
2014-10-11,19,False
2014-10-12,19,False
2014-10-13,31,False
2014-10-14,46,False
2014-10-15,57,False
2014-10-16,36,False
2014-10-17,38,False
2014-10-18,31,False
2014-10-19,12,False
2014-10-20,36,False
2014-10-21,31,False
2014-10-22,36,False
2014-10-23,26,False
2014-10-24,70,False
2014-10-25,19,False
2014-10-26,6,False
2014-10-27,61,False
2014-10-28,51,False
2014-10-29,41,False
2014-10-30,42,False
2014-10-31,27,False
2014-11-01,12,False
2014-11-02,24,False
2014-11-03,41,False
2014-11-04,45,False
2014-11-05,50,False
2014-11-06,51,False
2014-11-07,32,False
2014-11-08,18,False
2014-11-09,18,False
2014-11-10,51,False
2014-11-11,51,False
2014-11-12,30,False
2014-11-13,35,False
2014-11-14,52,False
2014-11-15,0,False
2014-11-16,23,False
2014-11-17,45,False
2014-11-18,49,False
2014-11-19,63,False
2014-11-20,36,False
2014-11-21,74,False
2014-11-22,24,False
2014-11-23,12,False
2014-11-24,60,False
2014-11-25,35,False
2014-11-26,20,False
2014-11-27,48,False
2014-11-28,11,False
