date,Hologic,isPartial
2014-07-24,31,False
2014-07-25,39,False
2014-07-26,22,False
2014-07-27,8,False
2014-07-28,56,False
2014-07-29,56,False
2014-07-30,50,False
2014-07-31,81,False
2014-08-01,33,False
2014-08-02,15,False
2014-08-03,7,False
2014-08-04,49,False
2014-08-05,67,False
2014-08-06,55,False
2014-08-07,44,False
2014-08-08,32,False
2014-08-09,7,False
2014-08-10,7,False
2014-08-11,36,False
2014-08-12,42,False
2014-08-13,48,False
2014-08-14,37,False
2014-08-15,20,False
2014-08-16,15,False
2014-08-17,15,False
2014-08-18,60,False
2014-08-19,48,False
2014-08-20,42,False
2014-08-21,42,False
2014-08-22,50,False
2014-08-23,7,False
2014-08-24,0,False
2014-08-25,42,False
2014-08-26,41,False
2014-08-27,59,False
2014-08-28,48,False
2014-08-29,44,False
2014-08-30,14,False
2014-08-31,7,False
2014-09-01,24,False
2014-09-02,57,False
2014-09-03,40,False
2014-09-04,64,False
2014-09-05,54,False
2014-09-06,21,False
2014-09-07,14,False
2014-09-08,40,False
2014-09-09,23,False
2014-09-10,40,False
2014-09-11,46,False
2014-09-12,54,False
2014-09-13,34,False
2014-09-14,20,False
2014-09-15,62,False
2014-09-16,57,False
2014-09-17,52,False
2014-09-18,64,False
2014-09-19,36,False
2014-09-20,0,False
2014-09-21,27,False
2014-09-22,51,False
2014-09-23,57,False
2014-09-24,46,False
2014-09-25,29,False
2014-09-26,79,False
2014-09-27,28,False
2014-09-28,21,False
2014-09-29,86,False
2014-09-30,34,False
2014-10-01,69,False
2014-10-02,58,False
2014-10-03,56,False
2014-10-04,7,False
2014-10-05,7,False
2014-10-06,51,False
2014-10-07,68,False
2014-10-08,92,False
2014-10-09,86,False
2014-10-10,30,False
2014-10-11,14,False
2014-10-12,14,False
2014-10-13,6,False
2014-10-14,67,False
2014-10-15,56,False
2014-10-16,34,False
2014-10-17,47,False
2014-10-18,27,False
2014-10-19,20,False
2014-10-20,67,False
2014-10-21,50,False
2014-10-22,50,False
2014-10-23,28,False
2014-10-24,54,False
2014-10-25,13,False
2014-10-26,13,False
2014-10-27,67,False
2014-10-28,77,False
2014-10-29,45,False
2014-10-30,46,False
2014-10-31,30,False
2014-11-01,20,False
2014-11-02,20,False
2014-11-03,45,False
2014-11-04,61,False
2014-11-05,72,False
2014-11-06,61,False
2014-11-07,29,False
2014-11-08,7,False
2014-11-09,13,False
2014-11-10,56,False
2014-11-11,39,False
2014-11-12,55,False
2014-11-13,33,False
2014-11-14,63,False
2014-11-15,39,False
2014-11-16,26,False
2014-11-17,54,False
2014-11-18,35,False
2014-11-19,63,False
2014-11-20,34,False
2014-11-21,86,False
2014-11-22,39,False
2014-11-23,13,False
2014-11-24,60,False
2014-11-25,43,False
2014-11-26,17,False
2014-11-27,29,False
2014-11-28,0,False
2014-11-29,13,False
2014-11-30,13,False
2014-12-01,75,False
2014-12-02,22,False
2014-12-03,33,False
2014-12-04,72,False
2014-12-05,35,False
2014-12-06,20,False
2014-12-07,13,False
2014-12-08,39,False
2014-12-09,27,False
2014-12-10,60,False
2014-12-11,84,False
2014-12-12,29,False
2014-12-13,13,False
2014-12-14,13,False
2014-12-15,22,False
2014-12-16,67,False
2014-12-17,28,False
2014-12-18,23,False
2014-12-19,36,False
2014-12-20,7,False
2014-12-21,14,False
2014-12-22,35,False
2014-12-23,37,False
2014-12-24,20,False
2014-12-25,22,False
2014-12-26,13,False
2014-12-27,0,False
2014-12-28,20,False
2014-12-29,29,False
2014-12-30,42,False
2014-12-31,13,False
2015-01-01,14,False
2015-01-02,36,False
2015-01-03,13,False
2015-01-04,13,False
2015-01-05,22,False
2015-01-06,43,False
2015-01-07,54,False
2015-01-08,21,False
2015-01-09,38,False
2015-01-10,19,False
2015-01-11,12,False
2015-01-12,37,False
2015-01-13,100,False
2015-01-14,27,False
2015-01-15,26,False
2015-01-16,33,False
2015-01-17,13,False
2015-01-18,12,False
2015-01-19,37,False
2015-01-20,78,False
2015-01-21,67,False
2015-01-22,53,False
2015-01-23,49,False
2015-01-24,12,False
2015-01-25,25,False
2015-01-26,31,False
2015-01-27,26,False
2015-01-28,68,False
2015-01-29,42,False
2015-01-30,55,False
2015-01-31,18,False
2015-02-01,24,False
2015-02-02,36,False
2015-02-03,41,False
2015-02-04,72,False
2015-02-05,42,False
2015-02-06,76,False
2015-02-07,25,False
2015-02-08,12,False
2015-02-09,31,False
2015-02-10,31,False
2015-02-11,26,False
2015-02-12,26,False
2015-02-13,44,False
2015-02-14,6,False
2015-02-15,6,False
2015-02-16,16,False
2015-02-17,38,False
2015-02-18,16,False
2015-02-19,32,False
2015-02-20,33,False
2015-02-21,12,False
2015-02-22,12,False
2015-02-23,36,False
2015-02-24,46,False
2015-02-25,41,False
2015-02-26,52,False
2015-02-27,90,False
2015-02-28,24,False
2015-03-01,18,False
2015-03-02,15,False
2015-03-03,46,False
2015-03-04,47,False
2015-03-05,42,False
2015-03-06,65,False
2015-03-07,6,False
2015-03-08,6,False
2015-03-09,36,False
2015-03-10,67,False
2015-03-11,83,False
2015-03-12,73,False
2015-03-13,53,False
2015-03-14,18,False
2015-03-15,6,False
2015-03-16,26,False
2015-03-17,63,False
2015-03-18,21,False
2015-03-19,31,False
2015-03-20,27,False
2015-03-21,18,False
2015-03-22,12,False
2015-03-23,41,False
2015-03-24,72,False
2015-03-25,30,False
2015-03-26,54,False
2015-03-27,38,False
2015-03-28,20,False
2015-03-29,6,False
2015-03-30,57,False
2015-03-31,52,False
2015-04-01,69,False
2015-04-02,39,False
2015-04-03,12,False
2015-04-04,6,False
2015-04-05,19,False
2015-04-06,28,False
2015-04-07,52,False
2015-04-08,36,False
2015-04-09,58,False
2015-04-10,16,False
