date,Hologic,isPartial
2012-01-26,31,False
2012-01-27,48,False
2012-01-28,0,False
2012-01-29,18,False
2012-01-30,25,False
2012-01-31,30,False
2012-02-01,20,False
2012-02-02,21,False
2012-02-03,42,False
2012-02-04,6,False
2012-02-05,24,False
2012-02-06,66,False
2012-02-07,30,False
2012-02-08,25,False
2012-02-09,56,False
2012-02-10,32,False
2012-02-11,12,False
2012-02-12,18,False
2012-02-13,20,False
2012-02-14,20,False
2012-02-15,31,False
2012-02-16,46,False
2012-02-17,37,False
2012-02-18,6,False
2012-02-19,0,False
2012-02-20,16,False
2012-02-21,10,False
2012-02-22,25,False
2012-02-23,20,False
2012-02-24,21,False
2012-02-25,18,False
2012-02-26,18,False
2012-02-27,10,False
2012-02-28,44,False
2012-02-29,30,False
2012-03-01,32,False
2012-03-02,11,False
2012-03-03,25,False
2012-03-04,18,False
2012-03-05,46,False
2012-03-06,35,False
2012-03-07,25,False
2012-03-08,31,False
2012-03-09,27,False
2012-03-10,12,False
2012-03-11,12,False
2012-03-12,10,False
2012-03-13,25,False
2012-03-14,71,False
2012-03-15,41,False
2012-03-16,58,False
2012-03-17,6,False
2012-03-18,12,False
2012-03-19,25,False
2012-03-20,35,False
2012-03-21,25,False
2012-03-22,21,False
2012-03-23,16,False
2012-03-24,12,False
2012-03-25,0,False
2012-03-26,44,False
2012-03-27,10,False
2012-03-28,20,False
2012-03-29,15,False
2012-03-30,38,False
2012-03-31,12,False
2012-04-01,12,False
2012-04-02,25,False
2012-04-03,40,False
2012-04-04,48,False
2012-04-05,21,False
2012-04-06,35,False
2012-04-07,0,False
2012-04-08,0,False
2012-04-09,24,False
2012-04-10,42,False
2012-04-11,30,False
2012-04-12,25,False
2012-04-13,26,False
2012-04-14,12,False
2012-04-15,18,False
2012-04-16,15,False
2012-04-17,39,False
2012-04-18,30,False
2012-04-19,15,False
2012-04-20,21,False
2012-04-21,12,False
2012-04-22,0,False
2012-04-23,19,False
2012-04-24,35,False
2012-04-25,40,False
2012-04-26,56,False
2012-04-27,32,False
2012-04-28,6,False
2012-04-29,0,False
2012-04-30,100,False
2012-05-01,87,False
2012-05-02,49,False
2012-05-03,40,False
2012-05-04,42,False
2012-05-05,12,False
2012-05-06,12,False
2012-05-07,20,False
2012-05-08,39,False
2012-05-09,15,False
2012-05-10,50,False
2012-05-11,47,False
2012-05-12,25,False
2012-05-13,18,False
2012-05-14,29,False
2012-05-15,34,False
2012-05-16,30,False
2012-05-17,41,False
2012-05-18,43,False
2012-05-19,12,False
2012-05-20,6,False
2012-05-21,15,False
2012-05-22,20,False
2012-05-23,50,False
2012-05-24,40,False
2012-05-25,26,False
2012-05-26,13,False
2012-05-27,13,False
2012-05-28,5,False
2012-05-29,43,False
2012-05-30,24,False
2012-05-31,54,False
2012-06-01,15,False
2012-06-02,18,False
2012-06-03,6,False
2012-06-04,34,False
2012-06-05,24,False
2012-06-06,24,False
2012-06-07,30,False
2012-06-08,21,False
2012-06-09,0,False
2012-06-10,18,False
2012-06-11,29,False
2012-06-12,29,False
2012-06-13,44,False
2012-06-14,35,False
2012-06-15,31,False
2012-06-16,12,False
2012-06-17,6,False
2012-06-18,5,False
2012-06-19,64,False
2012-06-20,15,False
2012-06-21,35,False
2012-06-22,31,False
2012-06-23,19,False
2012-06-24,0,False
2012-06-25,10,False
2012-06-26,34,False
2012-06-27,40,False
2012-06-28,40,False
2012-06-29,27,False
2012-06-30,6,False
2012-07-01,0,False
2012-07-02,30,False
2012-07-03,10,False
2012-07-04,15,False
2012-07-05,20,False
2012-07-06,26,False
2012-07-07,6,False
2012-07-08,6,False
2012-07-09,25,False
2012-07-10,20,False
2012-07-11,15,False
2012-07-12,41,False
2012-07-13,16,False
2012-07-14,25,False
2012-07-15,0,False
2012-07-16,35,False
2012-07-17,20,False
2012-07-18,35,False
2012-07-19,46,False
2012-07-20,32,False
2012-07-21,13,False
2012-07-22,6,False
2012-07-23,30,False
2012-07-24,55,False
2012-07-25,30,False
2012-07-26,51,False
2012-07-27,21,False
2012-07-28,6,False
2012-07-29,0,False
2012-07-30,35,False
2012-07-31,55,False
2012-08-01,35,False
2012-08-02,45,False
2012-08-03,42,False
2012-08-04,31,False
2012-08-05,12,False
2012-08-06,55,False
2012-08-07,30,False
2012-08-08,35,False
2012-08-09,35,False
2012-08-10,32,False
2012-08-11,19,False
2012-08-12,6,False
2012-08-13,15,False
2012-08-14,25,False
2012-08-15,26,False
2012-08-16,31,False
2012-08-17,27,False
2012-08-18,13,False
2012-08-19,6,False
2012-08-20,21,False
2012-08-21,25,False
2012-08-22,25,False
2012-08-23,20,False
2012-08-24,47,False
2012-08-25,6,False
2012-08-26,0,False
2012-08-27,15,False
2012-08-28,49,False
2012-08-29,15,False
2012-08-30,40,False
2012-08-31,10,False
2012-09-01,6,False
2012-09-02,0,False
2012-09-03,5,False
2012-09-04,10,False
2012-09-05,48,False
2012-09-06,39,False
2012-09-07,21,False
2012-09-08,6,False
2012-09-09,6,False
2012-09-10,28,False
2012-09-11,28,False
2012-09-12,38,False
2012-09-13,29,False
2012-09-14,35,False
2012-09-15,18,False
2012-09-16,6,False
2012-09-17,53,False
2012-09-18,61,False
2012-09-19,24,False
2012-09-20,29,False
2012-09-21,30,False
2012-09-22,23,False
2012-09-23,17,False
2012-09-24,28,False
2012-09-25,38,False
2012-09-26,19,False
2012-09-27,19,False
2012-09-28,30,False
2012-09-29,11,False
2012-09-30,0,False
2012-10-01,52,False
2012-10-02,33,False
2012-10-03,24,False
2012-10-04,23,False
2012-10-05,33,False
2012-10-06,11,False
2012-10-07,27,False
2012-10-08,14,False
2012-10-09,32,False
2012-10-10,27,False
2012-10-11,28,False
2012-10-12,24,False
