date,Hologic,isPartial
2013-02-19,41,False
2013-02-20,41,False
2013-02-21,76,False
2013-02-22,72,False
2013-02-23,24,False
2013-02-24,24,False
2013-02-25,27,False
2013-02-26,34,False
2013-02-27,54,False
2013-02-28,83,False
2013-03-01,28,False
2013-03-02,16,False
2013-03-03,8,False
2013-03-04,20,False
2013-03-05,54,False
2013-03-06,68,False
2013-03-07,55,False
2013-03-08,35,False
2013-03-09,8,False
2013-03-10,24,False
2013-03-11,54,False
2013-03-12,20,False
2013-03-13,53,False
2013-03-14,33,False
2013-03-15,21,False
2013-03-16,0,False
2013-03-17,23,False
2013-03-18,33,False
2013-03-19,34,False
2013-03-20,40,False
2013-03-21,41,False
2013-03-22,70,False
2013-03-23,24,False
2013-03-24,24,False
2013-03-25,34,False
2013-03-26,41,False
2013-03-27,69,False
2013-03-28,57,False
2013-03-29,15,False
2013-03-30,17,False
2013-03-31,8,False
2013-04-01,63,False
2013-04-02,60,False
2013-04-03,27,False
2013-04-04,20,False
2013-04-05,21,False
2013-04-06,24,False
2013-04-07,8,False
2013-04-08,86,False
2013-04-09,73,False
2013-04-10,33,False
2013-04-11,68,False
2013-04-12,35,False
2013-04-13,16,False
2013-04-14,16,False
2013-04-15,100,False
2013-04-16,47,False
2013-04-17,34,False
2013-04-18,61,False
2013-04-19,35,False
2013-04-20,24,False
2013-04-21,8,False
2013-04-22,33,False
2013-04-23,54,False
2013-04-24,27,False
2013-04-25,21,False
2013-04-26,49,False
2013-04-27,8,False
2013-04-28,16,False
2013-04-29,13,False
2013-04-30,54,False
2013-05-01,29,False
2013-05-02,7,False
2013-05-03,43,False
2013-05-04,33,False
2013-05-05,8,False
2013-05-06,34,False
2013-05-07,60,False
2013-05-08,54,False
2013-05-09,34,False
2013-05-10,43,False
2013-05-11,16,False
2013-05-12,0,False
2013-05-13,33,False
2013-05-14,26,False
2013-05-15,47,False
2013-05-16,27,False
2013-05-17,21,False
2013-05-18,0,False
2013-05-19,0,False
2013-05-20,20,False
2013-05-21,20,False
2013-05-22,40,False
2013-05-23,68,False
2013-05-24,48,False
2013-05-25,8,False
2013-05-26,8,False
2013-05-27,7,False
2013-05-28,39,False
2013-05-29,39,False
2013-05-30,80,False
2013-05-31,70,False
2013-06-01,24,False
2013-06-02,8,False
2013-06-03,33,False
2013-06-04,92,False
2013-06-05,73,False
2013-06-06,94,False
2013-06-07,49,False
2013-06-08,0,False
2013-06-09,8,False
2013-06-10,59,False
2013-06-11,13,False
2013-06-12,93,False
2013-06-13,40,False
2013-06-14,42,False
2013-06-15,0,False
2013-06-16,8,False
2013-06-17,46,False
2013-06-18,27,False
2013-06-19,53,False
2013-06-20,14,False
2013-06-21,14,False
2013-06-22,17,False
2013-06-23,16,False
2013-06-24,27,False
2013-06-25,39,False
2013-06-26,80,False
2013-06-27,54,False
2013-06-28,71,False
2013-06-29,25,False
2013-06-30,0,False
2013-07-01,81,False
2013-07-02,40,False
2013-07-03,27,False
2013-07-04,14,False
2013-07-05,22,False
2013-07-06,0,False
2013-07-07,8,False
2013-07-08,47,False
2013-07-09,27,False
2013-07-10,34,False
2013-07-11,55,False
2013-07-12,43,False
2013-07-13,17,False
2013-07-14,0,False
2013-07-15,20,False
2013-07-16,74,False
2013-07-17,7,False
2013-07-18,56,False
2013-07-19,36,False
2013-07-20,50,False
2013-07-21,42,False
2013-07-22,27,False
2013-07-23,27,False
2013-07-24,41,False
2013-07-25,21,False
2013-07-26,28,False
2013-07-27,17,False
2013-07-28,33,False
2013-07-29,27,False
2013-07-30,40,False
2013-07-31,47,False
2013-08-01,41,False
2013-08-02,36,False
2013-08-03,17,False
2013-08-04,33,False
2013-08-05,55,False
2013-08-06,68,False
2013-08-07,62,False
2013-08-08,28,False
2013-08-09,22,False
2013-08-10,17,False
2013-08-11,16,False
2013-08-12,48,False
2013-08-13,54,False
2013-08-14,62,False
2013-08-15,65,False
2013-08-16,36,False
2013-08-17,0,False
2013-08-18,8,False
2013-08-19,74,False
2013-08-20,53,False
2013-08-21,73,False
2013-08-22,88,False
2013-08-23,35,False
2013-08-24,8,False
2013-08-25,16,False
2013-08-26,39,False
2013-08-27,39,False
2013-08-28,52,False
2013-08-29,20,False
2013-08-30,21,False
2013-08-31,8,False
2013-09-01,0,False
2013-09-02,26,False
2013-09-03,32,False
2013-09-04,39,False
2013-09-05,66,False
2013-09-06,48,False
2013-09-07,8,False
2013-09-08,30,False
2013-09-09,32,False
2013-09-10,44,False
2013-09-11,13,False
2013-09-12,32,False
2013-09-13,54,False
2013-09-14,0,False
2013-09-15,30,False
2013-09-16,82,False
2013-09-17,63,False
2013-09-18,58,False
2013-09-19,38,False
2013-09-20,20,False
2013-09-21,0,False
2013-09-22,7,False
2013-09-23,58,False
2013-09-24,38,False
2013-09-25,39,False
2013-09-26,65,False
2013-09-27,47,False
2013-09-28,8,False
2013-09-29,38,False
2013-09-30,70,False
2013-10-01,44,False
2013-10-02,51,False
2013-10-03,45,False
2013-10-04,67,False
2013-10-05,30,False
2013-10-06,7,False
2013-10-07,70,False
2013-10-08,38,False
2013-10-09,45,False
2013-10-10,32,False
2013-10-11,54,False
2013-10-12,8,False
2013-10-13,15,False
2013-10-14,39,False
2013-10-15,45,False
2013-10-16,57,False
2013-10-17,32,False
2013-10-18,47,False
2013-10-19,8,False
2013-10-20,22,False
2013-10-21,62,False
2013-10-22,25,False
2013-10-23,50,False
2013-10-24,19,False
2013-10-25,40,False
2013-10-26,23,False
2013-10-27,15,False
2013-10-28,24,False
2013-10-29,30,False
2013-10-30,63,False
2013-10-31,64,False
2013-11-01,54,False
2013-11-02,8,False
2013-11-03,0,False
2013-11-04,19,False
2013-11-05,49,False
2013-11-06,87,False
