date,Hologic,isPartial
2011-01-01,0,False
2011-01-02,0,False
2011-01-03,9,False
2011-01-04,25,False
2011-01-05,41,False
2011-01-06,42,False
2011-01-07,34,False
2011-01-08,30,False
2011-01-09,10,False
2011-01-10,16,False
2011-01-11,72,False
2011-01-12,40,False
2011-01-13,8,False
2011-01-14,58,False
2011-01-15,0,False
2011-01-16,19,False
2011-01-17,24,False
2011-01-18,39,False
2011-01-19,31,False
2011-01-20,31,False
2011-01-21,74,False
2011-01-22,29,False
2011-01-23,10,False
2011-01-24,15,False
2011-01-25,23,False
2011-01-26,23,False
2011-01-27,63,False
2011-01-28,42,False
2011-01-29,19,False
2011-01-30,28,False
2011-01-31,52,False
2011-02-01,30,False
2011-02-02,37,False
2011-02-03,78,False
2011-02-04,16,False
2011-02-05,19,False
2011-02-06,18,False
2011-02-07,37,False
2011-02-08,61,False
2011-02-09,54,False
2011-02-10,39,False
2011-02-11,65,False
2011-02-12,58,False
2011-02-13,0,False
2011-02-14,76,False
2011-02-15,22,False
2011-02-16,60,False
2011-02-17,23,False
2011-02-18,57,False
2011-02-19,28,False
2011-02-20,9,False
2011-02-21,30,False
2011-02-22,31,False
2011-02-23,45,False
2011-02-24,77,False
2011-02-25,48,False
2011-02-26,9,False
2011-02-27,9,False
2011-02-28,37,False
2011-03-01,38,False
2011-03-02,15,False
2011-03-03,31,False
2011-03-04,16,False
2011-03-05,10,False
2011-03-06,19,False
2011-03-07,31,False
2011-03-08,47,False
2011-03-09,45,False
2011-03-10,23,False
2011-03-11,15,False
2011-03-12,39,False
2011-03-13,19,False
2011-03-14,8,False
2011-03-15,38,False
2011-03-16,60,False
2011-03-17,45,False
2011-03-18,16,False
2011-03-19,29,False
2011-03-20,0,False
2011-03-21,30,False
2011-03-22,60,False
2011-03-23,23,False
2011-03-24,23,False
2011-03-25,33,False
2011-03-26,9,False
2011-03-27,28,False
2011-03-28,67,False
2011-03-29,23,False
2011-03-30,45,False
2011-03-31,38,False
2011-04-01,40,False
2011-04-02,10,False
2011-04-03,9,False
2011-04-04,22,False
2011-04-05,30,False
2011-04-06,61,False
2011-04-07,100,False
2011-04-08,24,False
2011-04-09,10,False
2011-04-10,38,False
2011-04-11,22,False
2011-04-12,59,False
2011-04-13,45,False
2011-04-14,39,False
2011-04-15,40,False
2011-04-16,19,False
2011-04-17,29,False
2011-04-18,85,False
2011-04-19,16,False
2011-04-20,56,False
2011-04-21,34,False
2011-04-22,18,False
2011-04-23,31,False
2011-04-24,0,False
2011-04-25,42,False
2011-04-26,38,False
2011-04-27,45,False
2011-04-28,15,False
2011-04-29,41,False
2011-04-30,0,False
2011-05-01,28,False
2011-05-02,23,False
2011-05-03,22,False
2011-05-04,30,False
2011-05-05,31,False
2011-05-06,73,False
2011-05-07,10,False
2011-05-08,0,False
2011-05-09,53,False
2011-05-10,45,False
2011-05-11,37,False
2011-05-12,23,False
2011-05-13,40,False
2011-05-14,38,False
2011-05-15,9,False
2011-05-16,37,False
2011-05-17,60,False
2011-05-18,30,False
2011-05-19,53,False
2011-05-20,32,False
2011-05-21,0,False
2011-05-22,19,False
2011-05-23,37,False
2011-05-24,22,False
2011-05-25,7,False
2011-05-26,66,False
2011-05-27,8,False
2011-05-28,19,False
2011-05-29,0,False
2011-05-30,16,False
2011-05-31,30,False
2011-06-01,60,False
2011-06-02,8,False
2011-06-03,32,False
2011-06-04,20,False
2011-06-05,10,False
2011-06-06,44,False
2011-06-07,37,False
2011-06-08,30,False
2011-06-09,53,False
2011-06-10,48,False
2011-06-11,0,False
2011-06-12,19,False
2011-06-13,23,False
2011-06-14,36,False
2011-06-15,22,False
2011-06-16,15,False
2011-06-17,32,False
2011-06-18,19,False
2011-06-19,9,False
2011-06-20,22,False
2011-06-21,45,False
2011-06-22,15,False
2011-06-23,55,False
2011-06-24,72,False
2011-06-25,10,False
2011-06-26,10,False
2011-06-27,59,False
2011-06-28,37,False
2011-06-29,30,False
2011-06-30,45,False
2011-07-01,8,False
2011-07-02,29,False
2011-07-03,10,False
2011-07-04,8,False
2011-07-05,15,False
2011-07-06,67,False
2011-07-07,53,False
2011-07-08,32,False
2011-07-09,0,False
2011-07-10,0,False
2011-07-11,45,False
2011-07-12,75,False
2011-07-13,30,False
2011-07-14,31,False
2011-07-15,16,False
2011-07-16,20,False
2011-07-17,19,False
