date,Hologic,isPartial
2017-05-29,22,False
2017-05-30,41,False
2017-05-31,52,False
2017-06-01,43,False
2017-06-02,28,False
2017-06-03,18,False
2017-06-04,6,False
2017-06-05,42,False
2017-06-06,51,False
2017-06-07,56,False
2017-06-08,57,False
2017-06-09,38,False
2017-06-10,13,False
2017-06-11,19,False
2017-06-12,26,False
2017-06-13,51,False
2017-06-14,63,False
2017-06-15,38,False
2017-06-16,44,False
2017-06-17,0,False
2017-06-18,25,False
2017-06-19,84,False
2017-06-20,55,False
2017-06-21,66,False
2017-06-22,25,False
2017-06-23,26,False
2017-06-24,6,False
2017-06-25,6,False
2017-06-26,64,False
2017-06-27,43,False
2017-06-28,38,False
2017-06-29,49,False
2017-06-30,40,False
2017-07-01,19,False
2017-07-02,19,False
2017-07-03,44,False
2017-07-04,16,False
2017-07-05,33,False
2017-07-06,33,False
2017-07-07,56,False
2017-07-08,6,False
2017-07-09,12,False
2017-07-10,53,False
2017-07-11,75,False
2017-07-12,69,False
2017-07-13,49,False
2017-07-14,50,False
2017-07-15,13,False
2017-07-16,12,False
2017-07-17,27,False
2017-07-18,59,False
2017-07-19,48,False
2017-07-20,38,False
2017-07-21,22,False
2017-07-22,0,False
2017-07-23,30,False
2017-07-24,64,False
2017-07-25,47,False
2017-07-26,83,False
2017-07-27,47,False
2017-07-28,55,False
2017-07-29,6,False
2017-07-30,24,False
2017-07-31,63,False
2017-08-01,50,False
2017-08-02,65,False
2017-08-03,78,False
2017-08-04,49,False
2017-08-05,30,False
2017-08-06,12,False
2017-08-07,40,False
2017-08-08,40,False
2017-08-09,41,False
2017-08-10,37,False
2017-08-11,54,False
2017-08-12,12,False
2017-08-13,12,False
2017-08-14,52,False
2017-08-15,69,False
2017-08-16,31,False
2017-08-17,42,False
2017-08-18,48,False
2017-08-19,6,False
2017-08-20,23,False
2017-08-21,25,False
2017-08-22,51,False
2017-08-23,36,False
2017-08-24,16,False
2017-08-25,27,False
2017-08-26,6,False
2017-08-27,29,False
2017-08-28,73,False
2017-08-29,10,False
2017-08-30,47,False
2017-08-31,47,False
2017-09-01,38,False
2017-09-02,18,False
2017-09-03,6,False
2017-09-04,5,False
2017-09-05,25,False
2017-09-06,50,False
2017-09-07,56,False
2017-09-08,53,False
2017-09-09,6,False
2017-09-10,6,False
2017-09-11,75,False
2017-09-12,69,False
2017-09-13,80,False
2017-09-14,56,False
2017-09-15,21,False
2017-09-16,24,False
2017-09-17,17,False
2017-09-18,45,False
2017-09-19,30,False
2017-09-20,41,False
2017-09-21,66,False
2017-09-22,48,False
2017-09-23,17,False
2017-09-24,11,False
2017-09-25,60,False
2017-09-26,61,False
2017-09-27,75,False
2017-09-28,35,False
2017-09-29,63,False
2017-09-30,30,False
2017-10-01,17,False
