date,Hologic,isPartial
2012-10-12,17,False
2012-10-13,10,False
2012-10-14,37,False
2012-10-15,16,False
2012-10-16,55,False
2012-10-17,62,False
2012-10-18,47,False
2012-10-19,25,False
2012-10-20,10,False
2012-10-21,19,False
2012-10-22,23,False
2012-10-23,100,False
2012-10-24,47,False
2012-10-25,64,False
2012-10-26,84,False
2012-10-27,19,False
2012-10-28,0,False
2012-10-29,61,False
2012-10-30,68,False
2012-10-31,24,False
2012-11-01,58,False
2012-11-02,67,False
2012-11-03,47,False
2012-11-04,9,False
2012-11-05,46,False
2012-11-06,15,False
2012-11-07,38,False
2012-11-08,31,False
2012-11-09,49,False
2012-11-10,19,False
2012-11-11,46,False
2012-11-12,47,False
2012-11-13,86,False
2012-11-14,39,False
2012-11-15,63,False
2012-11-16,40,False
2012-11-17,0,False
2012-11-18,27,False
2012-11-19,53,False
2012-11-20,54,False
2012-11-21,23,False
2012-11-22,16,False
2012-11-23,16,False
2012-11-24,9,False
2012-11-25,18,False
2012-11-26,53,False
2012-11-27,53,False
2012-11-28,30,False
2012-11-29,60,False
2012-11-30,48,False
2012-12-01,18,False
2012-12-02,27,False
2012-12-03,75,False
2012-12-04,44,False
2012-12-05,61,False
2012-12-06,31,False
2012-12-07,32,False
2012-12-08,9,False
2012-12-09,18,False
2012-12-10,60,False
2012-12-11,45,False
2012-12-12,38,False
2012-12-13,46,False
2012-12-14,24,False
2012-12-15,18,False
2012-12-16,18,False
2012-12-17,15,False
2012-12-18,31,False
2012-12-19,47,False
2012-12-20,48,False
2012-12-21,25,False
2012-12-22,19,False
2012-12-23,0,False
2012-12-24,0,False
2012-12-25,20,False
2012-12-26,26,False
2012-12-27,41,False
2012-12-28,17,False
2012-12-29,28,False
2012-12-30,9,False
2012-12-31,28,False
2013-01-01,10,False
2013-01-02,31,False
2013-01-03,46,False
2013-01-04,55,False
2013-01-05,35,False
2013-01-06,43,False
2013-01-07,52,False
2013-01-08,51,False
2013-01-09,59,False
2013-01-10,22,False
2013-01-11,38,False
2013-01-12,34,False
2013-01-13,0,False
2013-01-14,58,False
2013-01-15,43,False
2013-01-16,72,False
2013-01-17,36,False
2013-01-18,45,False
2013-01-19,17,False
2013-01-20,8,False
2013-01-21,28,False
2013-01-22,36,False
2013-01-23,65,False
2013-01-24,44,False
2013-01-25,45,False
2013-01-26,9,False
2013-01-27,34,False
2013-01-28,49,False
2013-01-29,21,False
2013-01-30,35,False
2013-01-31,65,False
2013-02-01,60,False
2013-02-02,0,False
2013-02-03,17,False
2013-02-04,35,False
2013-02-05,29,False
2013-02-06,58,False
2013-02-07,7,False
2013-02-08,45,False
2013-02-09,0,False
2013-02-10,17,False
2013-02-11,65,False
2013-02-12,66,False
2013-02-13,21,False
2013-02-14,52,False
2013-02-15,30,False
2013-02-16,8,False
2013-02-17,8,False
2013-02-18,36,False
2013-02-19,70,False
2013-02-20,35,False
2013-02-21,21,False
2013-02-22,52,False
2013-02-23,25,False
2013-02-24,8,False
2013-02-25,27,False
2013-02-26,42,False
2013-02-27,63,False
2013-02-28,14,False
