date,Hologic,isPartial
2011-05-11,28,False
2011-05-12,28,False
2011-05-13,30,False
2011-05-14,36,False
2011-05-15,0,False
2011-05-16,34,False
2011-05-17,70,False
2011-05-18,42,False
2011-05-19,36,False
2011-05-20,30,False
2011-05-21,0,False
2011-05-22,26,False
2011-05-23,76,False
2011-05-24,28,False
2011-05-25,35,False
2011-05-26,7,False
2011-05-27,7,False
2011-05-28,18,False
2011-05-29,9,False
2011-05-30,30,False
2011-05-31,28,False
2011-06-01,35,False
2011-06-02,30,False
2011-06-03,37,False
2011-06-04,28,False
2011-06-05,18,False
2011-06-06,42,False
2011-06-07,14,False
2011-06-08,56,False
2011-06-09,14,False
2011-06-10,7,False
2011-06-11,18,False
2011-06-12,27,False
2011-06-13,64,False
2011-06-14,14,False
2011-06-15,7,False
2011-06-16,49,False
2011-06-17,30,False
2011-06-18,9,False
2011-06-19,18,False
2011-06-20,41,False
2011-06-21,28,False
2011-06-22,7,False
2011-06-23,29,False
2011-06-24,38,False
2011-06-25,0,False
2011-06-26,9,False
2011-06-27,28,False
2011-06-28,14,False
2011-06-29,64,False
2011-06-30,43,False
2011-07-01,37,False
2011-07-02,0,False
2011-07-03,0,False
2011-07-04,0,False
2011-07-05,28,False
2011-07-06,28,False
2011-07-07,43,False
2011-07-08,15,False
2011-07-09,9,False
2011-07-10,0,False
2011-07-11,14,False
2011-07-12,21,False
2011-07-13,21,False
2011-07-14,44,False
2011-07-15,31,False
2011-07-16,9,False
2011-07-17,9,False
2011-07-18,28,False
2011-07-19,21,False
2011-07-20,21,False
2011-07-21,36,False
2011-07-22,37,False
2011-07-23,18,False
2011-07-24,9,False
2011-07-25,49,False
2011-07-26,69,False
2011-07-27,43,False
2011-07-28,71,False
2011-07-29,15,False
2011-07-30,9,False
2011-07-31,9,False
2011-08-01,29,False
2011-08-02,57,False
2011-08-03,100,False
2011-08-04,43,False
2011-08-05,22,False
2011-08-06,18,False
2011-08-07,9,False
2011-08-08,20,False
2011-08-09,41,False
2011-08-10,48,False
2011-08-11,21,False
2011-08-12,29,False
2011-08-13,18,False
2011-08-14,0,False
2011-08-15,29,False
2011-08-16,14,False
2011-08-17,28,False
2011-08-18,28,False
2011-08-19,36,False
2011-08-20,17,False
2011-08-21,9,False
2011-08-22,34,False
2011-08-23,0,False
2011-08-24,48,False
2011-08-25,34,False
2011-08-26,35,False
2011-08-27,0,False
2011-08-28,0,False
2011-08-29,14,False
2011-08-30,40,False
2011-08-31,27,False
2011-09-01,21,False
2011-09-02,28,False
2011-09-03,17,False
2011-09-04,16,False
2011-09-05,20,False
2011-09-06,32,False
2011-09-07,39,False
2011-09-08,19,False
2011-09-09,41,False
2011-09-10,16,False
2011-09-11,16,False
2011-09-12,32,False
2011-09-13,58,False
2011-09-14,39,False
2011-09-15,26,False
2011-09-16,21,False
2011-09-17,16,False
2011-09-18,16,False
2011-09-19,26,False
2011-09-20,32,False
2011-09-21,45,False
2011-09-22,32,False
2011-09-23,27,False
2011-09-24,0,False
2011-09-25,40,False
2011-09-26,51,False
2011-09-27,31,False
2011-09-28,26,False
2011-09-29,26,False
2011-09-30,27,False
2011-10-01,24,False
2011-10-02,16,False
2011-10-03,32,False
2011-10-04,51,False
2011-10-05,32,False
2011-10-06,58,False
2011-10-07,26,False
2011-10-08,8,False
2011-10-09,0,False
2011-10-10,6,False
2011-10-11,30,False
2011-10-12,31,False
2011-10-13,45,False
2011-10-14,20,False
2011-10-15,8,False
2011-10-16,15,False
2011-10-17,31,False
2011-10-18,37,False
2011-10-19,25,False
2011-10-20,19,False
2011-10-21,46,False
2011-10-22,16,False
2011-10-23,30,False
2011-10-24,18,False
2011-10-25,43,False
2011-10-26,38,False
2011-10-27,57,False
2011-10-28,33,False
2011-10-29,16,False
2011-10-30,0,False
2011-10-31,19,False
2011-11-01,6,False
2011-11-02,25,False
2011-11-03,31,False
2011-11-04,19,False
2011-11-05,0,False
2011-11-06,0,False
2011-11-07,49,False
2011-11-08,31,False
2011-11-09,12,False
2011-11-10,25,False
2011-11-11,20,False
2011-11-12,30,False
2011-11-13,7,False
2011-11-14,43,False
2011-11-15,43,False
2011-11-16,37,False
2011-11-17,25,False
2011-11-18,39,False
2011-11-19,0,False
2011-11-20,22,False
2011-11-21,36,False
2011-11-22,42,False
2011-11-23,19,False
