date,Intuitive Surgical,isPartial
2016-09-11,16,False
2016-09-12,54,False
2016-09-13,26,False
2016-09-14,27,False
2016-09-15,14,False
2016-09-16,28,False
2016-09-17,15,False
2016-09-18,15,False
2016-09-19,33,False
2016-09-20,45,False
2016-09-21,46,False
2016-09-22,40,False
2016-09-23,55,False
2016-09-24,15,False
2016-09-25,38,False
2016-09-26,26,False
2016-09-27,26,False
2016-09-28,26,False
2016-09-29,39,False
2016-09-30,28,False
2016-10-01,8,False
2016-10-02,22,False
2016-10-03,7,False
2016-10-04,32,False
2016-10-05,52,False
2016-10-06,7,False
2016-10-07,21,False
2016-10-08,15,False
2016-10-09,22,False
2016-10-10,26,False
2016-10-11,39,False
2016-10-12,20,False
2016-10-13,20,False
2016-10-14,21,False
2016-10-15,15,False
2016-10-16,15,False
2016-10-17,19,False
2016-10-18,51,False
2016-10-19,45,False
2016-10-20,33,False
2016-10-21,34,False
2016-10-22,15,False
2016-10-23,7,False
2016-10-24,26,False
2016-10-25,52,False
2016-10-26,32,False
2016-10-27,7,False
2016-10-28,14,False
2016-10-29,8,False
2016-10-30,7,False
2016-10-31,33,False
2016-11-01,47,False
2016-11-02,7,False
2016-11-03,32,False
2016-11-04,41,False
2016-11-05,15,False
2016-11-06,37,False
2016-11-07,38,False
2016-11-08,25,False
2016-11-09,23,False
2016-11-10,33,False
2016-11-11,34,False
2016-11-12,15,False
2016-11-13,15,False
2016-11-14,26,False
2016-11-15,6,False
2016-11-16,26,False
2016-11-17,32,False
2016-11-18,34,False
2016-11-19,15,False
2016-11-20,0,False
2016-11-21,19,False
2016-11-22,51,False
2016-11-23,13,False
2016-11-24,26,False
2016-11-25,13,False
2016-11-26,7,False
2016-11-27,7,False
2016-11-28,30,False
2016-11-29,31,False
2016-11-30,37,False
2016-12-01,44,False
2016-12-02,19,False
2016-12-03,14,False
2016-12-04,13,False
2016-12-05,11,False
2016-12-06,18,False
2016-12-07,49,False
2016-12-08,32,False
2016-12-09,26,False
2016-12-10,7,False
2016-12-11,7,False
2016-12-12,36,False
2016-12-13,31,False
2016-12-14,31,False
2016-12-15,32,False
2016-12-16,47,False
2016-12-17,7,False
2016-12-18,0,False
2016-12-19,45,False
2016-12-20,32,False
2016-12-21,7,False
2016-12-22,13,False
2016-12-23,35,False
2016-12-24,16,False
2016-12-25,0,False
2016-12-26,0,False
2016-12-27,33,False
2016-12-28,26,False
2016-12-29,7,False
2016-12-30,28,False
2016-12-31,15,False
2017-01-01,24,False
2017-01-02,33,False
2017-01-03,25,False
2017-01-04,50,False
2017-01-05,38,False
2017-01-06,26,False
2017-01-07,14,False
2017-01-08,28,False
2017-01-09,42,False
2017-01-10,61,False
2017-01-11,24,False
2017-01-12,18,False
2017-01-13,19,False
2017-01-14,0,False
2017-01-15,7,False
2017-01-16,36,False
2017-01-17,24,False
2017-01-18,60,False
2017-01-19,42,False
2017-01-20,31,False
2017-01-21,21,False
2017-01-22,7,False
2017-01-23,47,False
2017-01-24,24,False
2017-01-25,72,False
2017-01-26,36,False
2017-01-27,57,False
2017-01-28,21,False
2017-01-29,20,False
2017-01-30,71,False
2017-01-31,66,False
2017-02-01,76,False
2017-02-02,36,False
2017-02-03,31,False
2017-02-04,41,False
2017-02-05,13,False
2017-02-06,30,False
2017-02-07,47,False
2017-02-08,35,False
2017-02-09,66,False
2017-02-10,56,False
2017-02-11,0,False
2017-02-12,34,False
2017-02-13,23,False
2017-02-14,42,False
2017-02-15,42,False
2017-02-16,53,False
2017-02-17,54,False
2017-02-18,14,False
2017-02-19,21,False
2017-02-20,42,False
2017-02-21,23,False
2017-02-22,41,False
2017-02-23,6,False
2017-02-24,43,False
2017-02-25,27,False
2017-02-26,34,False
2017-02-27,35,False
2017-02-28,47,False
2017-03-01,57,False
2017-03-02,39,False
2017-03-03,48,False
2017-03-04,40,False
2017-03-05,40,False
2017-03-06,34,False
2017-03-07,34,False
2017-03-08,41,False
2017-03-09,35,False
2017-03-10,43,False
2017-03-11,27,False
2017-03-12,13,False
2017-03-13,49,False
2017-03-14,18,False
2017-03-15,36,False
2017-03-16,35,False
2017-03-17,19,False
2017-03-18,27,False
2017-03-19,14,False
2017-03-20,71,False
2017-03-21,41,False
2017-03-22,59,False
2017-03-23,29,False
2017-03-24,49,False
2017-03-25,21,False
2017-03-26,20,False
2017-03-27,23,False
2017-03-28,30,False
2017-03-29,47,False
2017-03-30,36,False
2017-03-31,18,False
2017-04-01,14,False
2017-04-02,41,False
2017-04-03,53,False
2017-04-04,23,False
2017-04-05,53,False
2017-04-06,60,False
2017-04-07,30,False
2017-04-08,21,False
2017-04-09,42,False
2017-04-10,30,False
2017-04-11,48,False
2017-04-12,61,False
2017-04-13,50,False
2017-04-14,13,False
2017-04-15,7,False
2017-04-16,21,False
2017-04-17,31,False
2017-04-18,41,False
2017-04-19,82,False
2017-04-20,47,False
2017-04-21,50,False
2017-04-22,0,False
2017-04-23,33,False
2017-04-24,35,False
2017-04-25,35,False
2017-04-26,40,False
2017-04-27,65,False
2017-04-28,55,False
2017-04-29,27,False
2017-04-30,14,False
2017-05-01,38,False
2017-05-02,65,False
2017-05-03,18,False
2017-05-04,47,False
2017-05-05,37,False
2017-05-06,28,False
2017-05-07,7,False
2017-05-08,100,False
2017-05-09,35,False
2017-05-10,30,False
2017-05-11,24,False
2017-05-12,18,False
2017-05-13,21,False
2017-05-14,7,False
