date,Intuitive Surgical,isPartial
2018-02-13,39,False
2018-02-14,28,False
2018-02-15,28,False
2018-02-16,35,False
2018-02-17,0,False
2018-02-18,19,False
2018-02-19,28,False
2018-02-20,33,False
2018-02-21,50,False
2018-02-22,45,False
2018-02-23,52,False
2018-02-24,38,False
2018-02-25,12,False
2018-02-26,70,False
2018-02-27,76,False
2018-02-28,60,False
2018-03-01,65,False
2018-03-02,40,False
2018-03-03,32,False
2018-03-04,6,False
2018-03-05,32,False
2018-03-06,32,False
2018-03-07,38,False
2018-03-08,39,False
2018-03-09,75,False
2018-03-10,44,False
2018-03-11,31,False
2018-03-12,54,False
2018-03-13,88,False
2018-03-14,65,False
2018-03-15,55,False
2018-03-16,57,False
2018-03-17,19,False
2018-03-18,19,False
2018-03-19,55,False
2018-03-20,33,False
2018-03-21,28,False
2018-03-22,45,False
2018-03-23,46,False
2018-03-24,6,False
2018-03-25,26,False
2018-03-26,61,False
2018-03-27,45,False
2018-03-28,62,False
2018-03-29,41,False
2018-03-30,38,False
2018-03-31,33,False
2018-04-01,33,False
2018-04-02,18,False
2018-04-03,61,False
2018-04-04,50,False
2018-04-05,57,False
2018-04-06,29,False
2018-04-07,39,False
2018-04-08,32,False
2018-04-09,50,False
2018-04-10,33,False
2018-04-11,60,False
2018-04-12,28,False
2018-04-13,52,False
2018-04-14,26,False
2018-04-15,6,False
2018-04-16,27,False
2018-04-17,49,False
2018-04-18,100,False
2018-04-19,62,False
2018-04-20,75,False
2018-04-21,26,False
2018-04-22,26,False
2018-04-23,38,False
2018-04-24,76,False
2018-04-25,16,False
2018-04-26,39,False
2018-04-27,47,False
2018-04-28,26,False
2018-04-29,32,False
2018-04-30,57,False
2018-05-01,52,False
2018-05-02,55,False
2018-05-03,28,False
2018-05-04,12,False
2018-05-05,33,False
2018-05-06,6,False
2018-05-07,50,False
2018-05-08,55,False
2018-05-09,50,False
2018-05-10,39,False
2018-05-11,35,False
2018-05-12,26,False
2018-05-13,0,False
2018-05-14,44,False
2018-05-15,82,False
2018-05-16,39,False
2018-05-17,91,False
2018-05-18,71,False
2018-05-19,20,False
2018-05-20,26,False
2018-05-21,45,False
2018-05-22,27,False
2018-05-23,56,False
2018-05-24,39,False
2018-05-25,41,False
2018-05-26,7,False
2018-05-27,0,False
2018-05-28,29,False
2018-05-29,44,False
2018-05-30,62,False
2018-05-31,80,False
2018-06-01,41,False
2018-06-02,13,False
2018-06-03,39,False
2018-06-04,67,False
2018-06-05,66,False
2018-06-06,56,False
2018-06-07,50,False
2018-06-08,82,False
2018-06-09,39,False
2018-06-10,59,False
2018-06-11,54,False
2018-06-12,72,False
2018-06-13,57,False
2018-06-14,77,False
2018-06-15,30,False
2018-06-16,13,False
2018-06-17,32,False
2018-06-18,55,False
2018-06-19,55,False
2018-06-20,44,False
2018-06-21,45,False
2018-06-22,41,False
2018-06-23,13,False
2018-06-24,13,False
2018-06-25,33,False
2018-06-26,71,False
2018-06-27,44,False
2018-06-28,66,False
