date,Intuitive Surgical,isPartial
2015-12-26,20,False
2015-12-27,25,False
2015-12-28,13,False
2015-12-29,61,False
2015-12-30,22,False
2015-12-31,20,False
2016-01-01,16,False
2016-01-02,0,False
2016-01-03,20,False
2016-01-04,48,False
2016-01-05,43,False
2016-01-06,31,False
2016-01-07,39,False
2016-01-08,22,False
2016-01-09,10,False
2016-01-10,23,False
2016-01-11,38,False
2016-01-12,63,False
2016-01-13,51,False
2016-01-14,34,False
2016-01-15,35,False
2016-01-16,24,False
2016-01-17,24,False
2016-01-18,9,False
2016-01-19,34,False
2016-01-20,46,False
2016-01-21,56,False
2016-01-22,35,False
2016-01-23,34,False
2016-01-24,19,False
2016-01-25,25,False
2016-01-26,34,False
2016-01-27,67,False
2016-01-28,51,False
2016-01-29,53,False
2016-01-30,19,False
2016-01-31,9,False
2016-02-01,42,False
2016-02-02,33,False
2016-02-03,46,False
2016-02-04,47,False
2016-02-05,13,False
2016-02-06,10,False
2016-02-07,19,False
2016-02-08,43,False
2016-02-09,64,False
2016-02-10,63,False
2016-02-11,51,False
2016-02-12,35,False
2016-02-13,19,False
2016-02-14,24,False
2016-02-15,29,False
2016-02-16,37,False
2016-02-17,67,False
2016-02-18,21,False
2016-02-19,47,False
2016-02-20,14,False
2016-02-21,14,False
2016-02-22,29,False
2016-02-23,53,False
2016-02-24,37,False
2016-02-25,42,False
2016-02-26,35,False
2016-02-27,19,False
2016-02-28,33,False
2016-02-29,48,False
2016-03-01,77,False
2016-03-02,45,False
2016-03-03,50,False
2016-03-04,52,False
2016-03-05,19,False
2016-03-06,19,False
2016-03-07,29,False
2016-03-08,50,False
2016-03-09,42,False
2016-03-10,46,False
2016-03-11,57,False
2016-03-12,14,False
2016-03-13,38,False
2016-03-14,17,False
2016-03-15,66,False
2016-03-16,75,False
2016-03-17,17,False
2016-03-18,31,False
2016-03-19,29,False
2016-03-20,29,False
2016-03-21,25,False
2016-03-22,34,False
2016-03-23,26,False
2016-03-24,58,False
2016-03-25,14,False
2016-03-26,10,False
2016-03-27,0,False
2016-03-28,17,False
2016-03-29,37,False
2016-03-30,75,False
2016-03-31,29,False
2016-04-01,13,False
2016-04-02,24,False
2016-04-03,10,False
2016-04-04,42,False
2016-04-05,25,False
2016-04-06,50,False
2016-04-07,42,False
2016-04-08,39,False
