date,Intuitive Surgical,isPartial
2011-09-18,0,False
2011-09-19,57,False
2011-09-20,51,False
2011-09-21,21,False
2011-09-22,47,False
2011-09-23,55,False
2011-09-24,19,False
2011-09-25,13,False
2011-09-26,26,False
2011-09-27,62,False
2011-09-28,52,False
2011-09-29,37,False
2011-09-30,77,False
2011-10-01,26,False
2011-10-02,19,False
2011-10-03,42,False
2011-10-04,61,False
2011-10-05,41,False
2011-10-06,41,False
2011-10-07,43,False
2011-10-08,25,False
2011-10-09,31,False
2011-10-10,51,False
2011-10-11,53,False
2011-10-12,60,False
2011-10-13,46,False
2011-10-14,37,False
2011-10-15,25,False
2011-10-16,12,False
2011-10-17,25,False
2011-10-18,30,False
2011-10-19,81,False
2011-10-20,26,False
2011-10-21,32,False
2011-10-22,38,False
2011-10-23,30,False
2011-10-24,60,False
2011-10-25,55,False
2011-10-26,25,False
2011-10-27,51,False
2011-10-28,32,False
2011-10-29,38,False
2011-10-30,18,False
2011-10-31,63,False
2011-11-01,63,False
2011-11-02,56,False
2011-11-03,25,False
2011-11-04,31,False
2011-11-05,37,False
2011-11-06,12,False
2011-11-07,35,False
2011-11-08,35,False
2011-11-09,45,False
2011-11-10,45,False
2011-11-11,43,False
2011-11-12,37,False
2011-11-13,12,False
2011-11-14,45,False
2011-11-15,50,False
2011-11-16,59,False
2011-11-17,50,False
2011-11-18,84,False
2011-11-19,36,False
2011-11-20,18,False
2011-11-21,29,False
2011-11-22,24,False
2011-11-23,20,False
2011-11-24,21,False
2011-11-25,11,False
2011-11-26,18,False
2011-11-27,30,False
2011-11-28,43,False
2011-11-29,44,False
2011-11-30,59,False
2011-12-01,20,False
2011-12-02,57,False
2011-12-03,30,False
2011-12-04,24,False
2011-12-05,29,False
2011-12-06,34,False
2011-12-07,34,False
2011-12-08,65,False
2011-12-09,16,False
2011-12-10,18,False
2011-12-11,23,False
2011-12-12,34,False
2011-12-13,44,False
2011-12-14,34,False
2011-12-15,40,False
2011-12-16,31,False
2011-12-17,12,False
2011-12-18,25,False
2011-12-19,35,False
2011-12-20,40,False
2011-12-21,16,False
2011-12-22,21,False
2011-12-23,17,False
2011-12-24,14,False
2011-12-25,14,False
2011-12-26,18,False
2011-12-27,37,False
2011-12-28,32,False
2011-12-29,38,False
2011-12-30,45,False
2011-12-31,19,False
2012-01-01,54,False
2012-01-02,21,False
2012-01-03,74,False
2012-01-04,49,False
2012-01-05,30,False
2012-01-06,46,False
2012-01-07,23,False
2012-01-08,33,False
2012-01-09,47,False
2012-01-10,23,False
2012-01-11,56,False
2012-01-12,38,False
2012-01-13,44,False
2012-01-14,23,False
2012-01-15,17,False
2012-01-16,46,False
2012-01-17,42,False
2012-01-18,60,False
2012-01-19,42,False
2012-01-20,54,False
2012-01-21,34,False
2012-01-22,22,False
2012-01-23,37,False
2012-01-24,32,False
2012-01-25,65,False
2012-01-26,38,False
2012-01-27,48,False
2012-01-28,11,False
2012-01-29,28,False
2012-01-30,55,False
2012-01-31,63,False
2012-02-01,60,False
2012-02-02,51,False
2012-02-03,38,False
2012-02-04,28,False
2012-02-05,11,False
2012-02-06,32,False
2012-02-07,82,False
2012-02-08,77,False
2012-02-09,23,False
2012-02-10,38,False
2012-02-11,22,False
2012-02-12,21,False
2012-02-13,49,False
2012-02-14,41,False
2012-02-15,42,False
2012-02-16,23,False
2012-02-17,44,False
2012-02-18,39,False
2012-02-19,33,False
2012-02-20,52,False
2012-02-21,66,False
2012-02-22,37,False
2012-02-23,69,False
2012-02-24,29,False
2012-02-25,44,False
2012-02-26,22,False
2012-02-27,50,False
2012-02-28,54,False
2012-02-29,41,False
2012-03-01,53,False
2012-03-02,25,False
2012-03-03,40,False
2012-03-04,34,False
2012-03-05,42,False
2012-03-06,41,False
2012-03-07,31,False
2012-03-08,46,False
2012-03-09,58,False
2012-03-10,16,False
2012-03-11,11,False
2012-03-12,27,False
2012-03-13,50,False
2012-03-14,36,False
2012-03-15,23,False
2012-03-16,19,False
2012-03-17,11,False
2012-03-18,22,False
2012-03-19,36,False
2012-03-20,18,False
2012-03-21,54,False
2012-03-22,32,False
2012-03-23,49,False
2012-03-24,28,False
2012-03-25,34,False
2012-03-26,54,False
2012-03-27,68,False
2012-03-28,37,False
2012-03-29,42,False
2012-03-30,19,False
2012-03-31,16,False
2012-04-01,22,False
2012-04-02,50,False
2012-04-03,28,False
2012-04-04,47,False
2012-04-05,67,False
2012-04-06,32,False
2012-04-07,41,False
2012-04-08,18,False
2012-04-09,27,False
2012-04-10,42,False
2012-04-11,49,False
2012-04-12,45,False
2012-04-13,19,False
2012-04-14,16,False
2012-04-15,16,False
2012-04-16,58,False
2012-04-17,58,False
2012-04-18,95,False
2012-04-19,100,False
2012-04-20,71,False
2012-04-21,22,False
2012-04-22,43,False
2012-04-23,26,False
2012-04-24,49,False
2012-04-25,45,False
2012-04-26,54,False
2012-04-27,43,False
2012-04-28,28,False
2012-04-29,28,False
2012-04-30,71,False
2012-05-01,25,False
2012-05-02,40,False
2012-05-03,46,False
2012-05-04,47,False
2012-05-05,22,False
2012-05-06,11,False
2012-05-07,27,False
2012-05-08,35,False
2012-05-09,36,False
2012-05-10,41,False
2012-05-11,38,False
2012-05-12,28,False
2012-05-13,33,False
2012-05-14,62,False
2012-05-15,31,False
2012-05-16,67,False
2012-05-17,37,False
2012-05-18,48,False
2012-05-19,34,False
2012-05-20,11,False
2012-05-21,40,False
2012-05-22,36,False
2012-05-23,49,False
2012-05-24,41,False
2012-05-25,19,False
2012-05-26,23,False
2012-05-27,0,False
2012-05-28,19,False
2012-05-29,26,False
2012-05-30,89,False
2012-05-31,22,False
2012-06-01,28,False
2012-06-02,44,False
2012-06-03,65,False
2012-06-04,53,False
