date,Intuitive Surgical,isPartial
2012-10-12,28,False
2012-10-13,16,False
2012-10-14,16,False
2012-10-15,13,False
2012-10-16,65,False
2012-10-17,46,False
2012-10-18,33,False
2012-10-19,35,False
2012-10-20,16,False
2012-10-21,8,False
2012-10-22,26,False
2012-10-23,71,False
2012-10-24,26,False
2012-10-25,27,False
2012-10-26,56,False
2012-10-27,24,False
2012-10-28,15,False
2012-10-29,19,False
2012-10-30,32,False
2012-10-31,54,False
2012-11-01,63,False
2012-11-02,7,False
2012-11-03,16,False
2012-11-04,15,False
2012-11-05,6,False
2012-11-06,32,False
2012-11-07,44,False
2012-11-08,71,False
2012-11-09,20,False
2012-11-10,24,False
2012-11-11,0,False
2012-11-12,26,False
2012-11-13,20,False
2012-11-14,46,False
2012-11-15,53,False
2012-11-16,40,False
2012-11-17,0,False
2012-11-18,38,False
2012-11-19,19,False
2012-11-20,45,False
2012-11-21,46,False
2012-11-22,34,False
2012-11-23,41,False
2012-11-24,8,False
2012-11-25,0,False
2012-11-26,19,False
2012-11-27,19,False
2012-11-28,25,False
2012-11-29,19,False
2012-11-30,27,False
2012-12-01,8,False
2012-12-02,8,False
2012-12-03,50,False
2012-12-04,18,False
2012-12-05,6,False
2012-12-06,20,False
2012-12-07,33,False
2012-12-08,23,False
2012-12-09,7,False
2012-12-10,25,False
2012-12-11,25,False
2012-12-12,32,False
2012-12-13,26,False
2012-12-14,33,False
2012-12-15,8,False
2012-12-16,8,False
2012-12-17,6,False
2012-12-18,19,False
2012-12-19,26,False
2012-12-20,33,False
2012-12-21,7,False
2012-12-22,0,False
2012-12-23,8,False
2012-12-24,40,False
2012-12-25,9,False
2012-12-26,14,False
2012-12-27,7,False
2012-12-28,42,False
2012-12-29,15,False
2012-12-30,31,False
2012-12-31,23,False
2013-01-01,25,False
2013-01-02,13,False
2013-01-03,19,False
2013-01-04,39,False
2013-01-05,15,False
2013-01-06,15,False
2013-01-07,25,False
2013-01-08,31,False
2013-01-09,37,False
2013-01-10,24,False
2013-01-11,25,False
2013-01-12,22,False
2013-01-13,7,False
2013-01-14,42,False
2013-01-15,47,False
2013-01-16,24,False
2013-01-17,24,False
2013-01-18,69,False
2013-01-19,14,False
2013-01-20,14,False
2013-01-21,12,False
2013-01-22,42,False
2013-01-23,42,False
2013-01-24,61,False
2013-01-25,44,False
2013-01-26,7,False
2013-01-27,7,False
2013-01-28,30,False
2013-01-29,35,False
2013-01-30,47,False
2013-01-31,24,False
2013-02-01,31,False
2013-02-02,36,False
2013-02-03,0,False
2013-02-04,30,False
2013-02-05,30,False
2013-02-06,48,False
2013-02-07,37,False
2013-02-08,25,False
2013-02-09,22,False
2013-02-10,22,False
2013-02-11,67,False
2013-02-12,31,False
2013-02-13,42,False
2013-02-14,37,False
2013-02-15,38,False
2013-02-16,28,False
2013-02-17,0,False
2013-02-18,18,False
2013-02-19,47,False
2013-02-20,42,False
2013-02-21,54,False
2013-02-22,56,False
2013-02-23,21,False
2013-02-24,28,False
2013-02-25,23,False
2013-02-26,41,False
2013-02-27,64,False
2013-02-28,59,False
2013-03-01,62,False
2013-03-02,35,False
2013-03-03,14,False
2013-03-04,23,False
2013-03-05,100,False
2013-03-06,47,False
2013-03-07,36,False
2013-03-08,43,False
2013-03-09,35,False
2013-03-10,41,False
2013-03-11,12,False
2013-03-12,51,False
2013-03-13,29,False
2013-03-14,18,False
2013-03-15,67,False
2013-03-16,41,False
2013-03-17,14,False
2013-03-18,57,False
2013-03-19,35,False
2013-03-20,35,False
2013-03-21,35,False
2013-03-22,30,False
2013-03-23,35,False
2013-03-24,13,False
2013-03-25,46,False
2013-03-26,65,False
2013-03-27,72,False
2013-03-28,31,False
2013-03-29,20,False
2013-03-30,14,False
2013-03-31,7,False
2013-04-01,18,False
2013-04-02,23,False
2013-04-03,35,False
2013-04-04,29,False
2013-04-05,48,False
2013-04-06,14,False
2013-04-07,20,False
2013-04-08,35,False
2013-04-09,34,False
2013-04-10,23,False
2013-04-11,47,False
2013-04-12,43,False
2013-04-13,28,False
2013-04-14,21,False
2013-04-15,17,False
2013-04-16,52,False
2013-04-17,41,False
2013-04-18,29,False
2013-04-19,42,False
2013-04-20,21,False
2013-04-21,7,False
2013-04-22,69,False
2013-04-23,52,False
2013-04-24,29,False
2013-04-25,30,False
2013-04-26,36,False
2013-04-27,7,False
2013-04-28,14,False
2013-04-29,52,False
2013-04-30,47,False
2013-05-01,19,False
2013-05-02,18,False
2013-05-03,62,False
2013-05-04,14,False
2013-05-05,7,False
2013-05-06,35,False
2013-05-07,58,False
2013-05-08,41,False
2013-05-09,24,False
2013-05-10,43,False
2013-05-11,14,False
2013-05-12,21,False
2013-05-13,46,False
2013-05-14,17,False
2013-05-15,28,False
2013-05-16,23,False
2013-05-17,6,False
2013-05-18,28,False
2013-05-19,21,False
2013-05-20,6,False
2013-05-21,28,False
2013-05-22,51,False
2013-05-23,41,False
2013-05-24,12,False
2013-05-25,35,False
2013-05-26,35,False
2013-05-27,36,False
2013-05-28,28,False
2013-05-29,51,False
2013-05-30,47,False
2013-05-31,30,False
2013-06-01,0,False
2013-06-02,0,False
2013-06-03,34,False
2013-06-04,34,False
2013-06-05,34,False
2013-06-06,46,False
2013-06-07,36,False
2013-06-08,28,False
2013-06-09,14,False
2013-06-10,23,False
2013-06-11,23,False
2013-06-12,40,False
2013-06-13,17,False
2013-06-14,31,False
2013-06-15,21,False
2013-06-16,7,False
2013-06-17,34,False
2013-06-18,35,False
2013-06-19,17,False
2013-06-20,29,False
2013-06-21,31,False
2013-06-22,14,False
2013-06-23,0,False
2013-06-24,12,False
2013-06-25,46,False
2013-06-26,35,False
2013-06-27,53,False
2013-06-28,37,False
2013-06-29,36,False
