date,Intuitive Surgical,isPartial
2011-01-01,30,False
2011-01-02,38,False
2011-01-03,21,False
2011-01-04,30,False
2011-01-05,0,False
2011-01-06,51,False
2011-01-07,41,False
2011-01-08,0,False
2011-01-09,24,False
2011-01-10,48,False
2011-01-11,38,False
2011-01-12,67,False
2011-01-13,0,False
2011-01-14,20,False
2011-01-15,12,False
2011-01-16,58,False
2011-01-17,38,False
2011-01-18,47,False
2011-01-19,47,False
2011-01-20,47,False
2011-01-21,20,False
2011-01-22,12,False
2011-01-23,47,False
2011-01-24,28,False
2011-01-25,9,False
2011-01-26,9,False
2011-01-27,47,False
2011-01-28,10,False
2011-01-29,0,False
2011-01-30,0,False
2011-01-31,54,False
2011-02-01,9,False
2011-02-02,18,False
2011-02-03,9,False
2011-02-04,39,False
2011-02-05,23,False
2011-02-06,0,False
2011-02-07,54,False
2011-02-08,55,False
2011-02-09,46,False
2011-02-10,37,False
2011-02-11,20,False
2011-02-12,12,False
2011-02-13,23,False
2011-02-14,18,False
2011-02-15,36,False
2011-02-16,27,False
2011-02-17,28,False
2011-02-18,29,False
2011-02-19,34,False
2011-02-20,23,False
2011-02-21,18,False
2011-02-22,37,False
2011-02-23,27,False
2011-02-24,28,False
2011-02-25,38,False
2011-02-26,0,False
2011-02-27,0,False
2011-02-28,45,False
2011-03-01,36,False
2011-03-02,27,False
2011-03-03,46,False
2011-03-04,39,False
2011-03-05,0,False
2011-03-06,12,False
2011-03-07,0,False
2011-03-08,56,False
2011-03-09,18,False
2011-03-10,36,False
2011-03-11,19,False
2011-03-12,23,False
2011-03-13,23,False
2011-03-14,10,False
2011-03-15,37,False
2011-03-16,100,False
2011-03-17,9,False
2011-03-18,19,False
2011-03-19,0,False
2011-03-20,11,False
2011-03-21,27,False
2011-03-22,27,False
2011-03-23,45,False
2011-03-24,28,False
2011-03-25,39,False
2011-03-26,0,False
2011-03-27,0,False
2011-03-28,9,False
2011-03-29,63,False
2011-03-30,27,False
2011-03-31,18,False
2011-04-01,38,False
2011-04-02,23,False
2011-04-03,23,False
2011-04-04,18,False
2011-04-05,36,False
2011-04-06,0,False
2011-04-07,18,False
2011-04-08,39,False
2011-04-09,23,False
2011-04-10,0,False
2011-04-11,27,False
2011-04-12,18,False
2011-04-13,55,False
2011-04-14,28,False
2011-04-15,29,False
2011-04-16,12,False
2011-04-17,0,False
2011-04-18,37,False
2011-04-19,28,False
2011-04-20,57,False
2011-04-21,10,False
2011-04-22,11,False
2011-04-23,25,False
2011-04-24,25,False
2011-04-25,10,False
2011-04-26,18,False
2011-04-27,36,False
2011-04-28,64,False
2011-04-29,10,False
2011-04-30,12,False
2011-05-01,0,False
2011-05-02,36,False
2011-05-03,27,False
2011-05-04,36,False
