date,Intuitive Surgical,isPartial
2011-05-11,18,False
2011-05-12,9,False
2011-05-13,38,False
2011-05-14,34,False
2011-05-15,0,False
2011-05-16,35,False
2011-05-17,36,False
2011-05-18,45,False
2011-05-19,27,False
2011-05-20,29,False
2011-05-21,23,False
2011-05-22,11,False
2011-05-23,35,False
2011-05-24,54,False
2011-05-25,36,False
2011-05-26,27,False
2011-05-27,19,False
2011-05-28,35,False
2011-05-29,0,False
2011-05-30,0,False
2011-05-31,9,False
2011-06-01,45,False
2011-06-02,19,False
2011-06-03,48,False
2011-06-04,12,False
2011-06-05,0,False
2011-06-06,36,False
2011-06-07,9,False
2011-06-08,18,False
2011-06-09,9,False
2011-06-10,0,False
2011-06-11,11,False
2011-06-12,12,False
2011-06-13,18,False
2011-06-14,53,False
2011-06-15,18,False
2011-06-16,9,False
2011-06-17,19,False
2011-06-18,0,False
2011-06-19,23,False
2011-06-20,18,False
2011-06-21,36,False
2011-06-22,18,False
2011-06-23,9,False
2011-06-24,10,False
2011-06-25,11,False
2011-06-26,23,False
2011-06-27,26,False
2011-06-28,27,False
2011-06-29,0,False
2011-06-30,37,False
2011-07-01,58,False
2011-07-02,0,False
2011-07-03,12,False
2011-07-04,9,False
2011-07-05,9,False
2011-07-06,99,False
2011-07-07,37,False
2011-07-08,10,False
2011-07-09,0,False
2011-07-10,48,False
2011-07-11,0,False
2011-07-12,36,False
2011-07-13,36,False
2011-07-14,28,False
2011-07-15,49,False
2011-07-16,12,False
2011-07-17,0,False
2011-07-18,27,False
2011-07-19,81,False
2011-07-20,100,False
2011-07-21,64,False
2011-07-22,67,False
2011-07-23,11,False
2011-07-24,11,False
2011-07-25,18,False
2011-07-26,54,False
2011-07-27,9,False
2011-07-28,27,False
2011-07-29,58,False
2011-07-30,11,False
2011-07-31,11,False
2011-08-01,27,False
2011-08-02,46,False
2011-08-03,36,False
2011-08-04,18,False
2011-08-05,28,False
2011-08-06,34,False
2011-08-07,45,False
2011-08-08,70,False
2011-08-09,34,False
2011-08-10,53,False
2011-08-11,36,False
2011-08-12,19,False
2011-08-13,11,False
2011-08-14,23,False
2011-08-15,28,False
2011-08-16,36,False
2011-08-17,27,False
2011-08-18,71,False
2011-08-19,46,False
2011-08-20,11,False
2011-08-21,22,False
2011-08-22,35,False
2011-08-23,34,False
2011-08-24,18,False
2011-08-25,26,False
2011-08-26,36,False
2011-08-27,0,False
2011-08-28,11,False
2011-08-29,26,False
2011-08-30,61,False
2011-08-31,9,False
2011-09-01,18,False
2011-09-02,18,False
2011-09-03,0,False
2011-09-04,0,False
2011-09-05,8,False
2011-09-06,17,False
