date,Costco,isPartial
2017-10-06,47,False
2017-10-07,57,False
2017-10-08,62,False
2017-10-09,55,False
2017-10-10,42,False
2017-10-11,43,False
2017-10-12,43,False
2017-10-13,45,False
2017-10-14,57,False
2017-10-15,60,False
2017-10-16,45,False
2017-10-17,44,False
2017-10-18,43,False
2017-10-19,42,False
2017-10-20,46,False
2017-10-21,57,False
2017-10-22,61,False
2017-10-23,46,False
2017-10-24,42,False
2017-10-25,41,False
2017-10-26,44,False
2017-10-27,47,False
2017-10-28,61,False
2017-10-29,61,False
2017-10-30,49,False
2017-10-31,44,False
2017-11-01,43,False
2017-11-02,48,False
2017-11-03,51,False
2017-11-04,65,False
2017-11-05,70,False
2017-11-06,51,False
2017-11-07,50,False
2017-11-08,51,False
2017-11-09,50,False
2017-11-10,57,False
2017-11-11,74,False
2017-11-12,71,False
2017-11-13,61,False
2017-11-14,52,False
2017-11-15,53,False
2017-11-16,54,False
2017-11-17,63,False
2017-11-18,76,False
2017-11-19,82,False
2017-11-20,67,False
2017-11-21,66,False
2017-11-22,72,False
2017-11-23,83,False
2017-11-24,100,False
2017-11-25,85,False
2017-11-26,93,False
2017-11-27,75,False
2017-11-28,61,False
2017-11-29,52,False
2017-11-30,53,False
2017-12-01,54,False
2017-12-02,69,False
2017-12-03,71,False
2017-12-04,57,False
2017-12-05,53,False
2017-12-06,51,False
2017-12-07,53,False
2017-12-08,54,False
2017-12-09,69,False
2017-12-10,70,False
2017-12-11,57,False
2017-12-12,53,False
2017-12-13,53,False
2017-12-14,53,False
2017-12-15,59,False
2017-12-16,72,False
2017-12-17,77,False
2017-12-18,63,False
2017-12-19,61,False
2017-12-20,60,False
2017-12-21,64,False
2017-12-22,71,False
2017-12-23,94,False
2017-12-24,95,False
2017-12-25,47,False
2017-12-26,69,False
2017-12-27,64,False
2017-12-28,61,False
2017-12-29,60,False
2017-12-30,74,False
2017-12-31,89,False
2018-01-01,72,False
2018-01-02,56,False
2018-01-03,51,False
2018-01-04,50,False
2018-01-05,53,False
2018-01-06,64,False
2018-01-07,65,False
2018-01-08,47,False
2018-01-09,43,False
2018-01-10,44,False
2018-01-11,46,False
2018-01-12,49,False
2018-01-13,60,False
2018-01-14,64,False
2018-01-15,54,False
2018-01-16,43,False
2018-01-17,40,False
2018-01-18,40,False
2018-01-19,45,False
2018-01-20,58,False
2018-01-21,58,False
2018-01-22,45,False
2018-01-23,41,False
2018-01-24,41,False
2018-01-25,40,False
2018-01-26,45,False
2018-01-27,58,False
2018-01-28,59,False
2018-01-29,45,False
2018-01-30,42,False
2018-01-31,42,False
2018-02-01,42,False
2018-02-02,45,False
2018-02-03,61,False
2018-02-04,62,False
2018-02-05,43,False
2018-02-06,41,False
2018-02-07,40,False
2018-02-08,42,False
2018-02-09,44,False
2018-02-10,56,False
2018-02-11,60,False
2018-02-12,46,False
2018-02-13,44,False
2018-02-14,39,False
2018-02-15,38,False
2018-02-16,44,False
2018-02-17,55,False
2018-02-18,67,False
2018-02-19,58,False
2018-02-20,42,False
2018-02-21,41,False
2018-02-22,43,False
2018-02-23,43,False
2018-02-24,57,False
2018-02-25,59,False
2018-02-26,44,False
2018-02-27,40,False
2018-02-28,40,False
2018-03-01,42,False
2018-03-02,46,False
2018-03-03,59,False
2018-03-04,64,False
2018-03-05,44,False
2018-03-06,43,False
2018-03-07,42,False
2018-03-08,42,False
2018-03-09,46,False
2018-03-10,58,False
2018-03-11,60,False
2018-03-12,46,False
2018-03-13,43,False
2018-03-14,40,False
2018-03-15,41,False
2018-03-16,44,False
2018-03-17,59,False
2018-03-18,59,False
2018-03-19,46,False
2018-03-20,43,False
2018-03-21,42,False
2018-03-22,41,False
2018-03-23,44,False
2018-03-24,57,False
2018-03-25,63,False
2018-03-26,46,False
2018-03-27,44,False
2018-03-28,45,False
2018-03-29,49,False
2018-03-30,62,False
2018-03-31,67,False
2018-04-01,73,False
2018-04-02,57,False
2018-04-03,45,False
2018-04-04,45,False
2018-04-05,46,False
2018-04-06,46,False
2018-04-07,61,False
2018-04-08,64,False
2018-04-09,45,False
2018-04-10,42,False
2018-04-11,41,False
2018-04-12,43,False
2018-04-13,47,False
2018-04-14,58,False
2018-04-15,65,False
2018-04-16,48,False
2018-04-17,43,False
2018-04-18,44,False
2018-04-19,45,False
2018-04-20,49,False
2018-04-21,63,False
2018-04-22,66,False
2018-04-23,48,False
2018-04-24,45,False
2018-04-25,44,False
2018-04-26,42,False
2018-04-27,46,False
2018-04-28,60,False
2018-04-29,65,False
2018-04-30,50,False
2018-05-01,48,False
2018-05-02,45,False
2018-05-03,46,False
2018-05-04,48,False
2018-05-05,60,False
2018-05-06,64,False
2018-05-07,52,False
2018-05-08,46,False
2018-05-09,45,False
2018-05-10,46,False
2018-05-11,49,False
2018-05-12,64,False
2018-05-13,64,False
2018-05-14,48,False
2018-05-15,46,False
2018-05-16,48,False
2018-05-17,46,False
2018-05-18,51,False
2018-05-19,59,False
2018-05-20,68,False
2018-05-21,53,False
2018-05-22,47,False
2018-05-23,47,False
2018-05-24,48,False
2018-05-25,51,False
2018-05-26,66,False
2018-05-27,71,False
2018-05-28,80,False
2018-05-29,52,False
2018-05-30,52,False
2018-05-31,51,False
2018-06-01,52,False
2018-06-02,68,False
2018-06-03,70,False
2018-06-04,52,False
2018-06-05,49,False
2018-06-06,49,False
2018-06-07,48,False
2018-06-08,49,False
2018-06-09,65,False
2018-06-10,69,False
2018-06-11,51,False
2018-06-12,48,False
2018-06-13,47,False
2018-06-14,48,False
2018-06-15,53,False
2018-06-16,66,False
2018-06-17,64,False
2018-06-18,49,False
2018-06-19,48,False
2018-06-20,46,False
2018-06-21,45,False
2018-06-22,50,False
2018-06-23,61,False
