date,Costco,isPartial
2016-09-11,63,False
2016-09-12,44,False
2016-09-13,42,False
2016-09-14,42,False
2016-09-15,42,False
2016-09-16,45,False
2016-09-17,58,False
2016-09-18,64,False
2016-09-19,46,False
2016-09-20,43,False
2016-09-21,41,False
2016-09-22,43,False
2016-09-23,46,False
2016-09-24,59,False
2016-09-25,62,False
2016-09-26,45,False
2016-09-27,42,False
2016-09-28,41,False
2016-09-29,42,False
2016-09-30,47,False
2016-10-01,59,False
2016-10-02,62,False
2016-10-03,45,False
2016-10-04,42,False
2016-10-05,41,False
2016-10-06,41,False
2016-10-07,45,False
2016-10-08,57,False
2016-10-09,59,False
2016-10-10,49,False
2016-10-11,40,False
2016-10-12,41,False
2016-10-13,41,False
2016-10-14,46,False
2016-10-15,58,False
2016-10-16,58,False
2016-10-17,44,False
2016-10-18,41,False
2016-10-19,41,False
2016-10-20,40,False
2016-10-21,46,False
2016-10-22,59,False
2016-10-23,61,False
2016-10-24,47,False
2016-10-25,45,False
2016-10-26,45,False
2016-10-27,45,False
2016-10-28,49,False
2016-10-29,60,False
2016-10-30,62,False
2016-10-31,45,False
2016-11-01,44,False
2016-11-02,45,False
2016-11-03,44,False
2016-11-04,49,False
2016-11-05,63,False
2016-11-06,67,False
2016-11-07,52,False
2016-11-08,46,False
2016-11-09,36,False
2016-11-10,47,False
2016-11-11,64,False
2016-11-12,70,False
2016-11-13,69,False
2016-11-14,54,False
2016-11-15,53,False
2016-11-16,52,False
2016-11-17,53,False
2016-11-18,59,False
2016-11-19,78,False
2016-11-20,83,False
2016-11-21,69,False
2016-11-22,67,False
2016-11-23,74,False
2016-11-24,77,False
2016-11-25,100,False
2016-11-26,87,False
2016-11-27,84,False
2016-11-28,72,False
2016-11-29,60,False
2016-11-30,54,False
2016-12-01,54,False
2016-12-02,56,False
2016-12-03,70,False
2016-12-04,75,False
2016-12-05,60,False
2016-12-06,57,False
2016-12-07,55,False
2016-12-08,56,False
2016-12-09,55,False
2016-12-10,72,False
2016-12-11,75,False
2016-12-12,59,False
2016-12-13,58,False
2016-12-14,55,False
2016-12-15,57,False
2016-12-16,61,False
2016-12-17,76,False
2016-12-18,82,False
2016-12-19,67,False
2016-12-20,69,False
2016-12-21,66,False
2016-12-22,71,False
2016-12-23,86,False
2016-12-24,97,False
2016-12-25,49,False
2016-12-26,79,False
2016-12-27,65,False
