date,Costco,isPartial
2011-01-01,100,False
2011-01-02,94,False
2011-01-03,74,False
2011-01-04,63,False
2011-01-05,62,False
2011-01-06,64,False
2011-01-07,63,False
2011-01-08,79,False
2011-01-09,75,False
2011-01-10,57,False
2011-01-11,57,False
2011-01-12,53,False
2011-01-13,55,False
2011-01-14,58,False
2011-01-15,72,False
2011-01-16,79,False
2011-01-17,69,False
2011-01-18,53,False
2011-01-19,52,False
2011-01-20,51,False
2011-01-21,54,False
2011-01-22,72,False
2011-01-23,73,False
2011-01-24,56,False
2011-01-25,53,False
2011-01-26,51,False
2011-01-27,54,False
2011-01-28,58,False
2011-01-29,77,False
2011-01-30,78,False
2011-01-31,56,False
2011-02-01,56,False
2011-02-02,51,False
2011-02-03,54,False
2011-02-04,60,False
2011-02-05,76,False
2011-02-06,74,False
2011-02-07,52,False
2011-02-08,52,False
2011-02-09,50,False
2011-02-10,53,False
2011-02-11,56,False
2011-02-12,71,False
2011-02-13,74,False
2011-02-14,50,False
2011-02-15,48,False
2011-02-16,51,False
2011-02-17,52,False
2011-02-18,57,False
2011-02-19,72,False
2011-02-20,76,False
2011-02-21,71,False
2011-02-22,56,False
2011-02-23,52,False
2011-02-24,52,False
2011-02-25,58,False
2011-02-26,75,False
2011-02-27,77,False
2011-02-28,55,False
2011-03-01,53,False
2011-03-02,52,False
2011-03-03,58,False
2011-03-04,61,False
2011-03-05,78,False
2011-03-06,83,False
2011-03-07,61,False
2011-03-08,58,False
2011-03-09,56,False
2011-03-10,54,False
2011-03-11,54,False
2011-03-12,65,False
2011-03-13,68,False
2011-03-14,50,False
2011-03-15,54,False
2011-03-16,53,False
2011-03-17,55,False
2011-03-18,50,False
2011-03-19,68,False
2011-03-20,78,False
2011-03-21,57,False
2011-03-22,57,False
2011-03-23,53,False
2011-03-24,54,False
2011-03-25,58,False
2011-03-26,73,False
2011-03-27,78,False
2011-03-28,58,False
2011-03-29,55,False
2011-03-30,54,False
2011-03-31,57,False
2011-04-01,57,False
2011-04-02,78,False
2011-04-03,76,False
2011-04-04,59,False
2011-04-05,53,False
2011-04-06,56,False
2011-04-07,57,False
2011-04-08,58,False
2011-04-09,78,False
2011-04-10,81,False
2011-04-11,59,False
2011-04-12,54,False
2011-04-13,53,False
2011-04-14,54,False
2011-04-15,57,False
2011-04-16,76,False
2011-04-17,78,False
