date,Costco,isPartial
2013-11-06,48,False
2013-11-07,49,False
2013-11-08,54,False
2013-11-09,69,False
2013-11-10,75,False
2013-11-11,70,False
2013-11-12,55,False
2013-11-13,52,False
2013-11-14,56,False
2013-11-15,62,False
2013-11-16,76,False
2013-11-17,78,False
2013-11-18,62,False
2013-11-19,58,False
2013-11-20,58,False
2013-11-21,61,False
2013-11-22,63,False
2013-11-23,79,False
2013-11-24,88,False
2013-11-25,69,False
2013-11-26,69,False
2013-11-27,73,False
2013-11-28,73,False
2013-11-29,100,False
2013-11-30,92,False
2013-12-01,85,False
2013-12-02,77,False
2013-12-03,71,False
2013-12-04,61,False
2013-12-05,60,False
2013-12-06,62,False
2013-12-07,78,False
2013-12-08,84,False
2013-12-09,66,False
2013-12-10,65,False
2013-12-11,63,False
2013-12-12,61,False
2013-12-13,67,False
2013-12-14,82,False
2013-12-15,84,False
2013-12-16,69,False
2013-12-17,67,False
2013-12-18,64,False
2013-12-19,65,False
2013-12-20,68,False
2013-12-21,86,False
2013-12-22,91,False
2013-12-23,86,False
2013-12-24,98,False
2013-12-25,51,False
2013-12-26,74,False
2013-12-27,70,False
2013-12-28,74,False
2013-12-29,73,False
2013-12-30,68,False
2013-12-31,85,False
2014-01-01,76,False
2014-01-02,60,False
2014-01-03,61,False
2014-01-04,69,False
2014-01-05,68,False
2014-01-06,52,False
2014-01-07,50,False
2014-01-08,48,False
2014-01-09,47,False
2014-01-10,48,False
2014-01-11,64,False
2014-01-12,66,False
2014-01-13,49,False
2014-01-14,47,False
2014-01-15,45,False
2014-01-16,46,False
2014-01-17,47,False
2014-01-18,63,False
2014-01-19,64,False
2014-01-20,57,False
2014-01-21,45,False
2014-01-22,43,False
2014-01-23,42,False
2014-01-24,46,False
2014-01-25,60,False
2014-01-26,65,False
2014-01-27,47,False
2014-01-28,45,False
2014-01-29,46,False
2014-01-30,46,False
2014-01-31,48,False
2014-02-01,62,False
2014-02-02,60,False
2014-02-03,42,False
2014-02-04,43,False
2014-02-05,41,False
2014-02-06,35,False
2014-02-07,45,False
2014-02-08,61,False
2014-02-09,62,False
2014-02-10,47,False
2014-02-11,44,False
2014-02-12,44,False
2014-02-13,44,False
2014-02-14,43,False
2014-02-15,58,False
2014-02-16,65,False
2014-02-17,59,False
2014-02-18,45,False
2014-02-19,43,False
2014-02-20,42,False
2014-02-21,45,False
2014-02-22,60,False
2014-02-23,63,False
2014-02-24,47,False
2014-02-25,45,False
2014-02-26,43,False
2014-02-27,45,False
2014-02-28,50,False
2014-03-01,68,False
2014-03-02,68,False
2014-03-03,48,False
2014-03-04,47,False
2014-03-05,46,False
2014-03-06,46,False
2014-03-07,49,False
2014-03-08,61,False
2014-03-09,65,False
2014-03-10,48,False
2014-03-11,43,False
2014-03-12,43,False
2014-03-13,44,False
2014-03-14,48,False
2014-03-15,62,False
2014-03-16,65,False
2014-03-17,47,False
2014-03-18,45,False
2014-03-19,44,False
2014-03-20,44,False
2014-03-21,48,False
2014-03-22,62,False
2014-03-23,65,False
2014-03-24,48,False
2014-03-25,47,False
2014-03-26,44,False
2014-03-27,45,False
2014-03-28,48,False
2014-03-29,65,False
2014-03-30,68,False
2014-03-31,50,False
2014-04-01,47,False
2014-04-02,46,False
2014-04-03,46,False
2014-04-04,50,False
2014-04-05,64,False
2014-04-06,68,False
2014-04-07,49,False
2014-04-08,47,False
2014-04-09,46,False
2014-04-10,46,False
2014-04-11,49,False
2014-04-12,62,False
2014-04-13,67,False
2014-04-14,51,False
2014-04-15,49,False
2014-04-16,50,False
2014-04-17,52,False
2014-04-18,66,False
2014-04-19,74,False
2014-04-20,75,False
2014-04-21,59,False
2014-04-22,50,False
2014-04-23,47,False
2014-04-24,48,False
2014-04-25,52,False
2014-04-26,63,False
2014-04-27,68,False
2014-04-28,51,False
2014-04-29,49,False
2014-04-30,49,False
2014-05-01,54,False
2014-05-02,55,False
2014-05-03,67,False
2014-05-04,74,False
2014-05-05,54,False
2014-05-06,51,False
2014-05-07,49,False
2014-05-08,49,False
2014-05-09,54,False
2014-05-10,68,False
2014-05-11,66,False
2014-05-12,50,False
2014-05-13,49,False
2014-05-14,47,False
2014-05-15,51,False
2014-05-16,53,False
2014-05-17,64,False
2014-05-18,71,False
2014-05-19,55,False
2014-05-20,48,False
2014-05-21,47,False
2014-05-22,47,False
2014-05-23,51,False
2014-05-24,65,False
2014-05-25,70,False
2014-05-26,71,False
2014-05-27,50,False
2014-05-28,51,False
2014-05-29,52,False
2014-05-30,53,False
2014-05-31,66,False
2014-06-01,69,False
2014-06-02,53,False
2014-06-03,52,False
2014-06-04,52,False
2014-06-05,52,False
2014-06-06,54,False
2014-06-07,66,False
2014-06-08,71,False
2014-06-09,56,False
2014-06-10,54,False
2014-06-11,51,False
2014-06-12,51,False
2014-06-13,53,False
2014-06-14,66,False
2014-06-15,62,False
2014-06-16,50,False
2014-06-17,50,False
2014-06-18,50,False
2014-06-19,51,False
2014-06-20,53,False
2014-06-21,64,False
2014-06-22,68,False
2014-06-23,54,False
2014-06-24,51,False
2014-06-25,49,False
2014-06-26,51,False
2014-06-27,54,False
2014-06-28,66,False
2014-06-29,67,False
2014-06-30,56,False
2014-07-01,56,False
2014-07-02,56,False
2014-07-03,63,False
2014-07-04,74,False
2014-07-05,65,False
2014-07-06,76,False
2014-07-07,56,False
2014-07-08,56,False
2014-07-09,62,False
2014-07-10,55,False
2014-07-11,56,False
2014-07-12,64,False
2014-07-13,69,False
2014-07-14,55,False
2014-07-15,54,False
2014-07-16,54,False
2014-07-17,52,False
2014-07-18,55,False
2014-07-19,66,False
2014-07-20,68,False
2014-07-21,54,False
2014-07-22,59,False
2014-07-23,58,False
2014-07-24,54,False
