date,Costco,isPartial
2015-12-26,90,False
2015-12-27,85,False
2015-12-28,75,False
2015-12-29,73,False
2015-12-30,77,False
2015-12-31,100,False
2016-01-01,87,False
2016-01-02,77,False
2016-01-03,74,False
2016-01-04,56,False
2016-01-05,52,False
2016-01-06,51,False
2016-01-07,50,False
2016-01-08,50,False
2016-01-09,64,False
2016-01-10,65,False
2016-01-11,48,False
2016-01-12,44,False
2016-01-13,43,False
2016-01-14,43,False
2016-01-15,47,False
2016-01-16,62,False
2016-01-17,66,False
2016-01-18,61,False
2016-01-19,48,False
2016-01-20,47,False
2016-01-21,46,False
2016-01-22,47,False
2016-01-23,59,False
2016-01-24,62,False
2016-01-25,47,False
2016-01-26,43,False
2016-01-27,43,False
2016-01-28,44,False
2016-01-29,47,False
2016-01-30,61,False
2016-01-31,65,False
2016-02-01,48,False
2016-02-02,44,False
2016-02-03,46,False
2016-02-04,47,False
2016-02-05,51,False
2016-02-06,66,False
2016-02-07,66,False
2016-02-08,47,False
2016-02-09,45,False
2016-02-10,44,False
2016-02-11,44,False
2016-02-12,46,False
2016-02-13,63,False
2016-02-14,66,False
2016-02-15,60,False
2016-02-16,45,False
2016-02-17,44,False
2016-02-18,44,False
2016-02-19,46,False
2016-02-20,60,False
2016-02-21,67,False
2016-02-22,48,False
2016-02-23,43,False
2016-02-24,43,False
2016-02-25,44,False
2016-02-26,49,False
2016-02-27,64,False
2016-02-28,67,False
2016-02-29,47,False
2016-03-01,45,False
2016-03-02,45,False
2016-03-03,46,False
2016-03-04,49,False
2016-03-05,64,False
2016-03-06,68,False
2016-03-07,50,False
2016-03-08,45,False
2016-03-09,44,False
2016-03-10,44,False
2016-03-11,48,False
2016-03-12,65,False
2016-03-13,67,False
2016-03-14,49,False
2016-03-15,47,False
2016-03-16,45,False
2016-03-17,45,False
2016-03-18,48,False
2016-03-19,64,False
2016-03-20,68,False
2016-03-21,51,False
2016-03-22,48,False
2016-03-23,48,False
2016-03-24,50,False
2016-03-25,65,False
2016-03-26,76,False
2016-03-27,82,False
2016-03-28,60,False
2016-03-29,49,False
2016-03-30,49,False
2016-03-31,51,False
2016-04-01,51,False
2016-04-02,68,False
2016-04-03,72,False
2016-04-04,52,False
2016-04-05,49,False
2016-04-06,47,False
2016-04-07,46,False
2016-04-08,50,False
2016-04-09,67,False
2016-04-10,69,False
2016-04-11,52,False
2016-04-12,48,False
2016-04-13,46,False
2016-04-14,46,False
2016-04-15,50,False
2016-04-16,66,False
2016-04-17,69,False
2016-04-18,52,False
2016-04-19,51,False
2016-04-20,51,False
2016-04-21,48,False
2016-04-22,52,False
2016-04-23,70,False
2016-04-24,70,False
2016-04-25,54,False
2016-04-26,49,False
2016-04-27,49,False
2016-04-28,49,False
2016-04-29,53,False
2016-04-30,72,False
2016-05-01,78,False
2016-05-02,58,False
2016-05-03,52,False
