date,Costco,isPartial
2013-02-19,58,False
2013-02-20,53,False
2013-02-21,52,False
2013-02-22,57,False
2013-02-23,71,False
2013-02-24,79,False
2013-02-25,55,False
2013-02-26,55,False
2013-02-27,53,False
2013-02-28,52,False
2013-03-01,59,False
2013-03-02,80,False
2013-03-03,83,False
2013-03-04,60,False
2013-03-05,58,False
2013-03-06,57,False
2013-03-07,55,False
2013-03-08,58,False
2013-03-09,74,False
2013-03-10,76,False
2013-03-11,57,False
2013-03-12,57,False
2013-03-13,57,False
2013-03-14,56,False
2013-03-15,59,False
2013-03-16,71,False
2013-03-17,76,False
2013-03-18,58,False
2013-03-19,55,False
2013-03-20,54,False
2013-03-21,55,False
2013-03-22,55,False
2013-03-23,75,False
2013-03-24,79,False
2013-03-25,57,False
2013-03-26,57,False
2013-03-27,57,False
2013-03-28,60,False
2013-03-29,77,False
2013-03-30,90,False
2013-03-31,91,False
2013-04-01,70,False
2013-04-02,59,False
2013-04-03,58,False
2013-04-04,58,False
2013-04-05,61,False
2013-04-06,75,False
2013-04-07,83,False
2013-04-08,58,False
2013-04-09,57,False
2013-04-10,58,False
2013-04-11,60,False
2013-04-12,60,False
2013-04-13,83,False
2013-04-14,80,False
2013-04-15,59,False
2013-04-16,55,False
2013-04-17,56,False
2013-04-18,55,False
2013-04-19,57,False
2013-04-20,76,False
2013-04-21,82,False
2013-04-22,60,False
2013-04-23,58,False
2013-04-24,56,False
2013-04-25,60,False
2013-04-26,58,False
2013-04-27,74,False
2013-04-28,82,False
2013-04-29,65,False
2013-04-30,61,False
2013-05-01,66,False
2013-05-02,63,False
2013-05-03,67,False
2013-05-04,78,False
2013-05-05,85,False
2013-05-06,66,False
2013-05-07,64,False
2013-05-08,61,False
2013-05-09,61,False
2013-05-10,65,False
2013-05-11,85,False
2013-05-12,80,False
2013-05-13,62,False
2013-05-14,59,False
2013-05-15,59,False
2013-05-16,57,False
2013-05-17,64,False
2013-05-18,78,False
2013-05-19,83,False
2013-05-20,67,False
2013-05-21,61,False
2013-05-22,61,False
2013-05-23,58,False
2013-05-24,64,False
2013-05-25,82,False
