date,Vertex Pharmaceuticals,isPartial
2015-12-26,0,False
2015-12-27,12,False
2015-12-28,0,False
2015-12-29,31,False
2015-12-30,21,False
2015-12-31,0,False
2016-01-01,13,False
2016-01-02,0,False
2016-01-03,24,False
2016-01-04,41,False
2016-01-05,41,False
2016-01-06,20,False
2016-01-07,0,False
2016-01-08,32,False
2016-01-09,11,False
2016-01-10,23,False
2016-01-11,40,False
2016-01-12,20,False
2016-01-13,0,False
2016-01-14,30,False
2016-01-15,0,False
2016-01-16,0,False
2016-01-17,0,False
2016-01-18,40,False
2016-01-19,40,False
2016-01-20,20,False
2016-01-21,41,False
2016-01-22,21,False
2016-01-23,0,False
2016-01-24,0,False
2016-01-25,20,False
2016-01-26,10,False
2016-01-27,80,False
2016-01-28,51,False
2016-01-29,10,False
2016-01-30,23,False
2016-01-31,0,False
2016-02-01,49,False
2016-02-02,49,False
2016-02-03,0,False
2016-02-04,41,False
2016-02-05,11,False
2016-02-06,35,False
2016-02-07,12,False
2016-02-08,0,False
2016-02-09,10,False
2016-02-10,90,False
2016-02-11,20,False
2016-02-12,10,False
2016-02-13,0,False
2016-02-14,11,False
2016-02-15,0,False
2016-02-16,39,False
2016-02-17,50,False
2016-02-18,40,False
2016-02-19,20,False
2016-02-20,0,False
2016-02-21,22,False
2016-02-22,68,False
2016-02-23,19,False
2016-02-24,49,False
2016-02-25,69,False
2016-02-26,10,False
2016-02-27,0,False
2016-02-28,55,False
2016-02-29,58,False
2016-03-01,78,False
2016-03-02,29,False
2016-03-03,49,False
2016-03-04,61,False
2016-03-05,0,False
2016-03-06,0,False
2016-03-07,40,False
2016-03-08,29,False
2016-03-09,20,False
2016-03-10,30,False
2016-03-11,31,False
2016-03-12,12,False
2016-03-13,11,False
2016-03-14,39,False
2016-03-15,58,False
2016-03-16,29,False
2016-03-17,100,False
2016-03-18,31,False
2016-03-19,11,False
2016-03-20,0,False
2016-03-21,10,False
2016-03-22,49,False
2016-03-23,51,False
2016-03-24,42,False
2016-03-25,67,False
2016-03-26,0,False
2016-03-27,0,False
2016-03-28,42,False
2016-03-29,10,False
2016-03-30,40,False
2016-03-31,30,False
2016-04-01,20,False
2016-04-02,34,False
2016-04-03,23,False
2016-04-04,30,False
2016-04-05,20,False
2016-04-06,79,False
2016-04-07,10,False
2016-04-08,63,False
2016-04-09,11,False
2016-04-10,0,False
2016-04-11,88,False
2016-04-12,50,False
2016-04-13,40,False
2016-04-14,50,False
2016-04-15,32,False
2016-04-16,12,False
2016-04-17,34,False
2016-04-18,30,False
2016-04-19,30,False
2016-04-20,90,False
2016-04-21,51,False
2016-04-22,21,False
2016-04-23,23,False
2016-04-24,11,False
2016-04-25,0,False
2016-04-26,29,False
2016-04-27,49,False
2016-04-28,30,False
2016-04-29,84,False
2016-04-30,23,False
2016-05-01,0,False
2016-05-02,20,False
2016-05-03,30,False
2016-05-04,40,False
2016-05-05,31,False
2016-05-06,21,False
2016-05-07,0,False
2016-05-08,0,False
2016-05-09,30,False
2016-05-10,20,False
2016-05-11,39,False
2016-05-12,20,False
2016-05-13,10,False
2016-05-14,12,False
2016-05-15,23,False
2016-05-16,10,False
2016-05-17,20,False
2016-05-18,20,False
2016-05-19,20,False
2016-05-20,42,False
2016-05-21,12,False
2016-05-22,0,False
2016-05-23,20,False
2016-05-24,20,False
2016-05-25,20,False
2016-05-26,42,False
2016-05-27,21,False
2016-05-28,12,False
2016-05-29,12,False
2016-05-30,20,False
2016-05-31,30,False
2016-06-01,50,False
2016-06-02,30,False
2016-06-03,11,False
2016-06-04,24,False
2016-06-05,35,False
2016-06-06,20,False
2016-06-07,10,False
2016-06-08,20,False
2016-06-09,10,False
2016-06-10,11,False
2016-06-11,0,False
2016-06-12,46,False
2016-06-13,29,False
2016-06-14,39,False
2016-06-15,30,False
2016-06-16,20,False
2016-06-17,10,False
2016-06-18,0,False
2016-06-19,0,False
2016-06-20,20,False
2016-06-21,40,False
2016-06-22,10,False
2016-06-23,21,False
2016-06-24,0,False
2016-06-25,0,False
2016-06-26,12,False
2016-06-27,20,False
2016-06-28,40,False
2016-06-29,0,False
2016-06-30,0,False
2016-07-01,22,False
2016-07-02,0,False
2016-07-03,0,False
2016-07-04,43,False
2016-07-05,32,False
2016-07-06,22,False
2016-07-07,55,False
2016-07-08,22,False
2016-07-09,0,False
2016-07-10,0,False
2016-07-11,11,False
2016-07-12,11,False
2016-07-13,21,False
2016-07-14,41,False
2016-07-15,33,False
2016-07-16,12,False
2016-07-17,0,False
2016-07-18,32,False
2016-07-19,65,False
2016-07-20,22,False
2016-07-21,76,False
2016-07-22,55,False
2016-07-23,0,False
2016-07-24,0,False
2016-07-25,32,False
2016-07-26,21,False
2016-07-27,43,False
2016-07-28,65,False
2016-07-29,0,False
2016-07-30,13,False
2016-07-31,24,False
2016-08-01,11,False
2016-08-02,0,False
2016-08-03,22,False
2016-08-04,32,False
2016-08-05,46,False
2016-08-06,13,False
2016-08-07,13,False
2016-08-08,0,False
2016-08-09,43,False
2016-08-10,22,False
2016-08-11,34,False
2016-08-12,12,False
2016-08-13,13,False
2016-08-14,0,False
2016-08-15,12,False
2016-08-16,34,False
2016-08-17,34,False
2016-08-18,46,False
2016-08-19,36,False
2016-08-20,0,False
2016-08-21,13,False
2016-08-22,44,False
2016-08-23,45,False
2016-08-24,54,False
2016-08-25,32,False
2016-08-26,11,False
2016-08-27,12,False
2016-08-28,0,False
2016-08-29,31,False
2016-08-30,52,False
2016-08-31,21,False
2016-09-01,52,False
2016-09-02,22,False
2016-09-03,24,False
2016-09-04,12,False
2016-09-05,21,False
2016-09-06,52,False
2016-09-07,21,False
2016-09-08,21,False
2016-09-09,55,False
2016-09-10,0,False
2016-09-11,12,False
