date,Vertex Pharmaceuticals,isPartial
2012-06-04,66,False
2012-06-05,26,False
2012-06-06,79,False
2012-06-07,41,False
2012-06-08,56,False
2012-06-09,33,False
2012-06-10,16,False
2012-06-11,52,False
2012-06-12,20,False
2012-06-13,53,False
2012-06-14,47,False
2012-06-15,28,False
2012-06-16,25,False
2012-06-17,17,False
2012-06-18,72,False
2012-06-19,53,False
2012-06-20,47,False
2012-06-21,53,False
2012-06-22,42,False
2012-06-23,34,False
2012-06-24,50,False
2012-06-25,66,False
2012-06-26,39,False
2012-06-27,40,False
2012-06-28,41,False
2012-06-29,36,False
2012-06-30,17,False
2012-07-01,34,False
2012-07-02,74,False
2012-07-03,54,False
2012-07-04,28,False
2012-07-05,35,False
2012-07-06,50,False
2012-07-07,0,False
2012-07-08,33,False
2012-07-09,33,False
2012-07-10,60,False
2012-07-11,54,False
2012-07-12,54,False
2012-07-13,29,False
2012-07-14,67,False
2012-07-15,17,False
2012-07-16,53,False
2012-07-17,67,False
2012-07-18,88,False
2012-07-19,69,False
2012-07-20,36,False
2012-07-21,0,False
2012-07-22,17,False
2012-07-23,68,False
2012-07-24,27,False
2012-07-25,41,False
2012-07-26,41,False
2012-07-27,43,False
2012-07-28,34,False
2012-07-29,17,False
2012-07-30,53,False
2012-07-31,81,False
2012-08-01,47,False
2012-08-02,97,False
2012-08-03,36,False
2012-08-04,25,False
2012-08-05,0,False
2012-08-06,34,False
2012-08-07,27,False
2012-08-08,13,False
2012-08-09,55,False
2012-08-10,43,False
2012-08-11,17,False
2012-08-12,50,False
2012-08-13,27,False
2012-08-14,81,False
2012-08-15,28,False
2012-08-16,48,False
2012-08-17,43,False
2012-08-18,17,False
2012-08-19,17,False
2012-08-20,42,False
2012-08-21,68,False
2012-08-22,13,False
2012-08-23,41,False
2012-08-24,35,False
2012-08-25,16,False
2012-08-26,0,False
2012-08-27,20,False
2012-08-28,26,False
2012-08-29,46,False
2012-08-30,47,False
2012-08-31,42,False
2012-09-01,32,False
2012-09-02,0,False
2012-09-03,20,False
2012-09-04,45,False
2012-09-05,85,False
2012-09-06,53,False
2012-09-07,21,False
2012-09-08,0,False
2012-09-09,0,False
2012-09-10,39,False
2012-09-11,51,False
2012-09-12,38,False
2012-09-13,26,False
2012-09-14,20,False
2012-09-15,32,False
2012-09-16,32,False
2012-09-17,19,False
2012-09-18,63,False
2012-09-19,58,False
2012-09-20,52,False
2012-09-21,48,False
2012-09-22,16,False
2012-09-23,31,False
2012-09-24,38,False
2012-09-25,70,False
2012-09-26,0,False
2012-09-27,13,False
2012-09-28,14,False
2012-09-29,16,False
2012-09-30,15,False
2012-10-01,13,False
2012-10-02,57,False
2012-10-03,45,False
2012-10-04,13,False
2012-10-05,20,False
2012-10-06,15,False
2012-10-07,15,False
2012-10-08,43,False
2012-10-09,12,False
2012-10-10,68,False
2012-10-11,100,False
2012-10-12,78,False
2012-10-13,46,False
2012-10-14,22,False
2012-10-15,49,False
2012-10-16,49,False
2012-10-17,43,False
2012-10-18,68,False
2012-10-19,13,False
2012-10-20,15,False
2012-10-21,15,False
2012-10-22,48,False
2012-10-23,54,False
2012-10-24,37,False
2012-10-25,69,False
2012-10-26,13,False
2012-10-27,31,False
2012-10-28,29,False
2012-10-29,36,False
2012-10-30,30,False
2012-10-31,18,False
2012-11-01,71,False
2012-11-02,33,False
2012-11-03,15,False
2012-11-04,29,False
2012-11-05,30,False
2012-11-06,36,False
2012-11-07,48,False
2012-11-08,24,False
2012-11-09,45,False
2012-11-10,0,False
2012-11-11,28,False
2012-11-12,18,False
2012-11-13,55,False
2012-11-14,18,False
2012-11-15,37,False
2012-11-16,45,False
2012-11-17,22,False
2012-11-18,21,False
2012-11-19,54,False
2012-11-20,36,False
2012-11-21,49,False
2012-11-22,13,False
2012-11-23,51,False
2012-11-24,14,False
2012-11-25,14,False
2012-11-26,18,False
2012-11-27,29,False
2012-11-28,29,False
2012-11-29,36,False
2012-11-30,19,False
2012-12-01,14,False
2012-12-02,21,False
2012-12-03,47,False
2012-12-04,23,False
2012-12-05,35,False
2012-12-06,24,False
2012-12-07,44,False
2012-12-08,15,False
2012-12-09,28,False
2012-12-10,47,False
2012-12-11,18,False
2012-12-12,24,False
2012-12-13,18,False
2012-12-14,25,False
2012-12-15,0,False
2012-12-16,35,False
2012-12-17,35,False
2012-12-18,36,False
2012-12-19,36,False
2012-12-20,25,False
2012-12-21,39,False
2012-12-22,15,False
2012-12-23,15,False
2012-12-24,15,False
2012-12-25,40,False
2012-12-26,20,False
2012-12-27,13,False
2012-12-28,26,False
2012-12-29,14,False
2012-12-30,0,False
2012-12-31,0,False
2013-01-01,15,False
2013-01-02,24,False
2013-01-03,53,False
2013-01-04,37,False
2013-01-05,0,False
2013-01-06,27,False
2013-01-07,52,False
2013-01-08,57,False
2013-01-09,45,False
2013-01-10,23,False
2013-01-11,29,False
2013-01-12,13,False
2013-01-13,13,False
2013-01-14,57,False
2013-01-15,22,False
2013-01-16,28,False
2013-01-17,17,False
2013-01-18,12,False
2013-01-19,27,False
2013-01-20,26,False
2013-01-21,28,False
2013-01-22,22,False
2013-01-23,45,False
2013-01-24,23,False
2013-01-25,23,False
2013-01-26,27,False
2013-01-27,13,False
2013-01-28,33,False
2013-01-29,50,False
2013-01-30,50,False
2013-01-31,34,False
2013-02-01,18,False
2013-02-02,13,False
2013-02-03,26,False
2013-02-04,39,False
2013-02-05,22,False
2013-02-06,28,False
2013-02-07,57,False
2013-02-08,18,False
2013-02-09,14,False
2013-02-10,20,False
2013-02-11,23,False
2013-02-12,41,False
2013-02-13,51,False
2013-02-14,46,False
2013-02-15,23,False
2013-02-16,27,False
2013-02-17,13,False
2013-02-18,11,False
2013-02-19,22,False
