date,Vertex Pharmaceuticals,isPartial
2012-01-26,28,False
2012-01-27,29,False
2012-01-28,0,False
2012-01-29,0,False
2012-01-30,27,False
2012-01-31,54,False
2012-02-01,100,False
2012-02-02,54,False
2012-02-03,42,False
2012-02-04,24,False
2012-02-05,8,False
2012-02-06,0,False
2012-02-07,27,False
2012-02-08,20,False
2012-02-09,27,False
2012-02-10,14,False
2012-02-11,24,False
2012-02-12,15,False
2012-02-13,26,False
2012-02-14,7,False
2012-02-15,20,False
2012-02-16,27,False
2012-02-17,14,False
2012-02-18,16,False
2012-02-19,8,False
2012-02-20,28,False
2012-02-21,55,False
2012-02-22,14,False
2012-02-23,13,False
2012-02-24,28,False
2012-02-25,8,False
2012-02-26,0,False
2012-02-27,13,False
2012-02-28,20,False
2012-02-29,13,False
2012-03-01,28,False
2012-03-02,14,False
2012-03-03,17,False
2012-03-04,0,False
2012-03-05,7,False
2012-03-06,13,False
2012-03-07,27,False
2012-03-08,27,False
2012-03-09,28,False
2012-03-10,16,False
2012-03-11,8,False
2012-03-12,7,False
2012-03-13,0,False
2012-03-14,27,False
2012-03-15,13,False
2012-03-16,7,False
2012-03-17,0,False
2012-03-18,8,False
2012-03-19,0,False
2012-03-20,33,False
2012-03-21,34,False
2012-03-22,20,False
2012-03-23,28,False
2012-03-24,8,False
2012-03-25,8,False
2012-03-26,20,False
2012-03-27,34,False
2012-03-28,0,False
2012-03-29,20,False
2012-03-30,29,False
2012-03-31,16,False
2012-04-01,0,False
2012-04-02,7,False
2012-04-03,27,False
2012-04-04,14,False
2012-04-05,14,False
2012-04-06,16,False
2012-04-07,0,False
2012-04-08,26,False
2012-04-09,16,False
2012-04-10,21,False
2012-04-11,0,False
2012-04-12,13,False
2012-04-13,14,False
2012-04-14,16,False
2012-04-15,8,False
2012-04-16,7,False
2012-04-17,0,False
2012-04-18,46,False
2012-04-19,20,False
2012-04-20,21,False
2012-04-21,8,False
2012-04-22,0,False
2012-04-23,26,False
2012-04-24,32,False
2012-04-25,39,False
2012-04-26,20,False
2012-04-27,42,False
2012-04-28,8,False
2012-04-29,0,False
2012-04-30,21,False
2012-05-01,14,False
2012-05-02,27,False
2012-05-03,34,False
2012-05-04,21,False
2012-05-05,32,False
2012-05-06,8,False
2012-05-07,53,False
2012-05-08,65,False
2012-05-09,59,False
2012-05-10,47,False
2012-05-11,21,False
2012-05-12,8,False
2012-05-13,8,False
2012-05-14,78,False
2012-05-15,39,False
2012-05-16,13,False
2012-05-17,20,False
2012-05-18,14,False
2012-05-19,33,False
2012-05-20,8,False
2012-05-21,19,False
2012-05-22,33,False
2012-05-23,60,False
2012-05-24,27,False
2012-05-25,43,False
2012-05-26,0,False
2012-05-27,25,False
2012-05-28,7,False
2012-05-29,58,False
2012-05-30,26,False
2012-05-31,13,False
2012-06-01,21,False
2012-06-02,16,False
2012-06-03,8,False
2012-06-04,19,False
2012-06-05,26,False
2012-06-06,13,False
2012-06-07,27,False
2012-06-08,21,False
2012-06-09,0,False
2012-06-10,0,False
2012-06-11,19,False
2012-06-12,13,False
2012-06-13,39,False
2012-06-14,13,False
2012-06-15,7,False
2012-06-16,24,False
2012-06-17,17,False
2012-06-18,58,False
2012-06-19,19,False
2012-06-20,20,False
2012-06-21,20,False
2012-06-22,0,False
2012-06-23,0,False
2012-06-24,8,False
2012-06-25,26,False
2012-06-26,13,False
2012-06-27,13,False
2012-06-28,13,False
2012-06-29,14,False
2012-06-30,8,False
2012-07-01,0,False
2012-07-02,33,False
2012-07-03,13,False
2012-07-04,14,False
2012-07-05,21,False
