date,Vertex Pharmaceuticals,isPartial
2015-08-18,41,False
2015-08-19,10,False
2015-08-20,31,False
2015-08-21,0,False
2015-08-22,0,False
2015-08-23,35,False
2015-08-24,10,False
2015-08-25,30,False
2015-08-26,41,False
2015-08-27,10,False
2015-08-28,43,False
2015-08-29,24,False
2015-08-30,0,False
2015-08-31,10,False
2015-09-01,20,False
2015-09-02,20,False
2015-09-03,51,False
2015-09-04,20,False
2015-09-05,0,False
2015-09-06,0,False
2015-09-07,21,False
2015-09-08,30,False
2015-09-09,40,False
2015-09-10,20,False
2015-09-11,31,False
2015-09-12,23,False
2015-09-13,11,False
2015-09-14,20,False
2015-09-15,20,False
2015-09-16,29,False
2015-09-17,29,False
2015-09-18,31,False
2015-09-19,12,False
2015-09-20,0,False
2015-09-21,96,False
2015-09-22,78,False
2015-09-23,30,False
2015-09-24,30,False
2015-09-25,42,False
2015-09-26,12,False
2015-09-27,12,False
2015-09-28,48,False
2015-09-29,19,False
2015-09-30,39,False
2015-10-01,39,False
2015-10-02,41,False
2015-10-03,12,False
2015-10-04,0,False
2015-10-05,58,False
2015-10-06,29,False
2015-10-07,19,False
2015-10-08,59,False
2015-10-09,40,False
2015-10-10,11,False
2015-10-11,23,False
2015-10-12,30,False
2015-10-13,10,False
2015-10-14,10,False
2015-10-15,10,False
2015-10-16,0,False
2015-10-17,34,False
2015-10-18,11,False
2015-10-19,19,False
2015-10-20,19,False
2015-10-21,78,False
2015-10-22,39,False
2015-10-23,21,False
2015-10-24,34,False
2015-10-25,0,False
2015-10-26,67,False
2015-10-27,28,False
2015-10-28,29,False
2015-10-29,19,False
2015-10-30,31,False
2015-10-31,11,False
2015-11-01,11,False
2015-11-02,39,False
2015-11-03,57,False
2015-11-04,29,False
2015-11-05,10,False
2015-11-06,40,False
2015-11-07,0,False
2015-11-08,0,False
2015-11-09,29,False
2015-11-10,19,False
2015-11-11,20,False
2015-11-12,20,False
2015-11-13,10,False
2015-11-14,0,False
2015-11-15,11,False
2015-11-16,38,False
2015-11-17,38,False
2015-11-18,47,False
2015-11-19,68,False
2015-11-20,10,False
2015-11-21,0,False
2015-11-22,11,False
2015-11-23,29,False
2015-11-24,47,False
2015-11-25,10,False
2015-11-26,10,False
2015-11-27,20,False
2015-11-28,11,False
2015-11-29,11,False
2015-11-30,9,False
2015-12-01,19,False
2015-12-02,38,False
2015-12-03,19,False
2015-12-04,40,False
2015-12-05,11,False
2015-12-06,22,False
2015-12-07,48,False
2015-12-08,10,False
2015-12-09,10,False
2015-12-10,58,False
2015-12-11,50,False
2015-12-12,0,False
2015-12-13,0,False
2015-12-14,28,False
2015-12-15,50,False
2015-12-16,39,False
2015-12-17,20,False
2015-12-18,32,False
2015-12-19,0,False
2015-12-20,12,False
2015-12-21,71,False
2015-12-22,10,False
2015-12-23,22,False
2015-12-24,0,False
2015-12-25,13,False
2015-12-26,12,False
2015-12-27,0,False
2015-12-28,10,False
2015-12-29,11,False
2015-12-30,21,False
2015-12-31,12,False
2016-01-01,39,False
2016-01-02,24,False
2016-01-03,35,False
2016-01-04,10,False
2016-01-05,73,False
2016-01-06,11,False
2016-01-07,21,False
2016-01-08,32,False
2016-01-09,34,False
2016-01-10,23,False
2016-01-11,50,False
2016-01-12,50,False
2016-01-13,20,False
2016-01-14,20,False
2016-01-15,11,False
2016-01-16,23,False
2016-01-17,0,False
2016-01-18,10,False
2016-01-19,30,False
2016-01-20,82,False
2016-01-21,72,False
2016-01-22,11,False
2016-01-23,0,False
2016-01-24,11,False
2016-01-25,40,False
2016-01-26,51,False
2016-01-27,20,False
2016-01-28,62,False
2016-01-29,52,False
2016-01-30,12,False
2016-01-31,0,False
2016-02-01,30,False
2016-02-02,40,False
2016-02-03,61,False
2016-02-04,31,False
2016-02-05,95,False
2016-02-06,12,False
2016-02-07,12,False
2016-02-08,41,False
2016-02-09,21,False
2016-02-10,70,False
2016-02-11,20,False
2016-02-12,84,False
2016-02-13,23,False
2016-02-14,11,False
2016-02-15,30,False
2016-02-16,30,False
2016-02-17,30,False
2016-02-18,20,False
2016-02-19,31,False
2016-02-20,11,False
2016-02-21,22,False
2016-02-22,30,False
2016-02-23,20,False
2016-02-24,50,False
2016-02-25,30,False
2016-02-26,0,False
2016-02-27,11,False
2016-02-28,34,False
2016-02-29,29,False
2016-03-01,39,False
2016-03-02,39,False
2016-03-03,60,False
2016-03-04,73,False
2016-03-05,23,False
2016-03-06,0,False
2016-03-07,20,False
2016-03-08,59,False
2016-03-09,50,False
2016-03-10,50,False
2016-03-11,42,False
2016-03-12,23,False
2016-03-13,11,False
2016-03-14,50,False
2016-03-15,20,False
2016-03-16,49,False
2016-03-17,51,False
2016-03-18,63,False
2016-03-19,0,False
2016-03-20,34,False
2016-03-21,100,False
2016-03-22,40,False
2016-03-23,62,False
2016-03-24,42,False
2016-03-25,11,False
2016-03-26,24,False
2016-03-27,24,False
2016-03-28,21,False
2016-03-29,30,False
2016-03-30,20,False
2016-03-31,50,False
2016-04-01,21,False
2016-04-02,11,False
2016-04-03,23,False
2016-04-04,10,False
2016-04-05,50,False
2016-04-06,40,False
2016-04-07,30,False
2016-04-08,32,False
2016-04-09,12,False
2016-04-10,0,False
2016-04-11,70,False
2016-04-12,40,False
2016-04-13,20,False
2016-04-14,30,False
2016-04-15,11,False
2016-04-16,35,False
2016-04-17,34,False
2016-04-18,20,False
2016-04-19,40,False
2016-04-20,40,False
2016-04-21,41,False
2016-04-22,42,False
2016-04-23,35,False
2016-04-24,11,False
2016-04-25,39,False
2016-04-26,49,False
2016-04-27,89,False
2016-04-28,81,False
2016-04-29,53,False
2016-04-30,12,False
2016-05-01,0,False
2016-05-02,61,False
2016-05-03,30,False
2016-05-04,41,False
