date,Vertex Pharmaceuticals,isPartial
2016-09-11,6,False
2016-09-12,17,False
2016-09-13,22,False
2016-09-14,22,False
2016-09-15,17,False
2016-09-16,6,False
2016-09-17,6,False
2016-09-18,0,False
2016-09-19,5,False
2016-09-20,0,False
2016-09-21,22,False
2016-09-22,11,False
2016-09-23,12,False
2016-09-24,6,False
2016-09-25,6,False
2016-09-26,5,False
2016-09-27,22,False
2016-09-28,17,False
2016-09-29,22,False
2016-09-30,17,False
2016-10-01,13,False
2016-10-02,6,False
2016-10-03,11,False
2016-10-04,16,False
2016-10-05,11,False
2016-10-06,27,False
2016-10-07,17,False
2016-10-08,0,False
2016-10-09,6,False
2016-10-10,5,False
2016-10-11,11,False
2016-10-12,11,False
2016-10-13,28,False
2016-10-14,0,False
2016-10-15,0,False
2016-10-16,0,False
2016-10-17,21,False
2016-10-18,16,False
2016-10-19,5,False
2016-10-20,5,False
2016-10-21,17,False
2016-10-22,6,False
2016-10-23,0,False
2016-10-24,11,False
2016-10-25,37,False
2016-10-26,27,False
2016-10-27,0,False
2016-10-28,17,False
2016-10-29,0,False
2016-10-30,0,False
2016-10-31,17,False
2016-11-01,28,False
2016-11-02,5,False
2016-11-03,27,False
2016-11-04,11,False
2016-11-05,13,False
2016-11-06,12,False
2016-11-07,11,False
2016-11-08,21,False
2016-11-09,24,False
2016-11-10,11,False
2016-11-11,17,False
2016-11-12,0,False
2016-11-13,0,False
2016-11-14,22,False
2016-11-15,0,False
2016-11-16,16,False
2016-11-17,11,False
2016-11-18,11,False
2016-11-19,0,False
2016-11-20,0,False
2016-11-21,21,False
2016-11-22,11,False
2016-11-23,21,False
2016-11-24,5,False
2016-11-25,11,False
2016-11-26,0,False
2016-11-27,0,False
2016-11-28,15,False
2016-11-29,15,False
2016-11-30,5,False
2016-12-01,10,False
2016-12-02,0,False
2016-12-03,6,False
2016-12-04,6,False
2016-12-05,28,False
2016-12-06,25,False
2016-12-07,15,False
2016-12-08,31,False
2016-12-09,5,False
2016-12-10,0,False
