date,Vertex Pharmaceuticals,isPartial
2013-02-19,15,False
2013-02-20,31,False
2013-02-21,26,False
2013-02-22,21,False
2013-02-23,12,False
2013-02-24,12,False
2013-02-25,30,False
2013-02-26,5,False
2013-02-27,41,False
2013-02-28,10,False
2013-03-01,37,False
2013-03-02,24,False
2013-03-03,0,False
2013-03-04,20,False
2013-03-05,5,False
2013-03-06,5,False
2013-03-07,31,False
2013-03-08,16,False
2013-03-09,12,False
2013-03-10,12,False
2013-03-11,10,False
2013-03-12,34,False
2013-03-13,20,False
2013-03-14,20,False
2013-03-15,21,False
2013-03-16,6,False
2013-03-17,6,False
2013-03-18,30,False
2013-03-19,30,False
2013-03-20,20,False
2013-03-21,10,False
2013-03-22,5,False
2013-03-23,0,False
2013-03-24,6,False
2013-03-25,5,False
2013-03-26,25,False
2013-03-27,26,False
2013-03-28,16,False
2013-03-29,12,False
2013-03-30,0,False
2013-03-31,0,False
2013-04-01,32,False
2013-04-02,10,False
2013-04-03,5,False
2013-04-04,10,False
2013-04-05,16,False
2013-04-06,12,False
2013-04-07,6,False
2013-04-08,15,False
2013-04-09,10,False
2013-04-10,5,False
2013-04-11,10,False
2013-04-12,10,False
2013-04-13,0,False
2013-04-14,0,False
2013-04-15,10,False
2013-04-16,30,False
2013-04-17,25,False
2013-04-18,41,False
2013-04-19,100,False
2013-04-20,31,False
2013-04-21,30,False
2013-04-22,40,False
2013-04-23,30,False
2013-04-24,51,False
2013-04-25,20,False
2013-04-26,16,False
2013-04-27,12,False
2013-04-28,0,False
2013-04-29,20,False
2013-04-30,30,False
2013-05-01,16,False
2013-05-02,10,False
2013-05-03,16,False
2013-05-04,6,False
2013-05-05,6,False
2013-05-06,5,False
2013-05-07,10,False
2013-05-08,10,False
2013-05-09,21,False
2013-05-10,5,False
2013-05-11,18,False
2013-05-12,0,False
2013-05-13,15,False
2013-05-14,5,False
2013-05-15,20,False
2013-05-16,10,False
2013-05-17,5,False
2013-05-18,0,False
2013-05-19,0,False
2013-05-20,5,False
2013-05-21,15,False
2013-05-22,15,False
2013-05-23,10,False
2013-05-24,16,False
2013-05-25,18,False
2013-05-26,0,False
2013-05-27,15,False
2013-05-28,10,False
2013-05-29,20,False
2013-05-30,25,False
2013-05-31,10,False
2013-06-01,12,False
