date,Vertex Pharmaceuticals,isPartial
2013-06-29,0,False
2013-06-30,25,False
2013-07-01,60,False
2013-07-02,31,False
2013-07-03,20,False
2013-07-04,21,False
2013-07-05,33,False
2013-07-06,0,False
2013-07-07,0,False
2013-07-08,20,False
2013-07-09,31,False
2013-07-10,31,False
2013-07-11,10,False
2013-07-12,43,False
2013-07-13,13,False
2013-07-14,0,False
2013-07-15,0,False
2013-07-16,31,False
2013-07-17,31,False
2013-07-18,31,False
2013-07-19,32,False
2013-07-20,25,False
2013-07-21,0,False
2013-07-22,30,False
2013-07-23,20,False
2013-07-24,0,False
2013-07-25,42,False
2013-07-26,64,False
2013-07-27,13,False
2013-07-28,12,False
2013-07-29,20,False
2013-07-30,81,False
2013-07-31,10,False
2013-08-01,21,False
2013-08-02,22,False
2013-08-03,0,False
2013-08-04,13,False
2013-08-05,31,False
2013-08-06,31,False
2013-08-07,41,False
2013-08-08,11,False
2013-08-09,22,False
2013-08-10,0,False
2013-08-11,12,False
2013-08-12,20,False
2013-08-13,50,False
2013-08-14,72,False
2013-08-15,32,False
2013-08-16,22,False
2013-08-17,0,False
2013-08-18,0,False
2013-08-19,0,False
2013-08-20,50,False
2013-08-21,30,False
2013-08-22,51,False
2013-08-23,85,False
2013-08-24,12,False
2013-08-25,12,False
2013-08-26,20,False
2013-08-27,19,False
2013-08-28,0,False
2013-08-29,30,False
2013-08-30,31,False
2013-08-31,0,False
2013-09-01,12,False
2013-09-02,0,False
2013-09-03,19,False
2013-09-04,29,False
2013-09-05,39,False
2013-09-06,21,False
2013-09-07,12,False
2013-09-08,11,False
2013-09-09,39,False
2013-09-10,37,False
2013-09-11,10,False
2013-09-12,48,False
2013-09-13,20,False
2013-09-14,46,False
2013-09-15,56,False
2013-09-16,38,False
2013-09-17,10,False
2013-09-18,39,False
2013-09-19,48,False
2013-09-20,31,False
2013-09-21,0,False
2013-09-22,0,False
2013-09-23,58,False
2013-09-24,10,False
2013-09-25,38,False
2013-09-26,39,False
2013-09-27,41,False
2013-09-28,23,False
2013-09-29,0,False
2013-09-30,9,False
2013-10-01,0,False
2013-10-02,19,False
2013-10-03,49,False
2013-10-04,30,False
2013-10-05,11,False
2013-10-06,11,False
2013-10-07,28,False
2013-10-08,19,False
2013-10-09,29,False
2013-10-10,57,False
2013-10-11,10,False
2013-10-12,23,False
2013-10-13,11,False
2013-10-14,10,False
2013-10-15,10,False
2013-10-16,29,False
2013-10-17,19,False
2013-10-18,100,False
2013-10-19,0,False
2013-10-20,22,False
2013-10-21,37,False
2013-10-22,37,False
2013-10-23,9,False
2013-10-24,19,False
2013-10-25,20,False
2013-10-26,11,False
2013-10-27,11,False
2013-10-28,28,False
2013-10-29,65,False
2013-10-30,56,False
2013-10-31,10,False
2013-11-01,31,False
2013-11-02,0,False
2013-11-03,22,False
2013-11-04,9,False
2013-11-05,19,False
2013-11-06,64,False
2013-11-07,28,False
2013-11-08,29,False
2013-11-09,0,False
2013-11-10,33,False
2013-11-11,28,False
2013-11-12,28,False
2013-11-13,19,False
2013-11-14,47,False
2013-11-15,30,False
2013-11-16,11,False
2013-11-17,11,False
2013-11-18,0,False
2013-11-19,0,False
2013-11-20,19,False
2013-11-21,37,False
2013-11-22,19,False
2013-11-23,0,False
2013-11-24,11,False
2013-11-25,27,False
2013-11-26,9,False
2013-11-27,0,False
2013-11-28,10,False
2013-11-29,10,False
2013-11-30,11,False
2013-12-01,10,False
2013-12-02,9,False
2013-12-03,18,False
2013-12-04,74,False
2013-12-05,28,False
2013-12-06,0,False
2013-12-07,11,False
2013-12-08,0,False
2013-12-09,46,False
2013-12-10,18,False
2013-12-11,46,False
2013-12-12,29,False
2013-12-13,30,False
2013-12-14,11,False
2013-12-15,0,False
2013-12-16,47,False
2013-12-17,28,False
2013-12-18,19,False
2013-12-19,68,False
2013-12-20,51,False
2013-12-21,23,False
2013-12-22,0,False
2013-12-23,31,False
2013-12-24,11,False
2013-12-25,0,False
2013-12-26,0,False
2013-12-27,0,False
2013-12-28,0,False
2013-12-29,0,False
2013-12-30,30,False
2013-12-31,0,False
2014-01-01,0,False
2014-01-02,29,False
2014-01-03,10,False
2014-01-04,11,False
2014-01-05,11,False
2014-01-06,28,False
2014-01-07,27,False
2014-01-08,36,False
2014-01-09,18,False
2014-01-10,9,False
2014-01-11,0,False
2014-01-12,21,False
2014-01-13,35,False
2014-01-14,72,False
2014-01-15,36,False
2014-01-16,54,False
2014-01-17,37,False
2014-01-18,11,False
2014-01-19,0,False
2014-01-20,9,False
2014-01-21,9,False
2014-01-22,36,False
2014-01-23,53,False
2014-01-24,28,False
2014-01-25,41,False
2014-01-26,0,False
2014-01-27,17,False
2014-01-28,26,False
2014-01-29,53,False
2014-01-30,71,False
2014-01-31,28,False
2014-02-01,10,False
2014-02-02,0,False
2014-02-03,26,False
2014-02-04,62,False
2014-02-05,35,False
2014-02-06,12,False
2014-02-07,40,False
2014-02-08,10,False
2014-02-09,30,False
2014-02-10,26,False
2014-02-11,69,False
2014-02-12,88,False
2014-02-13,27,False
2014-02-14,46,False
2014-02-15,10,False
2014-02-16,31,False
2014-02-17,9,False
2014-02-18,17,False
2014-02-19,44,False
2014-02-20,44,False
2014-02-21,28,False
2014-02-22,10,False
2014-02-23,10,False
2014-02-24,35,False
2014-02-25,52,False
2014-02-26,26,False
2014-02-27,9,False
2014-02-28,9,False
2014-03-01,21,False
2014-03-02,20,False
2014-03-03,9,False
2014-03-04,45,False
2014-03-05,26,False
2014-03-06,35,False
2014-03-07,28,False
2014-03-08,21,False
2014-03-09,0,False
2014-03-10,18,False
2014-03-11,61,False
2014-03-12,27,False
2014-03-13,62,False
2014-03-14,19,False
2014-03-15,0,False
2014-03-16,20,False
