date,Vertex Pharmaceuticals,isPartial
2011-01-01,0,False
2011-01-02,12,False
2011-01-03,29,False
2011-01-04,9,False
2011-01-05,37,False
2011-01-06,19,False
2011-01-07,29,False
2011-01-08,11,False
2011-01-09,22,False
2011-01-10,18,False
2011-01-11,18,False
2011-01-12,18,False
2011-01-13,9,False
2011-01-14,0,False
2011-01-15,11,False
2011-01-16,11,False
2011-01-17,26,False
2011-01-18,9,False
2011-01-19,26,False
2011-01-20,9,False
2011-01-21,18,False
2011-01-22,33,False
2011-01-23,0,False
2011-01-24,52,False
2011-01-25,18,False
2011-01-26,26,False
2011-01-27,9,False
2011-01-28,37,False
2011-01-29,0,False
2011-01-30,10,False
2011-01-31,8,False
2011-02-01,25,False
2011-02-02,17,False
2011-02-03,17,False
2011-02-04,27,False
2011-02-05,0,False
2011-02-06,10,False
2011-02-07,8,False
2011-02-08,26,False
2011-02-09,9,False
2011-02-10,35,False
2011-02-11,9,False
2011-02-12,32,False
2011-02-13,11,False
2011-02-14,26,False
2011-02-15,59,False
2011-02-16,17,False
2011-02-17,9,False
2011-02-18,36,False
2011-02-19,11,False
2011-02-20,21,False
2011-02-21,9,False
2011-02-22,9,False
2011-02-23,43,False
2011-02-24,35,False
2011-02-25,18,False
2011-02-26,21,False
2011-02-27,10,False
2011-02-28,17,False
2011-03-01,42,False
2011-03-02,17,False
2011-03-03,52,False
2011-03-04,36,False
2011-03-05,0,False
2011-03-06,11,False
2011-03-07,26,False
2011-03-08,35,False
2011-03-09,26,False
2011-03-10,17,False
2011-03-11,9,False
2011-03-12,11,False
2011-03-13,0,False
2011-03-14,18,False
2011-03-15,42,False
2011-03-16,25,False
2011-03-17,17,False
2011-03-18,0,False
2011-03-19,32,False
2011-03-20,10,False
2011-03-21,0,False
2011-03-22,0,False
2011-03-23,25,False
2011-03-24,17,False
2011-03-25,54,False
2011-03-26,21,False
2011-03-27,11,False
2011-03-28,17,False
2011-03-29,25,False
2011-03-30,8,False
2011-03-31,52,False
2011-04-01,45,False
2011-04-02,11,False
2011-04-03,10,False
2011-04-04,34,False
2011-04-05,8,False
2011-04-06,17,False
2011-04-07,43,False
2011-04-08,45,False
2011-04-09,0,False
2011-04-10,22,False
2011-04-11,50,False
2011-04-12,17,False
2011-04-13,26,False
2011-04-14,0,False
2011-04-15,18,False
2011-04-16,11,False
2011-04-17,11,False
2011-04-18,17,False
2011-04-19,61,False
2011-04-20,26,False
2011-04-21,19,False
2011-04-22,31,False
2011-04-23,0,False
2011-04-24,36,False
2011-04-25,28,False
2011-04-26,75,False
2011-04-27,42,False
2011-04-28,85,False
2011-04-29,45,False
2011-04-30,0,False
2011-05-01,22,False
2011-05-02,17,False
2011-05-03,42,False
2011-05-04,9,False
2011-05-05,26,False
2011-05-06,18,False
2011-05-07,0,False
2011-05-08,11,False
2011-05-09,25,False
2011-05-10,8,False
2011-05-11,59,False
2011-05-12,50,False
2011-05-13,63,False
2011-05-14,0,False
2011-05-15,31,False
2011-05-16,25,False
2011-05-17,17,False
2011-05-18,42,False
2011-05-19,0,False
2011-05-20,9,False
2011-05-21,0,False
2011-05-22,11,False
2011-05-23,100,False
2011-05-24,50,False
2011-05-25,50,False
2011-05-26,51,False
2011-05-27,27,False
2011-05-28,0,False
2011-05-29,11,False
2011-05-30,18,False
2011-05-31,8,False
2011-06-01,43,False
2011-06-02,18,False
2011-06-03,18,False
2011-06-04,0,False
2011-06-05,0,False
2011-06-06,8,False
2011-06-07,25,False
2011-06-08,34,False
2011-06-09,42,False
2011-06-10,9,False
2011-06-11,22,False
2011-06-12,22,False
2011-06-13,26,False
2011-06-14,58,False
2011-06-15,25,False
2011-06-16,17,False
2011-06-17,36,False
2011-06-18,11,False
2011-06-19,21,False
2011-06-20,25,False
2011-06-21,33,False
2011-06-22,59,False
2011-06-23,9,False
2011-06-24,45,False
2011-06-25,11,False
2011-06-26,11,False
2011-06-27,25,False
2011-06-28,17,False
2011-06-29,8,False
2011-06-30,43,False
2011-07-01,18,False
2011-07-02,11,False
2011-07-03,11,False
2011-07-04,9,False
2011-07-05,17,False
2011-07-06,17,False
2011-07-07,43,False
2011-07-08,18,False
2011-07-09,11,False
2011-07-10,0,False
2011-07-11,25,False
2011-07-12,25,False
2011-07-13,17,False
2011-07-14,17,False
2011-07-15,18,False
2011-07-16,22,False
2011-07-17,0,False
2011-07-18,25,False
2011-07-19,17,False
2011-07-20,17,False
2011-07-21,17,False
2011-07-22,45,False
2011-07-23,11,False
2011-07-24,11,False
2011-07-25,42,False
2011-07-26,33,False
2011-07-27,34,False
2011-07-28,34,False
2011-07-29,9,False
2011-07-30,32,False
2011-07-31,0,False
2011-08-01,26,False
2011-08-02,34,False
2011-08-03,50,False
2011-08-04,17,False
2011-08-05,27,False
2011-08-06,11,False
2011-08-07,10,False
2011-08-08,24,False
2011-08-09,16,False
2011-08-10,17,False
2011-08-11,8,False
2011-08-12,36,False
2011-08-13,0,False
2011-08-14,11,False
