date,Vertex Pharmaceuticals,isPartial
2011-08-15,9,False
2011-08-16,50,False
2011-08-17,17,False
2011-08-18,0,False
2011-08-19,26,False
2011-08-20,21,False
2011-08-21,0,False
2011-08-22,48,False
2011-08-23,16,False
2011-08-24,40,False
2011-08-25,16,False
2011-08-26,26,False
2011-08-27,0,False
2011-08-28,0,False
2011-08-29,32,False
2011-08-30,8,False
2011-08-31,40,False
2011-09-01,24,False
2011-09-02,34,False
2011-09-03,10,False
2011-09-04,10,False
2011-09-05,24,False
2011-09-06,23,False
2011-09-07,31,False
2011-09-08,24,False
2011-09-09,24,False
2011-09-10,10,False
2011-09-11,9,False
2011-09-12,23,False
2011-09-13,15,False
2011-09-14,15,False
2011-09-15,8,False
2011-09-16,74,False
2011-09-17,29,False
2011-09-18,0,False
