date,Vertex Pharmaceuticals,isPartial
2016-05-04,0,False
2016-05-05,0,False
2016-05-06,27,False
2016-05-07,0,False
2016-05-08,15,False
2016-05-09,25,False
2016-05-10,49,False
2016-05-11,37,False
2016-05-12,50,False
2016-05-13,39,False
2016-05-14,29,False
2016-05-15,28,False
2016-05-16,38,False
2016-05-17,49,False
2016-05-18,24,False
2016-05-19,50,False
2016-05-20,40,False
2016-05-21,0,False
2016-05-22,0,False
2016-05-23,37,False
2016-05-24,38,False
2016-05-25,38,False
2016-05-26,66,False
2016-05-27,13,False
2016-05-28,15,False
2016-05-29,30,False
2016-05-30,26,False
2016-05-31,0,False
2016-06-01,50,False
2016-06-02,51,False
2016-06-03,27,False
2016-06-04,15,False
2016-06-05,15,False
2016-06-06,12,False
2016-06-07,25,False
2016-06-08,38,False
2016-06-09,13,False
2016-06-10,27,False
2016-06-11,29,False
2016-06-12,14,False
2016-06-13,49,False
2016-06-14,25,False
2016-06-15,38,False
2016-06-16,13,False
2016-06-17,27,False
2016-06-18,0,False
2016-06-19,15,False
2016-06-20,13,False
2016-06-21,50,False
2016-06-22,51,False
2016-06-23,26,False
2016-06-24,27,False
2016-06-25,15,False
2016-06-26,15,False
2016-06-27,13,False
2016-06-28,38,False
2016-06-29,13,False
2016-06-30,39,False
2016-07-01,27,False
2016-07-02,0,False
2016-07-03,0,False
2016-07-04,27,False
2016-07-05,27,False
2016-07-06,55,False
2016-07-07,28,False
2016-07-08,28,False
2016-07-09,0,False
2016-07-10,31,False
2016-07-11,53,False
2016-07-12,40,False
2016-07-13,67,False
2016-07-14,52,False
2016-07-15,14,False
2016-07-16,16,False
2016-07-17,0,False
2016-07-18,54,False
2016-07-19,14,False
2016-07-20,27,False
2016-07-21,68,False
2016-07-22,41,False
2016-07-23,0,False
2016-07-24,0,False
2016-07-25,40,False
2016-07-26,0,False
2016-07-27,80,False
2016-07-28,27,False
2016-07-29,28,False
2016-07-30,16,False
2016-07-31,31,False
2016-08-01,0,False
2016-08-02,13,False
2016-08-03,27,False
2016-08-04,41,False
2016-08-05,58,False
2016-08-06,66,False
2016-08-07,16,False
2016-08-08,0,False
2016-08-09,41,False
2016-08-10,28,False
2016-08-11,14,False
2016-08-12,44,False
2016-08-13,0,False
2016-08-14,0,False
2016-08-15,29,False
2016-08-16,42,False
2016-08-17,71,False
2016-08-18,29,False
2016-08-19,74,False
2016-08-20,0,False
2016-08-21,0,False
2016-08-22,28,False
