date,VOD stock
2017-01-19,39
2017-01-20,0
2017-01-21,0
2017-01-22,0
2017-01-23,19
2017-01-24,38
2017-01-25,59
2017-01-26,19
2017-01-27,20
2017-01-28,0
2017-01-29,22
2017-01-30,57
2017-01-31,19
2017-02-01,76
2017-02-02,58
2017-02-03,0
2017-02-04,44
2017-02-05,0
2017-02-06,57
2017-02-07,38
2017-02-08,76
2017-02-09,19
2017-02-10,40
2017-02-11,0
2017-02-12,0
2017-02-13,38
2017-02-14,19
2017-02-15,78
2017-02-16,19
2017-02-17,0
2017-02-18,0
2017-02-19,0
2017-02-20,0
2017-02-21,38
2017-02-22,38
2017-02-23,39
2017-02-24,0
2017-02-25,0
2017-02-26,0
2017-02-27,19
2017-02-28,38
2017-03-01,73
2017-03-02,37
2017-03-03,39
2017-03-04,22
2017-03-05,0
2017-03-06,18
2017-03-07,18
2017-03-08,19
2017-03-09,19
2017-03-10,78
2017-03-11,22
2017-03-12,0
2017-03-13,18
2017-03-14,0
2017-03-15,38
2017-03-16,77
2017-03-17,100
2017-03-18,0
2017-03-19,21
2017-03-20,95
2017-03-21,19
2017-03-22,38
2017-03-23,19
2017-03-24,39
2017-03-25,44
2017-03-26,0
2017-03-27,38
2017-03-28,19
2017-03-29,57
2017-03-30,39
2017-03-31,0
2017-04-01,22
2017-04-02,0
2017-04-03,0
2017-04-04,19
2017-04-05,0
2017-04-06,0
2017-04-07,0
2017-04-08,0
2017-04-09,23
2017-04-10,39
2017-04-11,19
2017-04-12,19
2017-04-13,41
2017-04-14,44
2017-04-15,0
2017-04-16,0
2017-04-17,60
2017-04-18,0
2017-04-19,0
2017-04-20,0
2017-04-21,40
2017-04-22,0
2017-04-23,21
2017-04-24,0
2017-04-25,0
2017-04-26,38
2017-04-27,38
2017-04-28,20
2017-04-29,45
2017-04-30,0
2017-05-01,0
2017-05-02,19
2017-05-03,19
2017-05-04,0
2017-05-05,20
2017-05-06,0
2017-05-07,0
2017-05-08,19
2017-05-09,19
2017-05-10,38
2017-05-11,19
2017-05-12,0
2017-05-13,0
2017-05-14,23
2017-05-15,41
2017-05-16,61
2017-05-17,41
2017-05-18,21
2017-05-19,21
2017-05-20,0
2017-05-21,24
2017-05-22,41
2017-05-23,20
2017-05-24,21
2017-05-25,0
2017-05-26,88
2017-05-27,25
2017-05-28,0
2017-05-29,0
2017-05-30,20
2017-05-31,60
2017-06-01,84
2017-06-02,21
2017-06-03,0
2017-06-04,0
2017-06-05,41
2017-06-06,20
2017-06-07,20
2017-06-08,40
2017-06-09,42
2017-06-10,0
2017-06-11,0
2017-06-12,79
2017-06-13,20
2017-06-14,20
2017-06-15,21
2017-06-16,21
2017-06-17,0
2017-06-18,0
2017-06-19,0
2017-06-20,39
2017-06-21,0
2017-06-22,40
2017-06-23,41
2017-06-24,0
2017-06-25,0
2017-06-26,21
2017-06-27,0
2017-06-28,63
2017-06-29,42
2017-06-30,0
2017-07-01,0
2017-07-02,0
2017-07-03,0
2017-07-04,21
2017-07-05,21
2017-07-06,21
2017-07-07,22
2017-07-08,0
2017-07-09,0
2017-07-10,0
2017-07-11,61
2017-07-12,20
2017-07-13,0
2017-07-14,22
2017-07-15,0
2017-07-16,0
2017-07-17,0
2017-07-18,21
2017-07-19,20
2017-07-20,0
2017-07-21,22
2017-07-22,0
2017-07-23,0
2017-07-24,21
2017-07-25,0
2017-07-26,20
2017-07-27,21
2017-07-28,64
2017-07-29,24
2017-07-30,24
2017-07-31,0
2017-08-01,39
2017-08-02,0
2017-08-03,60
2017-08-04,21
2017-08-05,0
2017-08-06,24
2017-08-07,20
2017-08-08,0
2017-08-09,20
2017-08-10,40
2017-08-11,0
2017-08-12,23
2017-08-13,23
2017-08-14,41
2017-08-15,41
2017-08-16,0
2017-08-17,0
2017-08-18,21
2017-08-19,45
2017-08-20,23
2017-08-21,39
2017-08-22,39
2017-08-23,20
2017-08-24,60
2017-08-25,0
2017-08-26,0
2017-08-27,23
2017-08-28,20
2017-08-29,20
2017-08-30,0
2017-08-31,0
2017-09-01,0
2017-09-02,23
2017-09-03,0
2017-09-04,0
2017-09-05,0
2017-09-06,19
2017-09-07,20
2017-09-08,41
2017-09-09,0
2017-09-10,0
2017-09-11,39
2017-09-12,0
2017-09-13,0
2017-09-14,20
2017-09-15,0
2017-09-16,46
2017-09-17,22
2017-09-18,20
2017-09-19,39
2017-09-20,0
2017-09-21,20
2017-09-22,21
2017-09-23,23
2017-09-24,0
2017-09-25,39
2017-09-26,0
2017-09-27,19
2017-09-28,20
2017-09-29,41
2017-09-30,0
2017-10-01,0
2017-10-02,39
2017-10-03,20
2017-10-04,19
2017-10-05,0
2017-10-06,0
