date,value
2017-10-06,41.62136626447172
2017-10-07,17.01742199272688
2017-10-08,14.945485814872296
2017-10-09,41.03132121290965
2017-10-10,42.76202666269487
2017-10-11,39.884869981509816
2017-10-12,42.71292304381818
2017-10-13,34.471787347209066
2017-10-14,20.38062565454393
2017-10-15,10.872774283410713
2017-10-16,36.83834523832379
2017-10-17,46.44190924314293
2017-10-18,39.98307721926318
2017-10-19,43.493591737710304
2017-10-20,38.98393684449341
2017-10-21,22.01561847064321
2017-10-22,16.894662945535163
2017-10-23,46.78563457527976
2017-10-24,64.55667884839298
2017-10-25,46.85679539952734
2017-10-26,49.02693881513532
2017-10-27,38.98393684449341
2017-10-28,18.284137667251
2017-10-29,22.111331104329143
2017-10-30,39.17785671593271
2017-10-31,36.61737895337869
2017-11-01,29.01209569809909
2017-11-02,42.445347744063845
2017-11-03,30.377018610376588
2017-11-04,14.847278577118919
2017-11-05,24.89277515182827
2017-11-06,40.66553867540193
2017-11-07,41.42165555985571
2017-11-08,39.39632839681037
2017-11-09,29.98668426343052
2017-11-10,28.93844026978406
2017-11-11,21.797146789765566
2017-11-12,16.602535836342476
2017-11-13,33.08231262549323
2017-11-14,38.3971880220406
2017-11-15,54.685539543819495
2017-11-16,36.83834523832379
2017-11-17,24.9884877855142
2017-11-18,12.628031542634268
2017-11-19,12.96926227070364
2017-11-20,32.765633706862204
2017-11-21,35.95946930667828
2017-11-22,29.473590869292746
2017-11-23,31.304998160898773
2017-11-24,18.96659912338975
2017-11-25,16.602535836342476
2017-11-26,11.628891167864492
2017-11-27,36.90950606257138
2017-11-28,37.398047647270815
2017-11-29,28.523554113399648
2017-11-30,26.792848663614446
2017-12-01,31.253399937954644
2017-12-02,15.480636414380978
2017-12-03,15.821867142450351
2017-12-04,30.15854692949893
2017-12-05,33.570854210192664
2017-12-06,29.743660773114534
2017-12-07,38.30147538835465
2017-12-08,28.913888460345717
2017-12-09,15.163957495749948
2017-12-10,15.431532795504289
2017-12-11,27.914748085575933
2017-12-12,37.42259945670914
2017-12-13,35.88581387836325
2017-12-14,28.28053062308366
2017-12-15,26.500721554421762
2017-12-16,14.53059965848789
2017-12-17,8.776286296117783
2017-12-18,28.889336650907374
2017-12-19,27.816540847822555
2017-12-20,29.67000534479949
2017-12-21,36.740138000570404
2017-12-22,30.303363182061553
2017-12-23,8.410503758610062
2017-12-24,10.605198983656374
2017-12-25,8.55781461524013
2017-12-26,18.870886489703818
2017-12-27,29.328774616730122
2017-12-28,14.822726767680573
2017-12-29,16.06489063276635
2017-12-30,10.9218779022874
2017-12-31,14.164817120980173
2018-01-01,12.311352624003238
2018-01-02,26.817400473052782
2018-01-03,28.255978813645314
2018-01-04,49.0048816097644
2018-01-05,27.10952758224547
2018-01-06,18.139321414688386
2018-01-07,17.992010558058322
2018-01-08,53.29357021803619
2018-01-09,42.29803688743376
2018-01-10,42.104117015994454
2018-01-11,40.03218083813988
2018-01-12,40.03218083813988
2018-01-13,15.821867142450351
2018-01-14,71.40833982328624
2018-01-15,37.4471512661475
2018-01-16,45.00582550661786
2018-01-17,34.520890966085766
2018-01-18,34.692753632154165
2018-01-19,30.57093848181589
2018-01-20,20.844615429805025
2018-01-21,15.262164733503324
2018-01-22,49.2699623054513
2018-01-23,42.59016399662645
2018-01-24,34.17966023801639
2018-01-25,52.90323587109013
2018-01-26,48.95328338682028
2018-01-27,25.76915647940632
2018-01-28,17.01742199272688
2018-01-29,32.326195741039456
2018-01-30,46.85679539952734
2018-01-31,48.07690205924222
2018-02-01,36.934057872009724
2018-02-02,37.520806694462536
2018-02-03,21.16129434843606
2018-02-04,14.749071339365544
2018-02-05,49.61368763758811
2018-02-06,38.44629164091728
2018-02-07,35.083087979100235
2018-02-08,33.66906144794605
2018-02-09,33.42354335356261
2018-02-10,16.113994251643035
2018-02-11,12.188593576811517
2018-02-12,47.443544221980154
2018-02-13,34.984880741346856
2018-02-14,33.65199345071005
2018-02-15,58.525206001234864
2018-02-16,32.920428375694605
2018-02-17,29.262603000617432
2018-02-18,16.09443165033959
2018-02-19,26.33634270055569
2018-02-20,40.236079125848974
2018-02-21,45.35703465095703
2018-02-22,27.799472850586568
2018-02-23,38.7729489758181
2018-02-24,19.752257025416764
2018-02-25,11.705041200246976
2018-02-26,37.309818825787225
2018-02-27,40.967644200864406
2018-02-28,43.16233942591072
2018-03-01,36.578253750771786
2018-03-02,46.088599725972465
2018-03-03,23.410082400493952
2018-03-04,16.09443165033959
2018-03-05,38.7729489758181
2018-03-06,43.89390450092616
2018-03-07,42.430774350895284
2018-03-08,50.477990176065084
2018-03-09,33.65199345071005
2018-03-10,21.215387175447642
2018-03-11,26.33634270055569
2018-03-12,43.89390450092616
2018-03-13,29.262603000617432
2018-03-14,35.84668867575636
2018-03-15,31.457298225663738
2018-03-16,27.067907775571125
2018-03-17,9.510345975200666
2018-03-18,14.631301500308716
2018-03-19,32.920428375694605
2018-03-20,26.33634270055569
2018-03-21,32.920428375694605
2018-03-22,40.967644200864406
2018-03-23,32.18886330067918
2018-03-24,20.483822100432207
2018-03-25,24.141647475509387
2018-03-26,24.141647475509387
2018-03-27,27.799472850586568
2018-03-28,29.262603000617432
2018-03-29,41.69920927587985
2018-03-30,22.678517325478516
2018-03-31,19.752257025416764
2018-04-01,10.241911050216103
2018-04-02,32.920428375694605
2018-04-03,32.920428375694605
2018-04-04,41.69920927587985
2018-04-05,32.920428375694605
2018-04-06,25.60477762554025
2018-04-07,22.678517325478516
2018-04-08,12.436606275262411
2018-04-09,38.04138390080266
