date,AMAT stock
2016-05-04,11
2016-05-05,15
2016-05-06,8
2016-05-07,9
2016-05-08,0
2016-05-09,7
2016-05-10,22
2016-05-11,11
2016-05-12,11
2016-05-13,19
2016-05-14,0
2016-05-15,0
2016-05-16,7
2016-05-17,14
2016-05-18,7
2016-05-19,15
2016-05-20,88
2016-05-21,17
2016-05-22,17
2016-05-23,22
2016-05-24,51
2016-05-25,29
2016-05-26,35
2016-05-27,39
2016-05-28,17
2016-05-29,9
2016-05-30,0
2016-05-31,41
2016-06-01,22
2016-06-02,23
2016-06-03,23
2016-06-04,9
2016-06-05,9
2016-06-06,19
2016-06-07,26
2016-06-08,11
2016-06-09,8
2016-06-10,23
2016-06-11,0
2016-06-12,0
2016-06-13,18
2016-06-14,22
2016-06-15,15
2016-06-16,22
2016-06-17,35
2016-06-18,0
2016-06-19,9
2016-06-20,22
2016-06-21,26
2016-06-22,22
2016-06-23,38
2016-06-24,32
2016-06-25,9
2016-06-26,0
2016-06-27,19
2016-06-28,15
2016-06-29,30
2016-06-30,11
2016-07-01,24
2016-07-02,0
2016-07-03,9
2016-07-04,8
2016-07-05,12
2016-07-06,20
2016-07-07,16
2016-07-08,33
2016-07-09,9
2016-07-10,0
2016-07-11,47
2016-07-12,23
2016-07-13,31
2016-07-14,49
2016-07-15,28
2016-07-16,18
2016-07-17,9
2016-07-18,28
2016-07-19,12
2016-07-20,28
2016-07-21,32
2016-07-22,12
2016-07-23,0
2016-07-24,18
2016-07-25,12
2016-07-26,20
2016-07-27,39
2016-07-28,28
2016-07-29,16
2016-07-30,0
2016-07-31,9
2016-08-01,27
2016-08-02,19
2016-08-03,16
2016-08-04,32
2016-08-05,26
2016-08-06,0
2016-08-07,0
2016-08-08,16
2016-08-09,12
2016-08-10,12
2016-08-11,13
2016-08-12,13
2016-08-13,0
2016-08-14,0
2016-08-15,30
2016-08-16,17
2016-08-17,12
2016-08-18,59
2016-08-19,90
2016-08-20,29
2016-08-21,0
2016-08-22,33
2016-08-23,41
2016-08-24,44
2016-08-25,24
2016-08-26,33
2016-08-27,36
2016-08-28,9
2016-08-29,38
2016-08-30,27
2016-08-31,34
2016-09-01,46
2016-09-02,16
2016-09-03,22
2016-09-04,9
2016-09-05,0
2016-09-06,38
2016-09-07,15
2016-09-08,35
2016-09-09,24
2016-09-10,9
2016-09-11,0
2016-09-12,23
2016-09-13,27
2016-09-14,23
2016-09-15,12
2016-09-16,40
2016-09-17,34
2016-09-18,17
2016-09-19,7
2016-09-20,30
2016-09-21,34
2016-09-22,54
2016-09-23,32
2016-09-24,0
2016-09-25,9
2016-09-26,22
2016-09-27,30
2016-09-28,19
2016-09-29,26
2016-09-30,27
2016-10-01,13
2016-10-02,0
2016-10-03,15
2016-10-04,22
2016-10-05,15
2016-10-06,26
2016-10-07,23
2016-10-08,0
2016-10-09,9
2016-10-10,19
2016-10-11,30
2016-10-12,27
2016-10-13,19
2016-10-14,31
2016-10-15,17
2016-10-16,9
2016-10-17,11
2016-10-18,33
2016-10-19,22
2016-10-20,26
2016-10-21,15
2016-10-22,9
2016-10-23,17
2016-10-24,26
2016-10-25,22
2016-10-26,30
2016-10-27,23
2016-10-28,12
2016-10-29,0
2016-10-30,26
2016-10-31,8
2016-11-01,15
2016-11-02,26
2016-11-03,18
2016-11-04,16
2016-11-05,9
2016-11-06,0
2016-11-07,26
2016-11-08,43
2016-11-09,27
2016-11-10,45
2016-11-11,23
2016-11-12,9
2016-11-13,0
2016-11-14,15
2016-11-15,37
2016-11-16,33
2016-11-17,100
2016-11-18,81
2016-11-19,17
2016-11-20,25
2016-11-21,25
2016-11-22,47
2016-11-23,26
2016-11-24,19
2016-11-25,19
2016-11-26,0
2016-11-27,8
2016-11-28,42
2016-11-29,18
2016-11-30,53
2016-12-01,36
2016-12-02,30
2016-12-03,32
2016-12-04,0
2016-12-05,16
2016-12-06,14
2016-12-07,46
2016-12-08,58
2016-12-09,30
2016-12-10,12
2016-12-11,16
2016-12-12,24
2016-12-13,10
2016-12-14,28
2016-12-15,22
2016-12-16,50
2016-12-17,0
2016-12-18,17
2016-12-19,11
2016-12-20,26
2016-12-21,30
2016-12-22,27
2016-12-23,32
2016-12-24,9
2016-12-25,9
2016-12-26,16
2016-12-27,15
2016-12-28,30
2016-12-29,19
2016-12-30,8
2016-12-31,22
2017-01-01,27
2017-01-02,15
2017-01-03,36
2017-01-04,18
2017-01-05,40
2017-01-06,19
2017-01-07,8
2017-01-08,16
2017-01-09,31
2017-01-10,31
2017-01-11,35
2017-01-12,31
2017-01-13,25
2017-01-14,16
2017-01-15,0
2017-01-16,25
2017-01-17,27
2017-01-18,27
2017-01-19,45
