date,AMAT stock
2015-08-18,44
2015-08-19,30
2015-08-20,15
2015-08-21,15
2015-08-22,18
2015-08-23,0
2015-08-24,29
2015-08-25,15
2015-08-26,15
2015-08-27,60
2015-08-28,47
2015-08-29,0
2015-08-30,0
2015-08-31,14
2015-09-01,14
2015-09-02,29
2015-09-03,44
2015-09-04,31
2015-09-05,34
2015-09-06,17
2015-09-07,0
2015-09-08,0
2015-09-09,29
2015-09-10,0
2015-09-11,15
2015-09-12,0
2015-09-13,17
2015-09-14,14
2015-09-15,14
2015-09-16,14
2015-09-17,0
2015-09-18,15
2015-09-19,0
2015-09-20,50
2015-09-21,28
2015-09-22,28
2015-09-23,14
2015-09-24,15
2015-09-25,15
2015-09-26,0
2015-09-27,0
2015-09-28,14
2015-09-29,0
2015-09-30,14
2015-10-01,14
2015-10-02,30
2015-10-03,0
2015-10-04,17
2015-10-05,28
2015-10-06,56
2015-10-07,14
2015-10-08,29
2015-10-09,15
2015-10-10,17
2015-10-11,0
2015-10-12,15
2015-10-13,28
2015-10-14,0
2015-10-15,0
2015-10-16,29
2015-10-17,0
2015-10-18,0
2015-10-19,14
2015-10-20,27
2015-10-21,42
2015-10-22,42
2015-10-23,0
2015-10-24,0
2015-10-25,0
2015-10-26,14
2015-10-27,41
2015-10-28,0
2015-10-29,0
2015-10-30,30
2015-10-31,17
2015-11-01,0
2015-11-02,14
2015-11-03,42
2015-11-04,0
2015-11-05,0
2015-11-06,29
2015-11-07,17
2015-11-08,0
2015-11-09,14
2015-11-10,28
2015-11-11,14
2015-11-12,43
2015-11-13,15
2015-11-14,0
2015-11-15,0
2015-11-16,14
2015-11-17,14
2015-11-18,0
2015-11-19,28
2015-11-20,15
2015-11-21,16
2015-11-22,0
2015-11-23,14
2015-11-24,0
2015-11-25,0
2015-11-26,0
2015-11-27,29
2015-11-28,0
2015-11-29,0
2015-11-30,13
2015-12-01,27
2015-12-02,27
2015-12-03,14
2015-12-04,29
2015-12-05,0
2015-12-06,16
2015-12-07,28
2015-12-08,0
2015-12-09,14
2015-12-10,28
2015-12-11,29
2015-12-12,0
2015-12-13,0
2015-12-14,0
2015-12-15,0
2015-12-16,58
2015-12-17,15
2015-12-18,31
2015-12-19,0
2015-12-20,0
2015-12-21,29
2015-12-22,0
2015-12-23,32
2015-12-24,35
2015-12-25,0
2015-12-26,0
2015-12-27,0
2015-12-28,0
2015-12-29,46
2015-12-30,0
2015-12-31,34
2016-01-01,0
2016-01-02,0
2016-01-03,17
2016-01-04,0
2016-01-05,30
2016-01-06,30
2016-01-07,60
2016-01-08,15
2016-01-09,0
2016-01-10,0
2016-01-11,0
2016-01-12,43
2016-01-13,45
2016-01-14,44
2016-01-15,92
2016-01-16,0
2016-01-17,0
2016-01-18,15
2016-01-19,29
2016-01-20,59
2016-01-21,60
2016-01-22,61
2016-01-23,0
2016-01-24,0
2016-01-25,44
2016-01-26,0
2016-01-27,73
2016-01-28,0
2016-01-29,46
2016-01-30,17
2016-01-31,17
2016-02-01,0
2016-02-02,14
2016-02-03,0
2016-02-04,59
2016-02-05,0
2016-02-06,0
2016-02-07,34
2016-02-08,0
2016-02-09,30
2016-02-10,29
2016-02-11,15
2016-02-12,15
2016-02-13,0
2016-02-14,16
2016-02-15,0
2016-02-16,29
2016-02-17,15
2016-02-18,73
2016-02-19,30
2016-02-20,33
2016-02-21,17
2016-02-22,58
2016-02-23,0
2016-02-24,29
2016-02-25,29
2016-02-26,15
2016-02-27,0
2016-02-28,0
2016-02-29,28
2016-03-01,100
2016-03-02,28
2016-03-03,44
2016-03-04,30
2016-03-05,0
2016-03-06,16
2016-03-07,14
2016-03-08,15
2016-03-09,44
2016-03-10,15
2016-03-11,46
2016-03-12,0
2016-03-13,0
2016-03-14,58
2016-03-15,29
2016-03-16,0
2016-03-17,29
2016-03-18,0
2016-03-19,34
2016-03-20,0
2016-03-21,0
2016-03-22,74
2016-03-23,15
2016-03-24,16
2016-03-25,0
2016-03-26,17
2016-03-27,0
2016-03-28,0
2016-03-29,14
2016-03-30,29
2016-03-31,15
2016-04-01,31
2016-04-02,17
2016-04-03,17
2016-04-04,14
2016-04-05,29
2016-04-06,15
2016-04-07,0
2016-04-08,31
2016-04-09,0
2016-04-10,17
2016-04-11,29
2016-04-12,43
2016-04-13,29
2016-04-14,0
2016-04-15,15
2016-04-16,0
2016-04-17,0
2016-04-18,14
2016-04-19,0
2016-04-20,15
2016-04-21,44
2016-04-22,15
2016-04-23,0
2016-04-24,0
2016-04-25,14
2016-04-26,14
2016-04-27,29
2016-04-28,0
2016-04-29,15
2016-04-30,0
2016-05-01,0
2016-05-02,30
2016-05-03,29
2016-05-04,15
