date,AMAT stock
2017-01-19,15
2017-01-20,3
2017-01-21,3
2017-01-22,0
2017-01-23,18
2017-01-24,18
2017-01-25,24
2017-01-26,15
2017-01-27,21
2017-01-28,17
2017-01-29,3
2017-01-30,26
2017-01-31,9
2017-02-01,17
2017-02-02,15
2017-02-03,12
2017-02-04,0
2017-02-05,0
2017-02-06,3
2017-02-07,11
2017-02-08,17
2017-02-09,9
2017-02-10,21
2017-02-11,3
2017-02-12,0
2017-02-13,20
2017-02-14,17
2017-02-15,56
2017-02-16,29
2017-02-17,32
2017-02-18,10
2017-02-19,3
2017-02-20,6
2017-02-21,35
2017-02-22,20
2017-02-23,20
2017-02-24,21
2017-02-25,7
2017-02-26,3
2017-02-27,9
2017-02-28,14
2017-03-01,19
2017-03-02,28
2017-03-03,24
2017-03-04,0
2017-03-05,0
2017-03-06,22
2017-03-07,27
2017-03-08,14
2017-03-09,14
2017-03-10,27
2017-03-11,7
2017-03-12,3
2017-03-13,30
2017-03-14,23
2017-03-15,20
2017-03-16,26
2017-03-17,24
2017-03-18,0
2017-03-19,0
2017-03-20,29
2017-03-21,20
2017-03-22,29
2017-03-23,21
2017-03-24,21
2017-03-25,10
2017-03-26,0
2017-03-27,20
2017-03-28,12
2017-03-29,23
2017-03-30,24
2017-03-31,24
2017-04-01,0
2017-04-02,3
2017-04-03,14
2017-04-04,9
2017-04-05,9
2017-04-06,18
2017-04-07,15
2017-04-08,7
2017-04-09,3
2017-04-10,29
2017-04-11,44
2017-04-12,15
2017-04-13,25
2017-04-14,17
2017-04-15,3
2017-04-16,0
2017-04-17,21
2017-04-18,11
2017-04-19,20
2017-04-20,26
2017-04-21,12
2017-04-22,7
2017-04-23,3
2017-04-24,9
2017-04-25,26
2017-04-26,17
2017-04-27,18
2017-04-28,24
2017-04-29,3
2017-04-30,0
2017-05-01,31
2017-05-02,17
2017-05-03,41
2017-05-04,32
2017-05-05,27
2017-05-06,3
2017-05-07,7
2017-05-08,26
2017-05-09,14
2017-05-10,35
2017-05-11,41
2017-05-12,24
2017-05-13,10
2017-05-14,10
2017-05-15,33
2017-05-16,31
2017-05-17,75
2017-05-18,100
2017-05-19,87
2017-05-20,7
2017-05-21,7
2017-05-22,22
2017-05-23,39
2017-05-24,38
2017-05-25,44
2017-05-26,40
2017-05-27,7
2017-05-28,15
2017-05-29,6
2017-05-30,40
2017-05-31,36
2017-06-01,35
2017-06-02,36
2017-06-03,25
2017-06-04,7
2017-06-05,31
2017-06-06,36
2017-06-07,55
2017-06-08,42
2017-06-09,48
2017-06-10,26
2017-06-11,0
2017-06-12,33
2017-06-13,24
2017-06-14,37
2017-06-15,35
2017-06-16,32
2017-06-17,0
2017-06-18,4
2017-06-19,18
2017-06-20,30
2017-06-21,41
2017-06-22,39
2017-06-23,34
2017-06-24,7
2017-06-25,4
2017-06-26,44
2017-06-27,50
2017-06-28,25
2017-06-29,32
2017-06-30,26
2017-07-01,11
2017-07-02,0
2017-07-03,26
2017-07-04,6
2017-07-05,16
2017-07-06,35
2017-07-07,36
2017-07-08,4
2017-07-09,4
2017-07-10,25
2017-07-11,19
2017-07-12,31
2017-07-13,35
2017-07-14,30
2017-07-15,11
2017-07-16,0
2017-07-17,35
2017-07-18,35
2017-07-19,50
2017-07-20,34
2017-07-21,33
2017-07-22,11
2017-07-23,4
2017-07-24,40
2017-07-25,22
2017-07-26,25
2017-07-27,37
2017-07-28,26
2017-07-29,14
2017-07-30,4
2017-07-31,22
2017-08-01,9
2017-08-02,20
2017-08-03,39
2017-08-04,28
2017-08-05,14
2017-08-06,0
2017-08-07,15
2017-08-08,23
2017-08-09,21
2017-08-10,31
2017-08-11,41
2017-08-12,7
2017-08-13,25
2017-08-14,43
2017-08-15,25
2017-08-16,30
2017-08-17,76
2017-08-18,63
2017-08-19,10
2017-08-20,0
2017-08-21,30
2017-08-22,29
2017-08-23,30
2017-08-24,24
2017-08-25,29
2017-08-26,7
2017-08-27,7
2017-08-28,27
2017-08-29,24
2017-08-30,30
2017-08-31,36
2017-09-01,25
2017-09-02,18
2017-09-03,0
2017-09-04,9
2017-09-05,32
2017-09-06,23
2017-09-07,18
2017-09-08,25
2017-09-09,10
2017-09-10,0
2017-09-11,17
2017-09-12,41
2017-09-13,44
2017-09-14,38
2017-09-15,21
2017-09-16,10
2017-09-17,0
2017-09-18,32
2017-09-19,56
2017-09-20,41
2017-09-21,24
2017-09-22,22
2017-09-23,3
2017-09-24,0
2017-09-25,15
2017-09-26,26
2017-09-27,30
2017-09-28,57
2017-09-29,50
2017-09-30,21
2017-10-01,17
2017-10-02,50
2017-10-03,53
2017-10-04,23
2017-10-05,41
2017-10-06,30
