date,AMAT stock
2014-07-24,26
2014-07-25,55
2014-07-26,32
2014-07-27,0
2014-07-28,53
2014-07-29,26
2014-07-30,26
2014-07-31,26
2014-08-01,41
2014-08-02,62
2014-08-03,0
2014-08-04,51
2014-08-05,0
2014-08-06,52
2014-08-07,0
2014-08-08,0
2014-08-09,0
2014-08-10,31
2014-08-11,26
2014-08-12,0
2014-08-13,26
2014-08-14,39
2014-08-15,70
2014-08-16,62
2014-08-17,31
2014-08-18,38
2014-08-19,25
2014-08-20,51
2014-08-21,26
2014-08-22,0
2014-08-23,0
2014-08-24,30
2014-08-25,25
2014-08-26,0
2014-08-27,49
2014-08-28,0
2014-08-29,27
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,72
2014-09-03,24
2014-09-04,50
2014-09-05,26
2014-09-06,0
2014-09-07,29
2014-09-08,24
2014-09-09,24
2014-09-10,48
2014-09-11,36
2014-09-12,51
2014-09-13,29
2014-09-14,43
2014-09-15,0
2014-09-16,24
2014-09-17,0
2014-09-18,24
2014-09-19,0
2014-09-20,29
2014-09-21,0
2014-09-22,0
2014-09-23,24
2014-09-24,0
2014-09-25,0
2014-09-26,25
2014-09-27,29
2014-09-28,0
2014-09-29,24
2014-09-30,0
2014-10-01,24
2014-10-02,0
2014-10-03,26
2014-10-04,0
2014-10-05,0
2014-10-06,0
2014-10-07,60
2014-10-08,48
2014-10-09,61
2014-10-10,62
2014-10-11,0
2014-10-12,0
2014-10-13,48
2014-10-14,47
2014-10-15,36
2014-10-16,0
2014-10-17,37
2014-10-18,0
2014-10-19,0
2014-10-20,0
2014-10-21,23
2014-10-22,0
2014-10-23,0
2014-10-24,0
2014-10-25,0
2014-10-26,0
2014-10-27,35
2014-10-28,0
2014-10-29,0
2014-10-30,48
2014-10-31,38
2014-11-01,58
2014-11-02,0
2014-11-03,47
2014-11-04,70
2014-11-05,23
2014-11-06,23
2014-11-07,0
2014-11-08,56
2014-11-09,0
2014-11-10,23
2014-11-11,35
2014-11-12,23
2014-11-13,70
2014-11-14,36
2014-11-15,27
2014-11-16,0
2014-11-17,23
2014-11-18,100
2014-11-19,73
2014-11-20,59
2014-11-21,49
2014-11-22,27
2014-11-23,27
2014-11-24,23
2014-11-25,57
2014-11-26,70
2014-11-27,48
2014-11-28,25
2014-11-29,54
2014-11-30,0
2014-12-01,23
2014-12-02,46
2014-12-03,23
2014-12-04,35
2014-12-05,37
2014-12-06,0
2014-12-07,0
2014-12-08,59
2014-12-09,0
2014-12-10,0
2014-12-11,70
2014-12-12,25
2014-12-13,0
2014-12-14,0
2014-12-15,23
2014-12-16,71
2014-12-17,36
2014-12-18,85
2014-12-19,38
2014-12-20,29
2014-12-21,0
2014-12-22,25
2014-12-23,26
2014-12-24,29
2014-12-25,31
2014-12-26,55
2014-12-27,28
2014-12-28,28
2014-12-29,25
2014-12-30,25
2014-12-31,28
2015-01-01,44
2015-01-02,0
2015-01-03,0
2015-01-04,53
2015-01-05,46
2015-01-06,23
2015-01-07,68
2015-01-08,0
2015-01-09,47
2015-01-10,26
2015-01-11,0
2015-01-12,33
2015-01-13,44
2015-01-14,44
2015-01-15,45
2015-01-16,69
2015-01-17,0
2015-01-18,26
2015-01-19,33
2015-01-20,22
2015-01-21,0
2015-01-22,34
2015-01-23,69
2015-01-24,0
2015-01-25,0
2015-01-26,0
2015-01-27,44
2015-01-28,0
2015-01-29,22
2015-01-30,45
2015-01-31,26
2015-02-01,0
2015-02-02,22
2015-02-03,33
2015-02-04,0
2015-02-05,55
2015-02-06,34
2015-02-07,0
2015-02-08,0
2015-02-09,44
2015-02-10,0
2015-02-11,66
2015-02-12,45
2015-02-13,23
2015-02-14,26
2015-02-15,0
2015-02-16,23
2015-02-17,0
2015-02-18,23
2015-02-19,90
2015-02-20,70
2015-02-21,39
2015-02-22,26
2015-02-23,33
2015-02-24,76
2015-02-25,22
2015-02-26,55
2015-02-27,23
2015-02-28,25
2015-03-01,0
2015-03-02,0
2015-03-03,54
2015-03-04,33
2015-03-05,33
2015-03-06,57
2015-03-07,0
2015-03-08,0
2015-03-09,0
2015-03-10,54
2015-03-11,44
2015-03-12,44
2015-03-13,34
2015-03-14,0
2015-03-15,0
2015-03-16,44
2015-03-17,43
2015-03-18,0
2015-03-19,22
2015-03-20,22
2015-03-21,0
2015-03-22,51
2015-03-23,22
2015-03-24,43
2015-03-25,0
2015-03-26,63
2015-03-27,80
2015-03-28,27
2015-03-29,0
2015-03-30,33
2015-03-31,22
2015-04-01,34
2015-04-02,47
2015-04-03,100
2015-04-04,27
2015-04-05,0
2015-04-06,47
2015-04-07,0
2015-04-08,22
2015-04-09,0
2015-04-10,35
