date,Liberty Global,isPartial
2017-10-06,12,False
2017-10-07,5,False
2017-10-08,7,False
2017-10-09,12,False
2017-10-10,16,False
2017-10-11,28,False
2017-10-12,27,False
2017-10-13,14,False
2017-10-14,7,False
2017-10-15,5,False
2017-10-16,13,False
2017-10-17,15,False
2017-10-18,13,False
2017-10-19,9,False
2017-10-20,8,False
2017-10-21,5,False
2017-10-22,5,False
2017-10-23,14,False
2017-10-24,20,False
2017-10-25,13,False
2017-10-26,22,False
2017-10-27,14,False
2017-10-28,5,False
2017-10-29,3,False
2017-10-30,9,False
2017-10-31,22,False
2017-11-01,25,False
2017-11-02,25,False
2017-11-03,13,False
2017-11-04,3,False
2017-11-05,18,False
2017-11-06,21,False
2017-11-07,16,False
2017-11-08,22,False
2017-11-09,12,False
2017-11-10,13,False
2017-11-11,8,False
2017-11-12,8,False
2017-11-13,9,False
2017-11-14,13,False
2017-11-15,16,False
2017-11-16,23,False
2017-11-17,10,False
2017-11-18,8,False
2017-11-19,5,False
2017-11-20,20,False
2017-11-21,23,False
2017-11-22,22,False
2017-11-23,10,False
2017-11-24,12,False
2017-11-25,7,False
2017-11-26,8,False
2017-11-27,17,False
2017-11-28,15,False
2017-11-29,28,False
2017-11-30,28,False
2017-12-01,19,False
2017-12-02,7,False
2017-12-03,5,False
2017-12-04,11,False
2017-12-05,11,False
2017-12-06,21,False
2017-12-07,19,False
2017-12-08,11,False
2017-12-09,3,False
2017-12-10,5,False
2017-12-11,13,False
2017-12-12,14,False
2017-12-13,14,False
2017-12-14,13,False
2017-12-15,12,False
2017-12-16,10,False
2017-12-17,0,False
2017-12-18,7,False
2017-12-19,12,False
2017-12-20,6,False
2017-12-21,14,False
2017-12-22,23,False
2017-12-23,4,False
2017-12-24,6,False
2017-12-25,6,False
2017-12-26,0,False
2017-12-27,14,False
2017-12-28,11,False
2017-12-29,5,False
2017-12-30,5,False
2017-12-31,4,False
2018-01-01,4,False
2018-01-02,17,False
2018-01-03,13,False
2018-01-04,13,False
2018-01-05,12,False
2018-01-06,8,False
2018-01-07,11,False
2018-01-08,8,False
2018-01-09,17,False
2018-01-10,10,False
2018-01-11,21,False
2018-01-12,19,False
2018-01-13,8,False
2018-01-14,6,False
2018-01-15,10,False
2018-01-16,20,False
2018-01-17,16,False
2018-01-18,15,False
2018-01-19,16,False
2018-01-20,5,False
2018-01-21,9,False
2018-01-22,15,False
2018-01-23,12,False
2018-01-24,22,False
2018-01-25,20,False
2018-01-26,6,False
2018-01-27,8,False
2018-01-28,5,False
2018-01-29,28,False
2018-01-30,19,False
2018-01-31,15,False
2018-02-01,8,False
2018-02-02,39,False
2018-02-03,21,False
2018-02-04,13,False
2018-02-05,35,False
2018-02-06,18,False
2018-02-07,23,False
2018-02-08,14,False
2018-02-09,13,False
2018-02-10,2,False
2018-02-11,11,False
2018-02-12,18,False
2018-02-13,14,False
2018-02-14,20,False
2018-02-15,27,False
2018-02-16,22,False
2018-02-17,6,False
2018-02-18,6,False
2018-02-19,23,False
2018-02-20,8,False
2018-02-21,14,False
2018-02-22,11,False
2018-02-23,15,False
2018-02-24,3,False
2018-02-25,3,False
2018-02-26,15,False
2018-02-27,15,False
2018-02-28,18,False
2018-03-01,11,False
2018-03-02,14,False
2018-03-03,6,False
2018-03-04,6,False
2018-03-05,16,False
2018-03-06,18,False
2018-03-07,17,False
2018-03-08,18,False
2018-03-09,7,False
2018-03-10,8,False
2018-03-11,8,False
2018-03-12,9,False
2018-03-13,11,False
2018-03-14,14,False
2018-03-15,12,False
2018-03-16,11,False
2018-03-17,6,False
2018-03-18,5,False
2018-03-19,14,False
2018-03-20,12,False
2018-03-21,11,False
2018-03-22,17,False
2018-03-23,10,False
2018-03-24,3,False
2018-03-25,5,False
2018-03-26,10,False
2018-03-27,24,False
2018-03-28,14,False
2018-03-29,10,False
2018-03-30,5,False
2018-03-31,8,False
2018-04-01,7,False
2018-04-02,10,False
2018-04-03,18,False
2018-04-04,22,False
2018-04-05,11,False
2018-04-06,16,False
2018-04-07,6,False
2018-04-08,3,False
2018-04-09,8,False
2018-04-10,18,False
2018-04-11,11,False
2018-04-12,18,False
2018-04-13,18,False
2018-04-14,3,False
2018-04-15,5,False
2018-04-16,16,False
2018-04-17,18,False
2018-04-18,18,False
2018-04-19,11,False
2018-04-20,22,False
2018-04-21,3,False
2018-04-22,11,False
2018-04-23,16,False
2018-04-24,22,False
2018-04-25,12,False
2018-04-26,19,False
2018-04-27,19,False
2018-04-28,10,False
2018-04-29,8,False
2018-04-30,13,False
2018-05-01,13,False
2018-05-02,17,False
2018-05-03,17,False
2018-05-04,15,False
2018-05-05,5,False
2018-05-06,3,False
2018-05-07,10,False
2018-05-08,34,False
2018-05-09,100,False
2018-05-10,45,False
2018-05-11,25,False
2018-05-12,10,False
2018-05-13,13,False
2018-05-14,34,False
2018-05-15,22,False
2018-05-16,16,False
2018-05-17,15,False
2018-05-18,19,False
2018-05-19,5,False
2018-05-20,3,False
2018-05-21,11,False
2018-05-22,17,False
2018-05-23,15,False
2018-05-24,13,False
2018-05-25,12,False
2018-05-26,5,False
2018-05-27,2,False
2018-05-28,10,False
2018-05-29,15,False
2018-05-30,24,False
2018-05-31,17,False
2018-06-01,9,False
2018-06-02,7,False
2018-06-03,2,False
2018-06-04,14,False
2018-06-05,14,False
2018-06-06,14,False
2018-06-07,7,False
2018-06-08,10,False
2018-06-09,3,False
2018-06-10,5,False
2018-06-11,20,False
2018-06-12,10,False
2018-06-13,19,False
2018-06-14,11,False
2018-06-15,10,False
2018-06-16,7,False
2018-06-17,13,False
2018-06-18,22,False
2018-06-19,14,False
2018-06-20,8,False
2018-06-21,25,False
2018-06-22,15,False
2018-06-23,10,False
