date,Liberty Global,isPartial
2013-11-06,43,False
2013-11-07,19,False
2013-11-08,13,False
2013-11-09,16,False
2013-11-10,9,False
2013-11-11,12,False
2013-11-12,30,False
2013-11-13,21,False
2013-11-14,26,False
2013-11-15,17,False
2013-11-16,13,False
2013-11-17,5,False
2013-11-18,21,False
2013-11-19,16,False
2013-11-20,8,False
2013-11-21,16,False
2013-11-22,10,False
2013-11-23,6,False
2013-11-24,6,False
2013-11-25,18,False
2013-11-26,13,False
2013-11-27,20,False
2013-11-28,17,False
2013-11-29,10,False
2013-11-30,8,False
2013-12-01,4,False
2013-12-02,26,False
2013-12-03,21,False
2013-12-04,21,False
2013-12-05,13,False
2013-12-06,15,False
2013-12-07,8,False
2013-12-08,8,False
2013-12-09,13,False
2013-12-10,19,False
2013-12-11,13,False
2013-12-12,25,False
2013-12-13,24,False
2013-12-14,19,False
2013-12-15,6,False
2013-12-16,24,False
2013-12-17,12,False
2013-12-18,9,False
2013-12-19,15,False
2013-12-20,10,False
2013-12-21,3,False
2013-12-22,8,False
2013-12-23,6,False
2013-12-24,13,False
2013-12-25,7,False
2013-12-26,11,False
2013-12-27,12,False
2013-12-28,3,False
2013-12-29,9,False
2013-12-30,17,False
2013-12-31,11,False
2014-01-01,12,False
2014-01-02,16,False
2014-01-03,12,False
2014-01-04,9,False
2014-01-05,11,False
2014-01-06,30,False
2014-01-07,32,False
2014-01-08,23,False
2014-01-09,22,False
2014-01-10,12,False
2014-01-11,7,False
2014-01-12,10,False
2014-01-13,44,False
2014-01-14,24,False
2014-01-15,16,False
2014-01-16,27,False
2014-01-17,25,False
2014-01-18,9,False
2014-01-19,10,False
2014-01-20,18,False
2014-01-21,16,False
2014-01-22,25,False
2014-01-23,28,False
2014-01-24,31,False
2014-01-25,15,False
2014-01-26,13,False
2014-01-27,100,False
2014-01-28,49,False
2014-01-29,45,False
2014-01-30,28,False
2014-01-31,20,False
2014-02-01,10,False
2014-02-02,12,False
2014-02-03,25,False
2014-02-04,25,False
2014-02-05,35,False
2014-02-06,14,False
2014-02-07,21,False
2014-02-08,7,False
2014-02-09,10,False
2014-02-10,30,False
2014-02-11,31,False
2014-02-12,19,False
2014-02-13,28,False
2014-02-14,27,False
2014-02-15,23,False
2014-02-16,16,False
2014-02-17,23,False
2014-02-18,14,False
2014-02-19,28,False
2014-02-20,21,False
2014-02-21,22,False
2014-02-22,9,False
2014-02-23,9,False
2014-02-24,20,False
2014-02-25,18,False
2014-02-26,12,False
2014-02-27,22,False
2014-02-28,14,False
2014-03-01,6,False
2014-03-02,7,False
2014-03-03,23,False
2014-03-04,96,False
2014-03-05,59,False
2014-03-06,34,False
2014-03-07,30,False
2014-03-08,9,False
2014-03-09,7,False
2014-03-10,24,False
2014-03-11,22,False
2014-03-12,24,False
2014-03-13,20,False
2014-03-14,33,False
2014-03-15,16,False
2014-03-16,6,False
2014-03-17,31,False
2014-03-18,27,False
2014-03-19,29,False
2014-03-20,20,False
2014-03-21,16,False
2014-03-22,12,False
2014-03-23,6,False
2014-03-24,28,False
2014-03-25,25,False
2014-03-26,25,False
2014-03-27,25,False
2014-03-28,26,False
2014-03-29,12,False
2014-03-30,3,False
2014-03-31,22,False
2014-04-01,21,False
2014-04-02,20,False
2014-04-03,12,False
2014-04-04,23,False
2014-04-05,6,False
2014-04-06,14,False
2014-04-07,36,False
2014-04-08,17,False
2014-04-09,17,False
2014-04-10,11,False
2014-04-11,11,False
2014-04-12,11,False
2014-04-13,9,False
2014-04-14,23,False
2014-04-15,17,False
2014-04-16,22,False
2014-04-17,19,False
2014-04-18,16,False
2014-04-19,8,False
2014-04-20,3,False
2014-04-21,11,False
2014-04-22,24,False
2014-04-23,17,False
2014-04-24,14,False
2014-04-25,17,False
2014-04-26,7,False
2014-04-27,14,False
2014-04-28,19,False
2014-04-29,18,False
2014-04-30,24,False
2014-05-01,26,False
2014-05-02,13,False
2014-05-03,3,False
2014-05-04,7,False
2014-05-05,18,False
2014-05-06,26,False
2014-05-07,31,False
2014-05-08,26,False
2014-05-09,33,False
2014-05-10,12,False
2014-05-11,9,False
2014-05-12,18,False
2014-05-13,29,False
2014-05-14,24,False
2014-05-15,26,False
2014-05-16,27,False
2014-05-17,12,False
2014-05-18,6,False
2014-05-19,22,False
2014-05-20,20,False
2014-05-21,31,False
2014-05-22,25,False
2014-05-23,21,False
2014-05-24,8,False
2014-05-25,13,False
2014-05-26,21,False
2014-05-27,20,False
2014-05-28,29,False
2014-05-29,10,False
2014-05-30,12,False
2014-05-31,5,False
2014-06-01,12,False
2014-06-02,14,False
2014-06-03,15,False
2014-06-04,20,False
2014-06-05,22,False
2014-06-06,25,False
2014-06-07,3,False
2014-06-08,7,False
2014-06-09,10,False
2014-06-10,24,False
2014-06-11,23,False
2014-06-12,14,False
2014-06-13,29,False
2014-06-14,7,False
2014-06-15,8,False
2014-06-16,19,False
2014-06-17,29,False
2014-06-18,29,False
2014-06-19,17,False
2014-06-20,30,False
2014-06-21,7,False
2014-06-22,7,False
2014-06-23,15,False
2014-06-24,18,False
2014-06-25,24,False
2014-06-26,17,False
2014-06-27,15,False
2014-06-28,14,False
2014-06-29,17,False
2014-06-30,22,False
2014-07-01,25,False
2014-07-02,18,False
2014-07-03,14,False
2014-07-04,8,False
2014-07-05,10,False
2014-07-06,3,False
2014-07-07,21,False
2014-07-08,25,False
2014-07-09,14,False
2014-07-10,21,False
2014-07-11,10,False
2014-07-12,15,False
2014-07-13,7,False
2014-07-14,25,False
2014-07-15,37,False
2014-07-16,24,False
2014-07-17,58,False
2014-07-18,35,False
2014-07-19,12,False
2014-07-20,7,False
2014-07-21,26,False
2014-07-22,26,False
2014-07-23,19,False
2014-07-24,27,False
