date,Liberty Global,isPartial
2010-08-24,31,False
2010-08-25,16,False
2010-08-26,16,False
2010-08-27,49,False
2010-08-28,0,False
2010-08-29,0,False
2010-08-30,30,False
2010-08-31,30,False
2010-09-01,31,False
2010-09-02,46,False
2010-09-03,32,False
2010-09-04,20,False
2010-09-05,0,False
2010-09-06,32,False
2010-09-07,37,False
2010-09-08,0,False
2010-09-09,15,False
2010-09-10,40,False
2010-09-11,20,False
2010-09-12,19,False
2010-09-13,37,False
2010-09-14,44,False
2010-09-15,0,False
2010-09-16,38,False
2010-09-17,24,False
2010-09-18,19,False
2010-09-19,19,False
2010-09-20,23,False
2010-09-21,30,False
2010-09-22,30,False
2010-09-23,52,False
2010-09-24,54,False
2010-09-25,19,False
2010-09-26,72,False
2010-09-27,14,False
2010-09-28,29,False
2010-09-29,43,False
2010-09-30,66,False
2010-10-01,39,False
2010-10-02,0,False
2010-10-03,36,False
2010-10-04,29,False
2010-10-05,51,False
2010-10-06,36,False
2010-10-07,23,False
2010-10-08,31,False
2010-10-09,0,False
2010-10-10,19,False
2010-10-11,15,False
2010-10-12,30,False
2010-10-13,14,False
2010-10-14,22,False
2010-10-15,61,False
2010-10-16,0,False
2010-10-17,18,False
2010-10-18,21,False
2010-10-19,57,False
2010-10-20,36,False
2010-10-21,29,False
2010-10-22,30,False
2010-10-23,0,False
2010-10-24,18,False
2010-10-25,21,False
2010-10-26,21,False
2010-10-27,28,False
2010-10-28,36,False
2010-10-29,38,False
2010-10-30,18,False
2010-10-31,27,False
2010-11-01,29,False
2010-11-02,42,False
2010-11-03,41,False
2010-11-04,62,False
2010-11-05,23,False
2010-11-06,27,False
2010-11-07,0,False
2010-11-08,34,False
2010-11-09,69,False
2010-11-10,35,False
2010-11-11,43,False
2010-11-12,0,False
2010-11-13,36,False
2010-11-14,17,False
2010-11-15,35,False
2010-11-16,42,False
2010-11-17,35,False
2010-11-18,63,False
2010-11-19,22,False
2010-11-20,26,False
2010-11-21,51,False
2010-11-22,20,False
2010-11-23,21,False
2010-11-24,21,False
2010-11-25,53,False
2010-11-26,31,False
2010-11-27,18,False
2010-11-28,34,False
2010-11-29,40,False
2010-11-30,41,False
2010-12-01,34,False
2010-12-02,48,False
2010-12-03,37,False
2010-12-04,0,False
2010-12-05,17,False
2010-12-06,90,False
2010-12-07,55,False
2010-12-08,43,False
2010-12-09,14,False
2010-12-10,37,False
2010-12-11,17,False
2010-12-12,0,False
2010-12-13,28,False
2010-12-14,55,False
2010-12-15,43,False
2010-12-16,29,False
2010-12-17,30,False
2010-12-18,0,False
2010-12-19,35,False
2010-12-20,36,False
2010-12-21,14,False
2010-12-22,30,False
2010-12-23,16,False
2010-12-24,38,False
2010-12-25,0,False
2010-12-26,39,False
2010-12-27,78,False
2010-12-28,23,False
2010-12-29,31,False
2010-12-30,16,False
2010-12-31,19,False
2011-01-01,0,False
2011-01-02,0,False
2011-01-03,14,False
2011-01-04,20,False
2011-01-05,48,False
2011-01-06,28,False
2011-01-07,43,False
2011-01-08,0,False
2011-01-09,16,False
2011-01-10,27,False
2011-01-11,39,False
2011-01-12,46,False
2011-01-13,53,False
2011-01-14,34,False
2011-01-15,41,False
2011-01-16,16,False
2011-01-17,26,False
2011-01-18,19,False
2011-01-19,33,False
2011-01-20,20,False
2011-01-21,27,False
2011-01-22,16,False
2011-01-23,0,False
2011-01-24,32,False
2011-01-25,39,False
2011-01-26,59,False
2011-01-27,53,False
2011-01-28,28,False
2011-01-29,16,False
2011-01-30,0,False
2011-01-31,55,False
2011-02-01,43,False
2011-02-02,31,False
2011-02-03,39,False
2011-02-04,47,False
2011-02-05,31,False
2011-02-06,38,False
2011-02-07,31,False
2011-02-08,25,False
2011-02-09,32,False
2011-02-10,45,False
2011-02-11,48,False
2011-02-12,16,False
2011-02-13,16,False
2011-02-14,38,False
2011-02-15,37,False
2011-02-16,13,False
2011-02-17,39,False
2011-02-18,34,False
2011-02-19,0,False
2011-02-20,23,False
2011-02-21,25,False
2011-02-22,13,False
2011-02-23,32,False
2011-02-24,38,False
2011-02-25,27,False
2011-02-26,16,False
2011-02-27,23,False
2011-02-28,31,False
2011-03-01,31,False
2011-03-02,19,False
2011-03-03,26,False
2011-03-04,40,False
2011-03-05,0,False
2011-03-06,47,False
2011-03-07,32,False
2011-03-08,39,False
2011-03-09,0,False
2011-03-10,25,False
2011-03-11,19,False
2011-03-12,32,False
2011-03-13,47,False
2011-03-14,39,False
2011-03-15,25,False
2011-03-16,31,False
2011-03-17,25,False
2011-03-18,40,False
2011-03-19,23,False
2011-03-20,16,False
2011-03-21,75,False
2011-03-22,100,False
2011-03-23,70,False
2011-03-24,51,False
2011-03-25,40,False
2011-03-26,31,False
2011-03-27,23,False
2011-03-28,18,False
2011-03-29,44,False
2011-03-30,19,False
2011-03-31,25,False
2011-04-01,27,False
2011-04-02,24,False
2011-04-03,47,False
2011-04-04,50,False
2011-04-05,19,False
2011-04-06,38,False
2011-04-07,38,False
2011-04-08,20,False
2011-04-09,32,False
2011-04-10,24,False
2011-04-11,49,False
2011-04-12,43,False
2011-04-13,75,False
2011-04-14,19,False
2011-04-15,40,False
2011-04-16,49,False
2011-04-17,32,False
2011-04-18,38,False
2011-04-19,45,False
2011-04-20,40,False
2011-04-21,28,False
2011-04-22,31,False
2011-04-23,17,False
2011-04-24,17,False
2011-04-25,28,False
2011-04-26,25,False
2011-04-27,37,False
2011-04-28,19,False
2011-04-29,27,False
2011-04-30,0,False
2011-05-01,0,False
2011-05-02,31,False
2011-05-03,31,False
2011-05-04,31,False
2011-05-05,98,False
2011-05-06,27,False
2011-05-07,16,False
2011-05-08,32,False
2011-05-09,38,False
2011-05-10,31,False
2011-05-11,31,False
