date,Liberty Global,isPartial
2012-10-12,4,False
2012-10-13,0,False
2012-10-14,1,False
2012-10-15,6,False
2012-10-16,4,False
2012-10-17,1,False
2012-10-18,3,False
2012-10-19,5,False
2012-10-20,1,False
2012-10-21,1,False
2012-10-22,2,False
2012-10-23,3,False
2012-10-24,1,False
2012-10-25,2,False
2012-10-26,4,False
2012-10-27,2,False
2012-10-28,1,False
2012-10-29,4,False
2012-10-30,5,False
2012-10-31,6,False
2012-11-01,5,False
2012-11-02,1,False
2012-11-03,2,False
2012-11-04,2,False
2012-11-05,2,False
2012-11-06,5,False
2012-11-07,4,False
2012-11-08,5,False
2012-11-09,4,False
2012-11-10,2,False
2012-11-11,3,False
2012-11-12,5,False
2012-11-13,3,False
2012-11-14,3,False
2012-11-15,2,False
2012-11-16,1,False
2012-11-17,2,False
2012-11-18,2,False
2012-11-19,4,False
2012-11-20,5,False
2012-11-21,4,False
2012-11-22,1,False
2012-11-23,2,False
2012-11-24,2,False
2012-11-25,4,False
2012-11-26,4,False
2012-11-27,4,False
2012-11-28,2,False
2012-11-29,2,False
2012-11-30,3,False
2012-12-01,1,False
2012-12-02,2,False
2012-12-03,2,False
2012-12-04,3,False
2012-12-05,4,False
2012-12-06,4,False
2012-12-07,4,False
2012-12-08,1,False
2012-12-09,2,False
2012-12-10,2,False
2012-12-11,6,False
2012-12-12,5,False
2012-12-13,4,False
2012-12-14,3,False
2012-12-15,1,False
2012-12-16,1,False
2012-12-17,4,False
2012-12-18,3,False
2012-12-19,5,False
2012-12-20,4,False
2012-12-21,4,False
2012-12-22,4,False
2012-12-23,3,False
2012-12-24,2,False
2012-12-25,3,False
2012-12-26,4,False
2012-12-27,2,False
2012-12-28,3,False
2012-12-29,2,False
2012-12-30,2,False
2012-12-31,4,False
2013-01-01,1,False
2013-01-02,3,False
2013-01-03,3,False
2013-01-04,2,False
2013-01-05,1,False
2013-01-06,2,False
2013-01-07,4,False
2013-01-08,4,False
2013-01-09,3,False
2013-01-10,6,False
2013-01-11,3,False
2013-01-12,2,False
2013-01-13,1,False
2013-01-14,5,False
2013-01-15,5,False
2013-01-16,2,False
2013-01-17,4,False
2013-01-18,2,False
2013-01-19,1,False
2013-01-20,2,False
2013-01-21,4,False
2013-01-22,1,False
2013-01-23,3,False
2013-01-24,4,False
2013-01-25,3,False
2013-01-26,3,False
2013-01-27,2,False
2013-01-28,5,False
2013-01-29,2,False
2013-01-30,3,False
2013-01-31,4,False
2013-02-01,3,False
2013-02-02,1,False
2013-02-03,2,False
2013-02-04,5,False
2013-02-05,31,False
2013-02-06,100,False
2013-02-07,22,False
2013-02-08,13,False
2013-02-09,4,False
2013-02-10,7,False
2013-02-11,9,False
2013-02-12,6,False
2013-02-13,10,False
2013-02-14,14,False
2013-02-15,6,False
2013-02-16,5,False
2013-02-17,4,False
2013-02-18,7,False
2013-02-19,7,False
2013-02-20,7,False
2013-02-21,8,False
2013-02-22,7,False
2013-02-23,1,False
2013-02-24,5,False
2013-02-25,5,False
2013-02-26,4,False
2013-02-27,5,False
2013-02-28,5,False
2013-03-01,6,False
2013-03-02,3,False
2013-03-03,3,False
2013-03-04,5,False
2013-03-05,5,False
2013-03-06,5,False
2013-03-07,5,False
2013-03-08,4,False
2013-03-09,2,False
2013-03-10,2,False
2013-03-11,5,False
2013-03-12,4,False
2013-03-13,5,False
2013-03-14,4,False
2013-03-15,7,False
2013-03-16,3,False
2013-03-17,3,False
2013-03-18,4,False
2013-03-19,5,False
2013-03-20,3,False
2013-03-21,5,False
2013-03-22,4,False
2013-03-23,2,False
2013-03-24,1,False
2013-03-25,8,False
2013-03-26,5,False
2013-03-27,5,False
2013-03-28,9,False
2013-03-29,4,False
2013-03-30,2,False
2013-03-31,2,False
2013-04-01,3,False
2013-04-02,5,False
2013-04-03,4,False
2013-04-04,5,False
2013-04-05,3,False
2013-04-06,1,False
2013-04-07,3,False
2013-04-08,4,False
2013-04-09,6,False
2013-04-10,5,False
2013-04-11,7,False
2013-04-12,3,False
2013-04-13,2,False
2013-04-14,3,False
2013-04-15,6,False
2013-04-16,6,False
2013-04-17,5,False
2013-04-18,4,False
2013-04-19,5,False
2013-04-20,1,False
2013-04-21,2,False
2013-04-22,4,False
2013-04-23,6,False
2013-04-24,5,False
2013-04-25,4,False
2013-04-26,3,False
2013-04-27,1,False
2013-04-28,3,False
2013-04-29,4,False
2013-04-30,4,False
2013-05-01,8,False
2013-05-02,3,False
2013-05-03,4,False
2013-05-04,2,False
2013-05-05,2,False
2013-05-06,3,False
2013-05-07,8,False
2013-05-08,5,False
2013-05-09,3,False
2013-05-10,6,False
2013-05-11,1,False
2013-05-12,4,False
2013-05-13,2,False
2013-05-14,4,False
2013-05-15,5,False
2013-05-16,5,False
2013-05-17,4,False
2013-05-18,2,False
2013-05-19,2,False
2013-05-20,5,False
2013-05-21,8,False
2013-05-22,5,False
2013-05-23,6,False
2013-05-24,3,False
2013-05-25,2,False
2013-05-26,1,False
2013-05-27,3,False
2013-05-28,7,False
2013-05-29,6,False
2013-05-30,5,False
2013-05-31,6,False
2013-06-01,3,False
2013-06-02,3,False
2013-06-03,7,False
2013-06-04,8,False
2013-06-05,6,False
2013-06-06,4,False
2013-06-07,7,False
2013-06-08,3,False
2013-06-09,3,False
2013-06-10,10,False
2013-06-11,8,False
2013-06-12,6,False
2013-06-13,6,False
2013-06-14,8,False
2013-06-15,4,False
2013-06-16,2,False
2013-06-17,6,False
2013-06-18,15,False
2013-06-19,9,False
2013-06-20,4,False
2013-06-21,6,False
2013-06-22,1,False
2013-06-23,5,False
2013-06-24,8,False
2013-06-25,7,False
2013-06-26,4,False
2013-06-27,5,False
2013-06-28,6,False
2013-06-29,3,False
