date,Liberty Global,isPartial
2012-01-26,27,False
2012-01-27,21,False
2012-01-28,0,False
2012-01-29,0,False
2012-01-30,26,False
2012-01-31,6,False
2012-02-01,13,False
2012-02-02,13,False
2012-02-03,20,False
2012-02-04,0,False
2012-02-05,0,False
2012-02-06,32,False
2012-02-07,19,False
2012-02-08,19,False
2012-02-09,20,False
2012-02-10,14,False
2012-02-11,0,False
2012-02-12,7,False
2012-02-13,0,False
2012-02-14,13,False
2012-02-15,39,False
2012-02-16,13,False
2012-02-17,21,False
2012-02-18,8,False
2012-02-19,16,False
2012-02-20,20,False
2012-02-21,33,False
2012-02-22,13,False
2012-02-23,53,False
2012-02-24,14,False
2012-02-25,8,False
2012-02-26,23,False
2012-02-27,19,False
2012-02-28,13,False
2012-02-29,13,False
2012-03-01,14,False
2012-03-02,28,False
2012-03-03,8,False
2012-03-04,0,False
2012-03-05,13,False
2012-03-06,19,False
2012-03-07,19,False
2012-03-08,26,False
2012-03-09,41,False
2012-03-10,8,False
2012-03-11,8,False
2012-03-12,32,False
2012-03-13,19,False
2012-03-14,39,False
2012-03-15,0,False
2012-03-16,27,False
2012-03-17,8,False
2012-03-18,31,False
2012-03-19,26,False
2012-03-20,26,False
2012-03-21,26,False
2012-03-22,7,False
2012-03-23,7,False
2012-03-24,16,False
2012-03-25,0,False
2012-03-26,26,False
2012-03-27,39,False
2012-03-28,13,False
2012-03-29,20,False
2012-03-30,21,False
2012-03-31,31,False
2012-04-01,8,False
2012-04-02,39,False
2012-04-03,39,False
2012-04-04,27,False
2012-04-05,28,False
2012-04-06,8,False
2012-04-07,17,False
2012-04-08,0,False
2012-04-09,16,False
2012-04-10,13,False
2012-04-11,26,False
2012-04-12,7,False
2012-04-13,20,False
2012-04-14,8,False
2012-04-15,0,False
2012-04-16,13,False
2012-04-17,19,False
2012-04-18,45,False
2012-04-19,0,False
2012-04-20,13,False
2012-04-21,23,False
2012-04-22,0,False
2012-04-23,6,False
2012-04-24,31,False
2012-04-25,25,False
2012-04-26,13,False
2012-04-27,7,False
2012-04-28,40,False
2012-04-29,0,False
2012-04-30,20,False
2012-05-01,21,False
2012-05-02,26,False
2012-05-03,0,False
2012-05-04,27,False
2012-05-05,16,False
2012-05-06,15,False
2012-05-07,19,False
2012-05-08,38,False
2012-05-09,25,False
2012-05-10,26,False
2012-05-11,54,False
2012-05-12,8,False
2012-05-13,16,False
2012-05-14,25,False
2012-05-15,0,False
2012-05-16,13,False
2012-05-17,20,False
2012-05-18,7,False
2012-05-19,16,False
2012-05-20,0,False
2012-05-21,19,False
2012-05-22,38,False
2012-05-23,32,False
2012-05-24,46,False
2012-05-25,7,False
2012-05-26,8,False
2012-05-27,8,False
2012-05-28,0,False
2012-05-29,31,False
2012-05-30,19,False
2012-05-31,13,False
2012-06-01,7,False
2012-06-02,0,False
2012-06-03,8,False
2012-06-04,19,False
2012-06-05,38,False
2012-06-06,19,False
2012-06-07,19,False
2012-06-08,13,False
2012-06-09,0,False
2012-06-10,23,False
2012-06-11,19,False
2012-06-12,12,False
2012-06-13,25,False
2012-06-14,19,False
2012-06-15,20,False
2012-06-16,8,False
2012-06-17,24,False
2012-06-18,31,False
2012-06-19,37,False
2012-06-20,26,False
2012-06-21,19,False
2012-06-22,61,False
2012-06-23,8,False
2012-06-24,16,False
2012-06-25,31,False
2012-06-26,25,False
2012-06-27,19,False
2012-06-28,6,False
2012-06-29,7,False
2012-06-30,24,False
2012-07-01,0,False
2012-07-02,25,False
2012-07-03,6,False
2012-07-04,7,False
2012-07-05,20,False
2012-07-06,27,False
2012-07-07,0,False
2012-07-08,0,False
2012-07-09,25,False
2012-07-10,38,False
2012-07-11,45,False
2012-07-12,52,False
2012-07-13,34,False
2012-07-14,8,False
2012-07-15,0,False
2012-07-16,6,False
2012-07-17,13,False
