date,FB stock
2011-05-11,0
2011-05-12,25
2011-05-13,52
2011-05-14,31
2011-05-15,0
2011-05-16,24
2011-05-17,24
2011-05-18,49
2011-05-19,0
2011-05-20,26
2011-05-21,0
2011-05-22,0
2011-05-23,0
2011-05-24,0
2011-05-25,0
2011-05-26,24
2011-05-27,52
2011-05-28,0
2011-05-29,32
2011-05-30,0
2011-05-31,24
2011-06-01,25
2011-06-02,0
2011-06-03,0
2011-06-04,32
2011-06-05,0
2011-06-06,24
2011-06-07,0
2011-06-08,49
2011-06-09,0
2011-06-10,26
2011-06-11,0
2011-06-12,0
2011-06-13,25
2011-06-14,0
2011-06-15,0
2011-06-16,0
2011-06-17,26
2011-06-18,32
2011-06-19,0
2011-06-20,24
2011-06-21,24
2011-06-22,0
2011-06-23,0
2011-06-24,26
2011-06-25,32
2011-06-26,0
2011-06-27,0
2011-06-28,0
2011-06-29,0
2011-06-30,25
2011-07-01,0
2011-07-02,0
2011-07-03,32
2011-07-04,0
2011-07-05,0
2011-07-06,24
2011-07-07,0
2011-07-08,26
2011-07-09,0
2011-07-10,0
2011-07-11,0
2011-07-12,24
2011-07-13,0
2011-07-14,0
2011-07-15,0
2011-07-16,32
2011-07-17,63
2011-07-18,0
2011-07-19,0
2011-07-20,25
2011-07-21,100
2011-07-22,0
2011-07-23,62
2011-07-24,0
2011-07-25,49
2011-07-26,49
2011-07-27,49
2011-07-28,25
2011-07-29,0
2011-07-30,31
2011-07-31,0
2011-08-01,0
2011-08-02,0
2011-08-03,49
2011-08-04,0
2011-08-05,26
2011-08-06,0
2011-08-07,0
2011-08-08,24
2011-08-09,0
2011-08-10,24
2011-08-11,0
2011-08-12,26
2011-08-13,94
2011-08-14,93
2011-08-15,25
2011-08-16,25
2011-08-17,0
2011-08-18,24
2011-08-19,50
2011-08-20,0
2011-08-21,0
2011-08-22,23
2011-08-23,0
2011-08-24,0
2011-08-25,47
2011-08-26,0
2011-08-27,29
2011-08-28,86
2011-08-29,0
2011-08-30,47
2011-08-31,23
2011-09-01,48
2011-09-02,0
2011-09-03,29
2011-09-04,0
2011-09-05,0
2011-09-06,46
2011-09-07,46
2011-09-08,23
2011-09-09,0
2011-09-10,28
2011-09-11,0
2011-09-12,0
2011-09-13,22
2011-09-14,0
2011-09-15,0
2011-09-16,24
2011-09-17,0
2011-09-18,0
2011-09-19,45
2011-09-20,22
2011-09-21,22
2011-09-22,0
2011-09-23,0
2011-09-24,28
2011-09-25,82
2011-09-26,44
2011-09-27,0
2011-09-28,0
2011-09-29,0
2011-09-30,24
2011-10-01,28
2011-10-02,28
2011-10-03,23
2011-10-04,22
2011-10-05,44
2011-10-06,22
2011-10-07,23
2011-10-08,27
2011-10-09,0
2011-10-10,0
2011-10-11,41
2011-10-12,0
2011-10-13,88
2011-10-14,0
2011-10-15,0
2011-10-16,27
2011-10-17,0
2011-10-18,43
2011-10-19,22
2011-10-20,0
2011-10-21,23
2011-10-22,0
2011-10-23,0
2011-10-24,21
2011-10-25,43
2011-10-26,0
2011-10-27,44
2011-10-28,70
2011-10-29,27
2011-10-30,0
2011-10-31,45
2011-11-01,45
2011-11-02,22
2011-11-03,44
2011-11-04,22
2011-11-05,53
2011-11-06,0
2011-11-07,22
2011-11-08,64
2011-11-09,0
2011-11-10,0
2011-11-11,23
2011-11-12,0
2011-11-13,0
2011-11-14,0
2011-11-15,43
2011-11-16,0
2011-11-17,0
2011-11-18,23
2011-11-19,0
2011-11-20,26
2011-11-21,42
2011-11-22,21
2011-11-23,0
2011-11-24,22
2011-11-25,0
2011-11-26,26
2011-11-27,26
2011-11-28,21
2011-11-29,63
2011-11-30,42
2011-12-01,43
2011-12-02,0
2011-12-03,0
2011-12-04,0
2011-12-05,42
2011-12-06,0
2011-12-07,0
2011-12-08,21
2011-12-09,23
2011-12-10,0
2011-12-11,25
2011-12-12,21
2011-12-13,63
2011-12-14,63
2011-12-15,21
2011-12-16,23
2011-12-17,26
2011-12-18,77
2011-12-19,0
2011-12-20,0
2011-12-21,44
2011-12-22,0
2011-12-23,0
2011-12-24,0
2011-12-25,62
2011-12-26,25
2011-12-27,23
2011-12-28,0
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,22
2012-01-03,0
2012-01-04,21
2012-01-05,21
2012-01-06,22
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,20
2012-01-11,0
2012-01-12,40
2012-01-13,21
2012-01-14,25
2012-01-15,24
2012-01-16,60
2012-01-17,79
2012-01-18,20
2012-01-19,0
2012-01-20,21
2012-01-21,0
2012-01-22,24
2012-01-23,60
2012-01-24,20
2012-01-25,60
2012-01-26,20
