date,FB stock
2013-06-29,5
2013-06-30,3
2013-07-01,16
2013-07-02,11
2013-07-03,14
2013-07-04,7
2013-07-05,11
2013-07-06,7
2013-07-07,4
2013-07-08,13
2013-07-09,9
2013-07-10,18
2013-07-11,13
2013-07-12,11
2013-07-13,7
2013-07-14,4
2013-07-15,15
2013-07-16,15
2013-07-17,14
2013-07-18,14
2013-07-19,13
2013-07-20,6
2013-07-21,4
2013-07-22,11
2013-07-23,13
2013-07-24,32
2013-07-25,94
2013-07-26,62
2013-07-27,17
2013-07-28,6
2013-07-29,31
2013-07-30,47
2013-07-31,41
2013-08-01,39
2013-08-02,33
2013-08-03,16
2013-08-04,14
2013-08-05,29
2013-08-06,35
2013-08-07,33
2013-08-08,41
2013-08-09,34
2013-08-10,7
2013-08-11,5
2013-08-12,28
2013-08-13,32
2013-08-14,26
2013-08-15,26
2013-08-16,29
2013-08-17,11
2013-08-18,7
2013-08-19,20
2013-08-20,26
2013-08-21,22
2013-08-22,24
2013-08-23,24
2013-08-24,20
2013-08-25,8
2013-08-26,27
2013-08-27,31
2013-08-28,37
2013-08-29,32
2013-08-30,30
2013-08-31,13
2013-09-01,7
2013-09-02,9
2013-09-03,23
2013-09-04,21
2013-09-05,37
2013-09-06,33
2013-09-07,13
2013-09-08,12
2013-09-09,27
2013-09-10,26
2013-09-11,30
2013-09-12,35
2013-09-13,29
2013-09-14,11
2013-09-15,4
2013-09-16,27
2013-09-17,35
2013-09-18,33
2013-09-19,30
2013-09-20,45
2013-09-21,18
2013-09-22,6
2013-09-23,32
2013-09-24,43
2013-09-25,34
2013-09-26,50
2013-09-27,39
2013-09-28,19
2013-09-29,12
2013-09-30,33
2013-10-01,46
2013-10-02,34
2013-10-03,35
2013-10-04,33
2013-10-05,19
2013-10-06,14
2013-10-07,28
2013-10-08,38
2013-10-09,37
2013-10-10,42
2013-10-11,32
2013-10-12,14
2013-10-13,10
2013-10-14,34
2013-10-15,30
2013-10-16,40
2013-10-17,35
2013-10-18,50
2013-10-19,14
2013-10-20,14
2013-10-21,35
2013-10-22,26
2013-10-23,30
2013-10-24,36
2013-10-25,36
2013-10-26,7
2013-10-27,10
2013-10-28,28
2013-10-29,41
2013-10-30,56
2013-10-31,77
2013-11-01,37
2013-11-02,14
2013-11-03,7
2013-11-04,40
2013-11-05,42
2013-11-06,32
2013-11-07,57
2013-11-08,39
2013-11-09,15
2013-11-10,12
2013-11-11,24
2013-11-12,30
2013-11-13,32
2013-11-14,29
2013-11-15,29
2013-11-16,13
2013-11-17,12
2013-11-18,23
2013-11-19,34
2013-11-20,33
2013-11-21,24
2013-11-22,31
2013-11-23,9
2013-11-24,7
2013-11-25,31
2013-11-26,23
2013-11-27,24
2013-11-28,11
2013-11-29,18
2013-11-30,12
2013-12-01,12
2013-12-02,23
2013-12-03,28
2013-12-04,22
2013-12-05,24
2013-12-06,19
2013-12-07,6
2013-12-08,6
2013-12-09,27
2013-12-10,28
2013-12-11,34
2013-12-12,47
2013-12-13,38
2013-12-14,16
2013-12-15,12
2013-12-16,34
2013-12-17,42
2013-12-18,46
2013-12-19,44
2013-12-20,32
2013-12-21,14
2013-12-22,12
2013-12-23,43
2013-12-24,43
2013-12-25,13
2013-12-26,41
2013-12-27,36
2013-12-28,21
2013-12-29,12
2013-12-30,34
2013-12-31,30
2014-01-01,14
2014-01-02,36
2014-01-03,26
2014-01-04,9
2014-01-05,6
2014-01-06,30
2014-01-07,39
2014-01-08,29
2014-01-09,33
2014-01-10,34
2014-01-11,14
2014-01-12,8
2014-01-13,25
2014-01-14,30
2014-01-15,33
2014-01-16,25
2014-01-17,30
2014-01-18,9
2014-01-19,7
2014-01-20,11
2014-01-21,28
2014-01-22,36
2014-01-23,39
2014-01-24,36
2014-01-25,11
2014-01-26,11
2014-01-27,31
2014-01-28,30
2014-01-29,62
2014-01-30,100
2014-01-31,66
2014-02-01,26
2014-02-02,11
2014-02-03,43
2014-02-04,34
2014-02-05,38
2014-02-06,34
2014-02-07,40
2014-02-08,19
2014-02-09,13
2014-02-10,34
2014-02-11,38
2014-02-12,47
2014-02-13,33
2014-02-14,42
2014-02-15,17
2014-02-16,10
2014-02-17,19
2014-02-18,33
2014-02-19,58
2014-02-20,94
2014-02-21,65
2014-02-22,24
2014-02-23,9
2014-02-24,46
2014-02-25,50
2014-02-26,45
2014-02-27,38
2014-02-28,47
2014-03-01,11
2014-03-02,10
2014-03-03,31
2014-03-04,34
2014-03-05,42
2014-03-06,43
2014-03-07,37
2014-03-08,14
2014-03-09,6
2014-03-10,36
2014-03-11,33
2014-03-12,42
2014-03-13,39
2014-03-14,43
2014-03-15,15
2014-03-16,6
