date,FB stock
2012-06-04,76
2012-06-05,100
2012-06-06,82
2012-06-07,82
2012-06-08,65
2012-06-09,39
2012-06-10,23
2012-06-11,56
2012-06-12,66
2012-06-13,46
2012-06-14,46
2012-06-15,47
2012-06-16,20
2012-06-17,19
2012-06-18,58
2012-06-19,62
2012-06-20,46
2012-06-21,33
2012-06-22,38
2012-06-23,19
2012-06-24,11
2012-06-25,38
2012-06-26,49
2012-06-27,36
2012-06-28,39
2012-06-29,38
2012-06-30,22
2012-07-01,9
2012-07-02,27
2012-07-03,36
2012-07-04,10
2012-07-05,18
2012-07-06,28
2012-07-07,18
2012-07-08,13
2012-07-09,25
2012-07-10,32
2012-07-11,23
2012-07-12,26
2012-07-13,21
2012-07-14,7
2012-07-15,14
2012-07-16,20
2012-07-17,30
2012-07-18,24
2012-07-19,20
2012-07-20,22
2012-07-21,12
2012-07-22,2
2012-07-23,20
2012-07-24,30
2012-07-25,27
2012-07-26,67
2012-07-27,85
2012-07-28,25
2012-07-29,13
2012-07-30,35
2012-07-31,36
2012-08-01,43
2012-08-02,55
2012-08-03,42
2012-08-04,20
2012-08-05,13
2012-08-06,30
2012-08-07,41
2012-08-08,23
2012-08-09,33
2012-08-10,33
2012-08-11,21
2012-08-12,10
2012-08-13,30
2012-08-14,36
2012-08-15,38
2012-08-16,59
2012-08-17,60
2012-08-18,25
2012-08-19,13
2012-08-20,36
2012-08-21,56
2012-08-22,30
2012-08-23,35
2012-08-24,37
2012-08-25,19
2012-08-26,16
2012-08-27,32
2012-08-28,24
2012-08-29,25
2012-08-30,26
2012-08-31,31
2012-09-01,21
2012-09-02,10
2012-09-03,7
2012-09-04,29
2012-09-05,47
2012-09-06,37
2012-09-07,26
2012-09-08,13
2012-09-09,8
2012-09-10,28
2012-09-11,32
2012-09-12,45
2012-09-13,31
2012-09-14,31
2012-09-15,6
2012-09-16,11
2012-09-17,28
2012-09-18,34
2012-09-19,20
2012-09-20,29
2012-09-21,32
2012-09-22,9
2012-09-23,5
2012-09-24,29
2012-09-25,31
2012-09-26,17
2012-09-27,25
2012-09-28,31
2012-09-29,9
2012-09-30,6
2012-10-01,12
2012-10-02,21
2012-10-03,21
2012-10-04,36
2012-10-05,23
2012-10-06,6
2012-10-07,3
2012-10-08,18
2012-10-09,22
2012-10-10,21
2012-10-11,20
2012-10-12,24
2012-10-13,15
2012-10-14,7
2012-10-15,22
2012-10-16,21
2012-10-17,21
2012-10-18,19
2012-10-19,21
2012-10-20,10
2012-10-21,4
2012-10-22,27
2012-10-23,38
2012-10-24,52
2012-10-25,27
2012-10-26,26
2012-10-27,8
2012-10-28,4
2012-10-29,9
2012-10-30,13
2012-10-31,26
2012-11-01,27
2012-11-02,18
2012-11-03,7
2012-11-04,7
2012-11-05,8
2012-11-06,21
2012-11-07,22
2012-11-08,22
2012-11-09,18
2012-11-10,7
2012-11-11,2
2012-11-12,16
2012-11-13,22
2012-11-14,24
2012-11-15,24
2012-11-16,15
2012-11-17,6
2012-11-18,9
2012-11-19,16
2012-11-20,25
2012-11-21,16
2012-11-22,11
2012-11-23,10
2012-11-24,7
2012-11-25,4
2012-11-26,24
2012-11-27,26
2012-11-28,25
2012-11-29,22
2012-11-30,27
2012-12-01,12
2012-12-02,6
2012-12-03,27
2012-12-04,22
2012-12-05,22
2012-12-06,22
2012-12-07,23
2012-12-08,5
2012-12-09,7
2012-12-10,11
2012-12-11,21
2012-12-12,22
2012-12-13,21
2012-12-14,20
2012-12-15,7
2012-12-16,7
2012-12-17,20
2012-12-18,19
2012-12-19,27
2012-12-20,17
2012-12-21,22
2012-12-22,8
2012-12-23,5
2012-12-24,14
2012-12-25,2
2012-12-26,10
2012-12-27,21
2012-12-28,14
2012-12-29,5
2012-12-30,2
2012-12-31,10
2013-01-01,8
2013-01-02,20
2013-01-03,26
2013-01-04,15
2013-01-05,6
2013-01-06,7
2013-01-07,20
2013-01-08,18
2013-01-09,17
2013-01-10,22
2013-01-11,31
2013-01-12,9
2013-01-13,5
2013-01-14,27
2013-01-15,33
2013-01-16,35
2013-01-17,26
2013-01-18,31
2013-01-19,7
2013-01-20,5
2013-01-21,8
2013-01-22,21
2013-01-23,21
2013-01-24,25
2013-01-25,19
2013-01-26,9
2013-01-27,5
2013-01-28,17
2013-01-29,26
2013-01-30,30
2013-01-31,36
2013-02-01,28
2013-02-02,7
2013-02-03,5
2013-02-04,18
2013-02-05,19
2013-02-06,20
2013-02-07,26
2013-02-08,13
2013-02-09,10
2013-02-10,5
2013-02-11,22
2013-02-12,20
2013-02-13,23
2013-02-14,16
2013-02-15,21
2013-02-16,5
2013-02-17,7
2013-02-18,11
2013-02-19,18
