date,FB stock
2013-02-19,24
2013-02-20,19
2013-02-21,22
2013-02-22,24
2013-02-23,7
2013-02-24,2
2013-02-25,16
2013-02-26,11
2013-02-27,27
2013-02-28,21
2013-03-01,25
2013-03-02,11
2013-03-03,4
2013-03-04,18
2013-03-05,20
2013-03-06,22
2013-03-07,23
2013-03-08,21
2013-03-09,9
2013-03-10,6
2013-03-11,13
2013-03-12,20
2013-03-13,17
2013-03-14,22
2013-03-15,13
2013-03-16,6
2013-03-17,4
2013-03-18,19
2013-03-19,13
2013-03-20,21
2013-03-21,17
2013-03-22,15
2013-03-23,8
2013-03-24,5
2013-03-25,14
2013-03-26,11
2013-03-27,14
2013-03-28,16
2013-03-29,11
2013-03-30,9
2013-03-31,1
2013-04-01,18
2013-04-02,17
2013-04-03,19
2013-04-04,30
2013-04-05,26
2013-04-06,9
2013-04-07,5
2013-04-08,15
2013-04-09,16
2013-04-10,23
2013-04-11,26
2013-04-12,24
2013-04-13,10
2013-04-14,7
2013-04-15,15
2013-04-16,17
2013-04-17,24
2013-04-18,19
2013-04-19,11
2013-04-20,6
2013-04-21,2
2013-04-22,19
2013-04-23,24
2013-04-24,13
2013-04-25,21
2013-04-26,15
2013-04-27,9
2013-04-28,6
2013-04-29,16
2013-04-30,19
2013-05-01,28
2013-05-02,38
2013-05-03,26
2013-05-04,11
2013-05-05,9
2013-05-06,15
2013-05-07,23
2013-05-08,17
2013-05-09,17
2013-05-10,13
2013-05-11,7
2013-05-12,4
2013-05-13,16
2013-05-14,17
2013-05-15,20
2013-05-16,17
2013-05-17,16
2013-05-18,13
2013-05-19,2
2013-05-20,13
2013-05-21,16
2013-05-22,14
2013-05-23,17
2013-05-24,15
2013-05-25,6
2013-05-26,9
2013-05-27,11
2013-05-28,18
2013-05-29,30
2013-05-30,29
2013-05-31,28
2013-06-01,10
2013-06-02,8
2013-06-03,19
2013-06-04,23
2013-06-05,19
2013-06-06,15
2013-06-07,22
2013-06-08,6
2013-06-09,7
2013-06-10,20
2013-06-11,22
2013-06-12,23
2013-06-13,19
2013-06-14,15
2013-06-15,5
2013-06-16,5
2013-06-17,12
2013-06-18,20
2013-06-19,17
2013-06-20,16
2013-06-21,18
2013-06-22,10
2013-06-23,6
2013-06-24,12
2013-06-25,16
2013-06-26,13
2013-06-27,15
2013-06-28,13
2013-06-29,7
2013-06-30,6
2013-07-01,15
2013-07-02,16
2013-07-03,13
2013-07-04,6
2013-07-05,15
2013-07-06,9
2013-07-07,8
2013-07-08,15
2013-07-09,15
2013-07-10,19
2013-07-11,18
2013-07-12,21
2013-07-13,5
2013-07-14,7
2013-07-15,17
2013-07-16,16
2013-07-17,15
2013-07-18,20
2013-07-19,20
2013-07-20,8
2013-07-21,12
2013-07-22,20
2013-07-23,18
2013-07-24,31
2013-07-25,97
2013-07-26,70
2013-07-27,19
2013-07-28,7
2013-07-29,34
2013-07-30,40
2013-07-31,63
2013-08-01,47
2013-08-02,53
2013-08-03,17
2013-08-04,12
2013-08-05,50
2013-08-06,48
2013-08-07,41
2013-08-08,31
2013-08-09,38
2013-08-10,19
2013-08-11,15
2013-08-12,30
2013-08-13,40
2013-08-14,29
2013-08-15,34
2013-08-16,21
2013-08-17,14
2013-08-18,5
2013-08-19,31
2013-08-20,29
2013-08-21,26
2013-08-22,30
2013-08-23,43
2013-08-24,14
2013-08-25,13
2013-08-26,32
2013-08-27,33
2013-08-28,40
2013-08-29,40
2013-08-30,28
2013-08-31,11
2013-09-01,8
2013-09-02,9
2013-09-03,32
2013-09-04,37
2013-09-05,34
2013-09-06,45
2013-09-07,13
2013-09-08,9
2013-09-09,43
2013-09-10,42
2013-09-11,42
2013-09-12,39
2013-09-13,45
2013-09-14,10
2013-09-15,14
2013-09-16,35
2013-09-17,39
2013-09-18,45
2013-09-19,34
2013-09-20,42
2013-09-21,9
2013-09-22,11
2013-09-23,43
2013-09-24,55
2013-09-25,48
2013-09-26,58
2013-09-27,53
2013-09-28,26
2013-09-29,13
2013-09-30,46
2013-10-01,47
2013-10-02,40
2013-10-03,34
2013-10-04,46
2013-10-05,19
2013-10-06,8
2013-10-07,34
2013-10-08,40
2013-10-09,44
2013-10-10,43
2013-10-11,31
2013-10-12,11
2013-10-13,9
2013-10-14,28
2013-10-15,43
2013-10-16,38
2013-10-17,47
2013-10-18,65
2013-10-19,17
2013-10-20,13
2013-10-21,47
2013-10-22,47
2013-10-23,38
2013-10-24,32
2013-10-25,45
2013-10-26,16
2013-10-27,11
2013-10-28,38
2013-10-29,42
2013-10-30,81
2013-10-31,100
2013-11-01,52
2013-11-02,16
2013-11-03,7
2013-11-04,35
2013-11-05,45
2013-11-06,36
