date,FB stock
2017-05-29,5
2017-05-30,21
2017-05-31,23
2017-06-01,21
2017-06-02,24
2017-06-03,5
2017-06-04,3
2017-06-05,18
2017-06-06,24
2017-06-07,19
2017-06-08,20
2017-06-09,28
2017-06-10,10
2017-06-11,6
2017-06-12,27
2017-06-13,26
2017-06-14,25
2017-06-15,27
2017-06-16,25
2017-06-17,4
2017-06-18,4
2017-06-19,22
2017-06-20,23
2017-06-21,21
2017-06-22,22
2017-06-23,17
2017-06-24,6
2017-06-25,5
2017-06-26,17
2017-06-27,26
2017-06-28,23
2017-06-29,22
2017-06-30,21
2017-07-01,6
2017-07-02,3
2017-07-03,16
2017-07-04,6
2017-07-05,18
2017-07-06,15
2017-07-07,17
2017-07-08,8
2017-07-09,4
2017-07-10,21
2017-07-11,20
2017-07-12,27
2017-07-13,28
2017-07-14,26
2017-07-15,9
2017-07-16,5
2017-07-17,23
2017-07-18,30
2017-07-19,37
2017-07-20,30
2017-07-21,27
2017-07-22,8
2017-07-23,5
2017-07-24,29
2017-07-25,38
2017-07-26,71
2017-07-27,100
2017-07-28,50
2017-07-29,11
2017-07-30,8
2017-07-31,36
2017-08-01,39
2017-08-02,35
2017-08-03,34
2017-08-04,29
2017-08-05,11
2017-08-06,5
2017-08-07,24
2017-08-08,27
2017-08-09,26
2017-08-10,29
2017-08-11,28
2017-08-12,6
2017-08-13,5
2017-08-14,24
2017-08-15,24
2017-08-16,25
2017-08-17,22
2017-08-18,21
2017-08-19,9
2017-08-20,4
2017-08-21,16
2017-08-22,18
2017-08-23,22
2017-08-24,18
2017-08-25,20
2017-08-26,7
2017-08-27,3
2017-08-28,16
2017-08-29,19
2017-08-30,19
2017-08-31,23
2017-09-01,20
2017-09-02,7
2017-09-03,4
2017-09-04,5
2017-09-05,19
2017-09-06,20
2017-09-07,21
2017-09-08,20
2017-09-09,6
2017-09-10,3
2017-09-11,23
2017-09-12,21
2017-09-13,20
2017-09-14,24
2017-09-15,23
2017-09-16,8
2017-09-17,5
2017-09-18,22
2017-09-19,21
2017-09-20,21
2017-09-21,20
2017-09-22,20
2017-09-23,6
2017-09-24,4
2017-09-25,27
2017-09-26,35
2017-09-27,28
2017-09-28,22
2017-09-29,21
2017-09-30,6
2017-10-01,4
2017-10-02,19
2017-10-03,23
2017-10-04,18
2017-10-05,21
2017-10-06,20
2017-10-07,4
2017-10-08,5
2017-10-09,21
2017-10-10,18
2017-10-11,20
2017-10-12,19
2017-10-13,21
2017-10-14,6
2017-10-15,4
2017-10-16,20
2017-10-17,24
2017-10-18,23
2017-10-19,24
2017-10-20,22
2017-10-21,7
2017-10-22,3
2017-10-23,18
2017-10-24,23
2017-10-25,20
2017-10-26,28
2017-10-27,34
2017-10-28,13
2017-10-29,5
2017-10-30,36
2017-10-31,35
2017-11-01,81
2017-11-02,76
2017-11-03,37
2017-11-04,9
2017-11-05,6
2017-11-06,28
2017-11-07,28
2017-11-08,25
2017-11-09,24
2017-11-10,25
2017-11-11,6
2017-11-12,4
2017-11-13,22
2017-11-14,21
2017-11-15,17
2017-11-16,22
2017-11-17,20
2017-11-18,6
2017-11-19,3
2017-11-20,17
2017-11-21,25
2017-11-22,24
2017-11-23,6
2017-11-24,15
2017-11-25,7
2017-11-26,5
2017-11-27,24
2017-11-28,21
2017-11-29,33
2017-11-30,34
2017-12-01,27
2017-12-02,7
2017-12-03,3
2017-12-04,24
2017-12-05,31
2017-12-06,24
2017-12-07,25
2017-12-08,24
2017-12-09,7
2017-12-10,4
2017-12-11,20
2017-12-12,22
2017-12-13,19
2017-12-14,22
2017-12-15,22
2017-12-16,7
2017-12-17,4
2017-12-18,21
2017-12-19,25
2017-12-20,20
2017-12-21,19
2017-12-22,18
2017-12-23,6
2017-12-24,3
2017-12-25,4
2017-12-26,15
2017-12-27,21
2017-12-28,21
2017-12-29,18
2017-12-30,6
2017-12-31,3
2018-01-01,4
2018-01-02,21
2018-01-03,26
2018-01-04,31
2018-01-05,24
2018-01-06,8
2018-01-07,4
2018-01-08,28
2018-01-09,26
2018-01-10,26
2018-01-11,20
2018-01-12,52
2018-01-13,15
2018-01-14,7
2018-01-15,14
2018-01-16,33
2018-01-17,35
2018-01-18,30
2018-01-19,26
2018-01-20,10
2018-01-21,5
2018-01-22,34
2018-01-23,36
2018-01-24,28
2018-01-25,29
2018-01-26,30
2018-01-27,8
2018-01-28,5
2018-01-29,30
2018-01-30,32
2018-01-31,68
2018-02-01,88
2018-02-02,47
2018-02-03,15
2018-02-04,8
2018-02-05,34
2018-02-06,54
2018-02-07,42
2018-02-08,41
2018-02-09,42
2018-02-10,11
2018-02-11,6
2018-02-12,37
2018-02-13,33
