date,FB stock
2018-02-13,19
2018-02-14,22
2018-02-15,20
2018-02-16,19
2018-02-17,5
2018-02-18,4
2018-02-19,4
2018-02-20,15
2018-02-21,18
2018-02-22,17
2018-02-23,18
2018-02-24,5
2018-02-25,2
2018-02-26,14
2018-02-27,14
2018-02-28,16
2018-03-01,16
2018-03-02,18
2018-03-03,5
2018-03-04,3
2018-03-05,13
2018-03-06,16
2018-03-07,16
2018-03-08,14
2018-03-09,18
2018-03-10,4
2018-03-11,2
2018-03-12,14
2018-03-13,13
2018-03-14,12
2018-03-15,13
2018-03-16,13
2018-03-17,4
2018-03-18,3
2018-03-19,59
2018-03-20,98
2018-03-21,100
2018-03-22,85
2018-03-23,58
2018-03-24,21
2018-03-25,13
2018-03-26,91
2018-03-27,77
2018-03-28,75
2018-03-29,62
2018-03-30,29
2018-03-31,9
2018-04-01,6
2018-04-02,54
2018-04-03,42
2018-04-04,48
2018-04-05,51
2018-04-06,42
2018-04-07,11
2018-04-08,6
2018-04-09,34
