date,FB stock
2017-01-19,24
2017-01-20,19
2017-01-21,8
2017-01-22,4
2017-01-23,19
2017-01-24,21
2017-01-25,25
2017-01-26,25
2017-01-27,25
2017-01-28,5
2017-01-29,5
2017-01-30,27
2017-01-31,22
2017-02-01,71
2017-02-02,72
2017-02-03,34
2017-02-04,9
2017-02-05,4
2017-02-06,24
2017-02-07,18
2017-02-08,24
2017-02-09,24
2017-02-10,24
2017-02-11,9
2017-02-12,6
2017-02-13,23
2017-02-14,20
2017-02-15,21
2017-02-16,24
2017-02-17,21
2017-02-18,7
2017-02-19,4
2017-02-20,7
2017-02-21,22
2017-02-22,25
2017-02-23,22
2017-02-24,20
2017-02-25,9
2017-02-26,3
2017-02-27,20
2017-02-28,22
2017-03-01,23
2017-03-02,31
2017-03-03,25
2017-03-04,7
2017-03-05,4
2017-03-06,16
2017-03-07,19
2017-03-08,23
2017-03-09,19
2017-03-10,20
2017-03-11,6
2017-03-12,5
2017-03-13,19
2017-03-14,20
2017-03-15,15
2017-03-16,23
2017-03-17,17
2017-03-18,6
2017-03-19,3
2017-03-20,18
2017-03-21,25
2017-03-22,21
2017-03-23,19
2017-03-24,18
2017-03-25,7
2017-03-26,4
2017-03-27,16
2017-03-28,22
2017-03-29,25
2017-03-30,20
2017-03-31,21
2017-04-01,5
2017-04-02,4
2017-04-03,19
2017-04-04,16
2017-04-05,21
2017-04-06,17
2017-04-07,19
2017-04-08,4
2017-04-09,2
2017-04-10,13
2017-04-11,19
2017-04-12,18
2017-04-13,17
2017-04-14,10
2017-04-15,4
2017-04-16,4
2017-04-17,20
2017-04-18,19
2017-04-19,23
2017-04-20,24
2017-04-21,18
2017-04-22,6
2017-04-23,3
2017-04-24,27
2017-04-25,25
2017-04-26,31
2017-04-27,26
2017-04-28,36
2017-04-29,9
2017-04-30,6
2017-05-01,35
2017-05-02,43
2017-05-03,73
2017-05-04,59
2017-05-05,36
2017-05-06,7
2017-05-07,5
2017-05-08,29
2017-05-09,29
2017-05-10,29
2017-05-11,29
2017-05-12,22
2017-05-13,7
2017-05-14,4
2017-05-15,25
2017-05-16,21
2017-05-17,30
2017-05-18,34
2017-05-19,27
2017-05-20,5
2017-05-21,8
2017-05-22,20
2017-05-23,27
2017-05-24,21
2017-05-25,29
2017-05-26,22
2017-05-27,7
2017-05-28,4
2017-05-29,6
2017-05-30,21
2017-05-31,25
2017-06-01,26
2017-06-02,23
2017-06-03,4
2017-06-04,3
2017-06-05,18
2017-06-06,28
2017-06-07,23
2017-06-08,22
2017-06-09,29
2017-06-10,7
2017-06-11,5
2017-06-12,31
2017-06-13,27
2017-06-14,29
2017-06-15,23
2017-06-16,26
2017-06-17,7
2017-06-18,4
2017-06-19,24
2017-06-20,23
2017-06-21,19
2017-06-22,23
2017-06-23,20
2017-06-24,6
2017-06-25,6
2017-06-26,20
2017-06-27,28
2017-06-28,24
2017-06-29,25
2017-06-30,22
2017-07-01,5
2017-07-02,4
2017-07-03,18
2017-07-04,7
2017-07-05,21
2017-07-06,16
2017-07-07,19
2017-07-08,8
2017-07-09,5
2017-07-10,23
2017-07-11,19
2017-07-12,28
2017-07-13,34
2017-07-14,27
2017-07-15,9
2017-07-16,5
2017-07-17,26
2017-07-18,32
2017-07-19,39
2017-07-20,29
2017-07-21,29
2017-07-22,8
2017-07-23,6
2017-07-24,34
2017-07-25,36
2017-07-26,86
2017-07-27,100
2017-07-28,56
2017-07-29,12
2017-07-30,8
2017-07-31,39
2017-08-01,38
2017-08-02,37
2017-08-03,34
2017-08-04,31
2017-08-05,12
2017-08-06,7
2017-08-07,26
2017-08-08,30
2017-08-09,28
2017-08-10,32
2017-08-11,30
2017-08-12,9
2017-08-13,5
2017-08-14,26
2017-08-15,25
2017-08-16,26
2017-08-17,22
2017-08-18,20
2017-08-19,7
2017-08-20,4
2017-08-21,19
2017-08-22,19
2017-08-23,19
2017-08-24,20
2017-08-25,19
2017-08-26,8
2017-08-27,3
2017-08-28,16
2017-08-29,18
2017-08-30,21
2017-08-31,23
2017-09-01,22
2017-09-02,8
2017-09-03,5
2017-09-04,4
2017-09-05,17
2017-09-06,19
2017-09-07,23
2017-09-08,22
2017-09-09,4
2017-09-10,4
2017-09-11,23
2017-09-12,20
2017-09-13,23
2017-09-14,23
2017-09-15,23
2017-09-16,10
2017-09-17,4
2017-09-18,22
2017-09-19,24
2017-09-20,24
2017-09-21,19
2017-09-22,20
2017-09-23,6
2017-09-24,4
2017-09-25,27
2017-09-26,34
2017-09-27,27
2017-09-28,21
2017-09-29,24
2017-09-30,8
2017-10-01,4
2017-10-02,21
2017-10-03,22
2017-10-04,18
2017-10-05,20
2017-10-06,21
