date,FB stock
2015-08-18,18
2015-08-19,13
2015-08-20,17
2015-08-21,26
2015-08-22,7
2015-08-23,7
2015-08-24,36
2015-08-25,36
2015-08-26,33
2015-08-27,26
2015-08-28,23
2015-08-29,10
2015-08-30,8
2015-08-31,14
2015-09-01,20
2015-09-02,20
2015-09-03,19
2015-09-04,20
2015-09-05,10
2015-09-06,6
2015-09-07,6
2015-09-08,16
2015-09-09,18
2015-09-10,20
2015-09-11,13
2015-09-12,8
2015-09-13,6
2015-09-14,12
2015-09-15,17
2015-09-16,13
2015-09-17,13
2015-09-18,16
2015-09-19,9
2015-09-20,8
2015-09-21,15
2015-09-22,17
2015-09-23,16
2015-09-24,16
2015-09-25,14
2015-09-26,11
2015-09-27,6
2015-09-28,18
2015-09-29,19
2015-09-30,15
2015-10-01,16
2015-10-02,16
2015-10-03,10
2015-10-04,4
2015-10-05,18
2015-10-06,16
2015-10-07,12
2015-10-08,15
2015-10-09,13
2015-10-10,5
2015-10-11,4
2015-10-12,12
2015-10-13,13
2015-10-14,15
2015-10-15,13
2015-10-16,19
2015-10-17,8
2015-10-18,5
2015-10-19,20
2015-10-20,15
2015-10-21,19
2015-10-22,16
2015-10-23,36
2015-10-24,11
2015-10-25,8
2015-10-26,19
2015-10-27,19
2015-10-28,23
2015-10-29,21
2015-10-30,22
2015-10-31,10
2015-11-01,8
2015-11-02,21
2015-11-03,18
2015-11-04,41
2015-11-05,55
2015-11-06,39
2015-11-07,11
2015-11-08,7
2015-11-09,19
2015-11-10,22
2015-11-11,24
2015-11-12,20
2015-11-13,19
2015-11-14,8
2015-11-15,6
2015-11-16,21
2015-11-17,19
2015-11-18,20
2015-11-19,19
2015-11-20,18
2015-11-21,9
2015-11-22,7
2015-11-23,21
2015-11-24,14
2015-11-25,15
2015-11-26,5
2015-11-27,9
2015-11-28,5
2015-11-29,4
2015-11-30,12
2015-12-01,16
2015-12-02,22
2015-12-03,18
2015-12-04,14
2015-12-05,6
2015-12-06,6
2015-12-07,17
2015-12-08,20
2015-12-09,15
2015-12-10,13
2015-12-11,15
2015-12-12,5
2015-12-13,4
2015-12-14,18
2015-12-15,16
2015-12-16,14
2015-12-17,15
2015-12-18,13
2015-12-19,12
2015-12-20,3
2015-12-21,14
2015-12-22,16
2015-12-23,17
2015-12-24,15
2015-12-25,7
2015-12-26,4
2015-12-27,8
2015-12-28,14
2015-12-29,18
2015-12-30,15
2015-12-31,12
2016-01-01,4
2016-01-02,4
2016-01-03,4
2016-01-04,17
2016-01-05,23
2016-01-06,19
2016-01-07,30
2016-01-08,26
2016-01-09,9
2016-01-10,5
2016-01-11,16
2016-01-12,21
2016-01-13,19
2016-01-14,20
2016-01-15,25
2016-01-16,7
2016-01-17,4
2016-01-18,8
2016-01-19,18
2016-01-20,28
2016-01-21,19
2016-01-22,20
2016-01-23,7
2016-01-24,5
2016-01-25,16
2016-01-26,24
2016-01-27,43
2016-01-28,94
2016-01-29,48
2016-01-30,17
2016-01-31,5
2016-02-01,31
2016-02-02,34
2016-02-03,32
2016-02-04,29
2016-02-05,33
2016-02-06,12
2016-02-07,8
2016-02-08,32
2016-02-09,36
2016-02-10,33
2016-02-11,31
2016-02-12,26
2016-02-13,9
2016-02-14,4
2016-02-15,9
2016-02-16,25
2016-02-17,23
2016-02-18,23
2016-02-19,18
2016-02-20,7
2016-02-21,4
2016-02-22,22
2016-02-23,23
2016-02-24,20
2016-02-25,22
2016-02-26,22
2016-02-27,7
2016-02-28,4
2016-02-29,18
2016-03-01,19
2016-03-02,25
2016-03-03,18
2016-03-04,23
2016-03-05,7
2016-03-06,6
2016-03-07,15
2016-03-08,19
2016-03-09,17
2016-03-10,15
2016-03-11,19
2016-03-12,9
2016-03-13,6
2016-03-14,17
2016-03-15,19
2016-03-16,21
2016-03-17,19
2016-03-18,17
2016-03-19,7
2016-03-20,5
2016-03-21,18
2016-03-22,20
2016-03-23,21
2016-03-24,18
2016-03-25,10
2016-03-26,3
2016-03-27,2
2016-03-28,22
2016-03-29,19
2016-03-30,24
2016-03-31,19
2016-04-01,19
2016-04-02,7
2016-04-03,5
2016-04-04,24
2016-04-05,21
2016-04-06,19
2016-04-07,19
2016-04-08,21
2016-04-09,11
2016-04-10,3
2016-04-11,21
2016-04-12,22
2016-04-13,28
2016-04-14,27
2016-04-15,20
2016-04-16,5
2016-04-17,5
2016-04-18,23
2016-04-19,26
2016-04-20,17
2016-04-21,19
2016-04-22,24
2016-04-23,10
2016-04-24,5
2016-04-25,16
2016-04-26,28
2016-04-27,75
2016-04-28,100
2016-04-29,44
2016-04-30,11
2016-05-01,8
2016-05-02,29
2016-05-03,26
2016-05-04,25
